Degree0,XCoordinate0,YCoordinate0,Degree1,XCoordinate1,YCoordinate1,Degree0_rad,Degree1_rad,d,cosb,cosb_ref,delta_cos,min,d,cosb,cosb_ref,delta_cos,min
179.55,-45.28226835,0.427597483,179.55,-53.1467917,0.501861659,3.133738672,3.133738672,,-0.29964808,-0.999969158,0.700321078,,,-0.337610456,-0.999969158,0.662358701,
179.67,-45.28306424,0.332805733,179.67,-53.33397624,0.391975529,3.135833067,3.135833067,,-0.300703449,-0.999983414,0.699279965,,,-0.33879953,-0.999983414,0.661183884,
179.78,-45.28361949,0.245912005,179.78,-53.52023475,0.290640819,3.137752929,3.137752929,,-0.301753597,-0.999992628,0.698239031,,,-0.339982721,-0.999992628,0.660009907,
179.89,-45.284008,0.159017371,179.89,-53.52069392,0.187940963,3.139672791,3.139672791,,-0.301756186,-0.999998157,0.698241971,,,-0.339985638,-0.999998157,0.660012519,
180,-45.28422976,0.072122152,180,-53.70592162,0.085535001,3.141592654,3.141592654,,-0.302800522,-1,0.697199478,,,-0.341162281,-1,0.658837719,
180.12,-45.28428152,-0.022672924,180.12,-54.40893852,-0.027241456,3.143687049,3.143687049,,-0.306764217,-0.999997807,0.69323359,,,-0.345628136,-0.999997807,0.654369671,
180.23,-45.28415464,-0.109568334,180.23,-54.40878608,-0.131646049,3.145606911,3.145606911,,-0.306763357,-0.999991943,0.693228585,,,-0.345627168,-0.999991943,0.654364775,
180.34,-45.28386102,-0.19646334,180.34,-54.4084333,-0.236050158,3.147526773,3.147526773,,-0.306761368,-0.999982393,0.693221025,,,-0.345624927,-0.999982393,0.654357467,
180.45,-45.28340066,-0.283357623,180.45,-54.40788017,-0.340453397,3.149446635,3.149446635,,-0.30675825,-0.999969158,0.693210908,,,-0.345621413,-0.999969158,0.654347745,
180.57,-45.1001643,-0.376625783,180.57,-54.58899938,-0.455865848,3.15154103,3.15154103,,-0.307779422,-0.999950515,0.692171093,,,-0.346771957,-0.999950515,0.653178558,
180.68,-44.916076,-0.461284942,180.68,-54.58802412,-0.560615169,3.153460893,3.153460893,,-0.307773923,-0.999929573,0.69215565,,,-0.346765762,-0.999929573,0.653163811,
180.79,-45.45906183,-0.554103283,180.79,-54.58684786,-0.665362425,3.155380755,3.155380755,,-0.307767291,-0.999904946,0.692137654,,,-0.34675829,-0.999904946,0.653146656,
180.9,-45.45791488,-0.641333098,180.9,-54.58547061,-0.770107232,3.157300617,3.157300617,,-0.307759526,-0.999876632,0.692117106,,,-0.346749541,-0.999876632,0.653127091,
181.02,-45.2746645,-0.733544517,181.02,-54.58373892,-0.884371046,3.159395012,3.159395012,,-0.307749763,-0.999841542,0.692091779,,,-0.346738541,-0.999841542,0.653103002,
181.13,-45.09063828,-0.817112341,181.13,-54.58194142,-0.989109484,3.161314874,3.161314874,,-0.307739628,-0.999805523,0.692065895,,,-0.346727122,-0.999805523,0.653078401,
181.24,-45.27151591,-0.90729279,181.24,-54.57994294,-1.093844279,3.163234736,3.163234736,,-0.307728361,-0.999765819,0.692037459,,,-0.346714427,-0.999765819,0.653051392,
181.35,-45.26969157,-0.994162075,181.35,-54.57774349,-1.198575047,3.165154598,3.165154598,,-0.30771596,-0.99972243,0.69200647,,,-0.346700455,-0.99972243,0.653021975,
181.47,-44.90174453,-1.080125747,181.47,-54.57511489,-1.312821747,3.167248994,3.167248994,,-0.30770114,-0.999670894,0.691969755,,,-0.346683757,-0.999670894,0.652987137,
181.58,-44.89958922,-1.166285164,181.58,-54.57249526,-1.417542848,3.169168856,3.169168856,,-0.30768637,-0.999619801,0.691933431,,,-0.346667116,-0.999619801,0.652952684,
181.69,-44.89726859,-1.252440287,181.69,-54.56967468,-1.522258729,3.171088718,3.171088718,,-0.307670467,-0.999565023,0.691894556,,,-0.346649199,-0.999565023,0.652915824,
181.8,-44.89478264,-1.338590798,181.8,-54.74792558,-1.632373854,3.17300858,3.17300858,,-0.308675467,-0.99950656,0.690831093,,,-0.347781522,-0.99950656,0.651725038,
181.92,-44.89188216,-1.432567541,181.92,-54.74438853,-1.746975852,3.175102975,3.175102975,,-0.308655525,-0.999438582,0.690783057,,,-0.347759054,-0.999438582,0.651679528,
182.03,-44.88905057,-1.518707385,182.03,-54.74093549,-1.85202097,3.177022837,3.177022837,,-0.308636056,-0.999372417,0.69073636,,,-0.347737118,-0.999372417,0.651635298,
182.14,-44.8860537,-1.604841636,182.14,-54.73728089,-1.957059269,3.1789427,3.1789427,,-0.308615451,-0.999302568,0.690687117,,,-0.347713903,-0.999302568,0.651588665,
182.25,-44.88289155,-1.690969978,182.25,-54.73342474,-2.062090361,3.180862562,3.180862562,,-0.30859371,-0.999229036,0.690635327,,,-0.347689407,-0.999229036,0.651539629,
182.37,-44.87925345,-1.784921058,182.37,-54.72898817,-2.176661062,3.182956957,3.182956957,,-0.308568696,-0.999144619,0.690575923,,,-0.347661224,-0.999144619,0.651483395,
182.48,-44.87574576,-1.87103602,182.48,-54.72471065,-2.281675837,3.184876819,3.184876819,,-0.308544579,-0.999063387,0.690518808,,,-0.347634051,-0.999063387,0.651429335,
182.59,-44.87207283,-1.957144092,182.59,-54.72023162,-2.386682211,3.186796681,3.186796681,,-0.308519325,-0.998978472,0.690459147,,,-0.347605599,-0.998978472,0.651372873,
182.7,-44.86823468,-2.043244958,182.7,-54.7155511,-2.491679797,3.188716543,3.188716543,,-0.308492936,-0.998889875,0.690396939,,,-0.347575866,-0.998889875,0.651314009,
182.82,-44.86385918,-2.137164584,182.82,-54.7102153,-2.606212141,3.190810938,3.190810938,,-0.308462852,-0.998789025,0.690326173,,,-0.347541971,-0.998789025,0.651247054,
182.93,-44.85967561,-2.223249357,182.93,-54.70511355,-2.711190103,3.192730801,3.192730801,,-0.308434088,-0.99869273,0.690258642,,,-0.347509563,-0.99869273,0.651183167,
183.04,-44.85532685,-2.309325944,183.04,-54.69981036,-2.816158082,3.194650663,3.194650663,,-0.308404188,-0.998592754,0.690188566,,,-0.347475875,-0.998592754,0.651116879,
183.15,-44.85081293,-2.395394028,183.15,-54.8778315,-2.93091744,3.196570525,3.196570525,,-0.309407893,-0.998489097,0.689081205,,,-0.348606739,-0.998489097,0.649882359,
183.27,-44.84570031,-2.489276413,183.27,-54.87157587,-3.045788529,3.19866492,3.19866492,,-0.309372623,-0.99837182,0.688999198,,,-0.348567,-0.99837182,0.64980482,
183.38,-44.48004045,-2.554603977,183.38,-54.86563033,-3.151075314,3.200584782,3.200584782,,-0.309339101,-0.998260469,0.688921368,,,-0.348529232,-0.998260469,0.649731237,
183.49,-44.47505656,-2.639951477,183.49,-54.85948275,-3.256350496,3.202504644,3.202504644,,-0.30930444,-0.998145438,0.688840998,,,-0.34849018,-0.998145438,0.649655258,
183.6,-44.46990891,-2.725289256,183.6,-55.03596488,-3.372818327,3.204424507,3.204424507,,-0.310299468,-0.998026728,0.687727261,,,-0.349611267,-0.998026728,0.648415461,
183.72,-44.46410654,-2.818373559,183.72,-55.02878386,-3.488019473,3.206518902,3.206518902,,-0.31025898,-0.997893031,0.687634051,,,-0.349565651,-0.997893031,0.648327381,
183.83,-44.45861654,-2.903689998,183.83,-55.02198943,-3.593607108,3.208438764,3.208438764,,-0.310220673,-0.997766631,0.687545958,,,-0.34952249,-0.997766631,0.648244141,
183.94,-44.45296283,-2.988995745,183.94,-55.01499241,-3.699181511,3.210358626,3.210358626,,-0.310181223,-0.997636552,0.68745533,,,-0.349478042,-0.997636552,0.64815851,
184.05,-44.44714544,-3.074290486,184.05,-55.00779281,-3.804742294,3.212278488,3.212278488,,-0.31014063,-0.997502796,0.687362166,,,-0.349432307,-0.997502796,0.64807049,
184.17,-44.44061255,-3.167326374,184.17,-54.99970769,-3.91988352,3.214372883,3.214372883,,-0.310095045,-0.997352688,0.687257643,,,-0.349380947,-0.997352688,0.647971741,
184.28,-44.6150324,-3.265815481,184.28,-55.17416566,-4.038742878,3.216292746,3.216292746,,-0.311078661,-0.997211245,0.686132585,,,-0.350489176,-0.997211245,0.646722069,
184.39,-44.24683933,-3.324235592,184.39,-55.16631418,-4.144608471,3.218212608,3.218212608,,-0.311034393,-0.997066127,0.686031734,,,-0.3504393,-0.997066127,0.646626827,
184.5,-44.24037904,-3.409134189,184.5,-55.15825958,-4.250458803,3.22013247,3.22013247,,-0.31098898,-0.996917334,0.685928353,,,-0.350388134,-0.996917334,0.6465292,
184.62,-44.05116566,-3.487329985,184.62,-55.14924111,-4.365914029,3.222226865,3.222226865,,-0.310938133,-0.996750823,0.68581269,,,-0.350330845,-0.996750823,0.646419978,
184.73,-44.04439277,-3.571852805,184.73,-55.14076187,-4.471731192,3.224146727,3.224146727,,-0.310890326,-0.996594347,0.685704021,,,-0.350276981,-0.996594347,0.646317366,
184.84,-44.03745769,-3.656362473,184.84,-55.3134233,-4.592588578,3.226066589,3.226066589,,-0.311863812,-0.996434198,0.684570386,,,-0.351373798,-0.996434198,0.6450604,
184.95,-44.03036047,-3.740858678,184.95,-55.3045088,-4.698720371,3.227986452,3.227986452,,-0.311813551,-0.996270376,0.684456825,,,-0.35131717,-0.996270376,0.644953207,
185.07,-44.02243314,-3.833020635,185.07,-55.29455165,-4.814480763,3.230080847,3.230080847,,-0.311757412,-0.996087474,0.684330062,,,-0.351253918,-0.996087474,0.644833556,
185.18,-44.01499695,-3.917487685,185.18,-55.2852114,-4.920575935,3.232000709,3.232000709,,-0.31170475,-0.995915975,0.684211225,,,-0.351194585,-0.995915975,0.64472139,
185.29,-44.0073987,-4.001940309,185.29,-55.27566758,-5.026652988,3.233920571,3.233920571,,-0.311650941,-0.995740805,0.684089864,,,-0.351133958,-0.995740805,0.644606846,
185.4,-43.99963841,-4.086378198,185.4,-55.44949622,-5.149760785,3.235840433,3.235840433,,-0.312631008,-0.995561965,0.682930957,,,-0.35223819,-0.995561965,0.643323775,
185.52,-43.99098786,-4.178475087,185.52,-55.43859457,-5.265823695,3.237934828,3.237934828,,-0.312569543,-0.995362681,0.682793138,,,-0.352168938,-0.995362681,0.643193743,
185.63,-43.98288884,-4.26288116,185.63,-55.42838798,-5.372194439,3.23985469,3.23985469,,-0.312511997,-0.995176169,0.682664172,,,-0.352104102,-0.995176169,0.643072068,
185.74,-43.97462788,-4.347271537,185.74,-55.41797729,-5.4785454,3.241774553,3.241774553,,-0.3124533,-0.994985989,0.682532689,,,-0.352037969,-0.994985989,0.642948021,
185.85,-43.96620499,-4.431645906,185.85,-55.40736255,-5.58487619,3.243694415,3.243694415,,-0.312393453,-0.994792142,0.682398689,,,-0.351970539,-0.994792142,0.642821602,
185.97,-43.95683175,-4.523672051,185.97,-55.39555015,-5.700849947,3.24578881,3.24578881,,-0.312326853,-0.99457649,0.682249637,,,-0.351895502,-0.99457649,0.642680988,
186.08,-43.94807041,-4.608011947,186.08,-55.56726465,-5.826299472,3.247708672,3.247708672,,-0.313295001,-0.994374977,0.681079976,,,-0.352986304,-0.994374977,0.641388673,
186.19,-43.93914724,-4.692334876,186.19,-55.55598234,-5.932916087,3.249628534,3.249628534,,-0.31323139,-0.994169798,0.680938409,,,-0.352914634,-0.994169798,0.641255164,
186.3,-43.75159478,-4.757235249,186.3,-55.54449545,-6.039510855,3.251548396,3.251548396,,-0.313166625,-0.993960955,0.68079433,,,-0.352841664,-0.993960955,0.641119291,
186.42,-43.74154045,-4.84881143,186.42,-55.53173106,-6.155770682,3.253642792,3.253642792,,-0.313094658,-0.993728949,0.680634291,,,-0.35276058,-0.993728949,0.640968369,
186.53,-43.7321556,-4.932737608,186.53,-55.51981658,-6.262318505,3.255562654,3.255562654,,-0.313027483,-0.993512446,0.680484964,,,-0.352684894,-0.993512446,0.640827552,
186.64,-43.72260971,-5.016645622,186.64,-55.50769768,-6.368843269,3.257482516,3.257482516,,-0.312959155,-0.993292282,0.680333127,,,-0.35260791,-0.993292282,0.640684373,
186.75,-43.71290284,-5.100535165,186.75,-55.49537439,-6.475344583,3.259402378,3.259402378,,-0.312889675,-0.993068457,0.680178782,,,-0.352529627,-0.993068457,0.64053883,
186.87,-43.70212995,-5.192029599,186.87,-55.48169776,-6.591500627,3.261496773,3.261496773,,-0.312812564,-0.992820109,0.680007545,,,-0.352442747,-0.992820109,0.640377362,
186.98,-43.69208657,-5.27587952,186.98,-55.46894726,-6.69795164,3.263416635,3.263416635,,-0.312740675,-0.992588632,0.679847956,,,-0.352361751,-0.992588632,0.640226881,
187.09,-43.68188231,-5.359710015,187.09,-55.45599252,-6.80437799,3.265336498,3.265336498,,-0.312667635,-0.992353495,0.67968586,,,-0.352279457,-0.992353495,0.640074038,
187.2,-43.6715172,-5.443520775,187.2,-55.44283359,-6.910779285,3.26725636,3.26725636,,-0.312593443,-0.992114701,0.679521258,,,-0.352195866,-0.992114701,0.639918835,
187.32,-43.66002642,-5.534927824,187.32,-55.79399572,-7.073191764,3.269350755,3.269350755,,-0.314573338,-0.991850028,0.67727669,,,-0.354426594,-0.991850028,0.637423435,
187.43,-43.09935172,-5.547901789,187.43,-55.78032034,-7.180241154,3.271270617,3.271270617,,-0.314496235,-0.991603589,0.677107355,,,-0.354339722,-0.991603589,0.637263867,
187.54,-43.08862658,-5.630594391,187.54,-55.76643957,-7.287264106,3.273190479,3.273190479,,-0.314417973,-0.991353495,0.676935522,,,-0.354251545,-0.991353495,0.63710195,
187.65,-43.07774277,-5.713266261,187.65,-55.75235345,-7.394260225,3.275110341,3.275110341,,-0.314338554,-0.991099747,0.676761194,,,-0.354162065,-0.991099747,0.636937683,
187.77,-43.06568862,-5.803429752,187.77,-55.92000852,-7.535647323,3.277204736,3.277204736,,-0.315283813,-0.990818765,0.675534952,,,-0.355227079,-0.990818765,0.635591686,
187.88,-43.0544732,-5.886057288,187.88,-55.90544551,-7.642937666,3.279124599,3.279124599,,-0.315201705,-0.99055738,0.675355675,,,-0.355134569,-0.99055738,0.635422811,
187.99,-43.04309926,-5.968663151,187.99,-55.89067664,-7.750199867,3.281044461,3.281044461,,-0.315118437,-0.990292344,0.675173907,,,-0.355040751,-0.990292344,0.635251593,
188.1,-43.03156682,-6.051247036,188.1,-55.87570198,-7.857433531,3.282964323,3.282964323,,-0.315034008,-0.990023658,0.67498965,,,-0.354945626,-0.990023658,0.635078032,
188.22,-43.01880527,-6.141313125,188.22,-55.85913134,-7.974382699,3.285058718,3.285058718,,-0.314940581,-0.989726384,0.674785803,,,-0.354840362,-0.989726384,0.634886022,
188.33,-43.00694157,-6.223850076,188.33,-55.84372655,-8.081555419,3.28697858,3.28697858,,-0.314853726,-0.989450069,0.674596342,,,-0.354742504,-0.989450069,0.634707564,
188.44,-42.99491953,-6.306364109,188.44,-55.82811614,-8.188698381,3.288898442,3.288898442,,-0.314765713,-0.989170107,0.674404394,,,-0.354643341,-0.989170107,0.634526766,
188.55,-42.98273917,-6.388854921,188.55,-55.99460562,-8.322908651,3.290818305,3.290818305,,-0.315704401,-0.988886499,0.673182098,,,-0.355700951,-0.988886499,0.633185548,
188.67,-42.969271,-6.478818058,188.67,-55.97706032,-8.440105704,3.2929127,3.2929127,,-0.315605478,-0.988572951,0.672967473,,,-0.355589496,-0.988572951,0.632983455,
188.78,-42.95675976,-6.561259336,188.78,-55.96076165,-8.547503859,3.294832562,3.294832562,,-0.315513585,-0.988281723,0.672768139,,,-0.35548596,-0.988281723,0.632795763,
188.89,-42.94409036,-6.643676455,188.89,-55.94425692,-8.65487054,3.296752424,3.296752424,,-0.315420529,-0.987986853,0.672566324,,,-0.355381115,-0.987986853,0.632605738,
189,-42.93126282,-6.72606911,189,-55.9275462,-8.762205353,3.298672286,3.298672286,,-0.315326312,-0.987688341,0.672362029,,,-0.355274962,-0.987688341,0.632413379,
189.12,-42.91708887,-6.815923751,189.12,-56.09341595,-8.908536348,3.300766681,3.300766681,,-0.316261506,-0.987358539,0.671097033,,,-0.356328635,-0.987358539,0.631029904,
189.23,-42.90393086,-6.898264277,189.23,-56.0762182,-9.016156913,3.302686544,3.302686544,,-0.316164543,-0.987052416,0.670887873,,,-0.356219388,-0.987052416,0.630833028,
189.34,-42.71042134,-6.95125235,189.34,-56.24243135,-9.153628572,3.304606406,3.304606406,,-0.317101673,-0.986742655,0.669640983,,,-0.357275243,-0.986742655,0.629467413,
189.45,-42.69700403,-7.033196055,189.45,-56.22476302,-9.26153463,3.306526268,3.306526268,,-0.317002056,-0.986429257,0.669427201,,,-0.357163006,-0.986429257,0.629266251,
189.57,-42.68218767,-7.122559642,189.57,-56.20525236,-9.379211423,3.308620663,3.308620663,,-0.316892053,-0.986083222,0.669191169,,,-0.357039066,-0.986083222,0.629044156,
189.68,-42.49147636,-7.174568745,189.68,-56.18715123,-9.487045723,3.310540525,3.310540525,,-0.316789997,-0.985762223,0.668972226,,,-0.35692408,-0.985762223,0.628838143,
189.79,-42.47381838,-7.255440641,189.79,-56.35162361,-9.626067909,3.312460387,3.312460387,,-0.317717312,-0.985437591,0.667720279,,,-0.357968877,-0.985437591,0.627468714,
189.9,-42.45981781,-7.336929771,189.9,-56.33304852,-9.734182625,3.31438025,3.31438025,,-0.317612583,-0.985109326,0.667496743,,,-0.35785088,-0.985109326,0.627258446,
190.02,-42.44436615,-7.425796183,190.02,-56.31254822,-9.852085059,3.316474645,3.316474645,,-0.317497,-0.984747078,0.667250078,,,-0.357720654,-0.984747078,0.627026424,
190.13,-42.43003874,-7.507228484,190.13,-56.2935395,-9.960124378,3.318394507,3.318394507,,-0.317389827,-0.984411223,0.667021397,,,-0.357599903,-0.984411223,0.62681132,
190.24,-42.41555509,-7.588633143,190.24,-56.2743235,-10.06812702,3.320314369,3.320314369,,-0.317281484,-0.98407174,0.666790255,,,-0.357477835,-0.98407174,0.626593905,
190.35,-42.40091527,-7.670009859,190.35,-56.25490029,-10.17609259,3.322234231,3.322234231,,-0.317171974,-0.983728629,0.666556655,,,-0.35735445,-0.983728629,0.626374178,
190.47,-42.38476649,-7.758752238,190.47,-56.23347509,-10.29383047,3.324328626,3.324328626,,-0.317051176,-0.983350191,0.666299015,,,-0.357218349,-0.983350191,0.626131842,
190.58,-42.01076007,-7.773633086,190.58,-56.21361886,-10.40171724,3.326248488,3.326248488,,-0.316939224,-0.9829995,0.666060276,,,-0.357092214,-0.9829995,0.625907287,
190.69,-41.81708024,-7.820814109,190.69,-56.37809043,-10.54407822,3.328168351,3.328168351,,-0.317866535,-0.982645187,0.664778651,,,-0.358137005,-0.982645187,0.624508181,
190.8,-41.80199599,-7.901041992,190.8,-56.54162014,-10.68699483,3.330088213,3.330088213,,-0.318788535,-0.982287251,0.663498715,,,-0.359175814,-0.982287251,0.623111437,
190.92,-41.60604843,-7.954248388,190.92,-56.51912483,-10.80533179,3.332182608,3.332182608,,-0.318661704,-0.981892646,0.663230942,,,-0.359032914,-0.981892646,0.622859732,
191.03,-41.59070852,-8.034071079,191.03,-56.49828656,-10.91376575,3.33410247,3.33410247,,-0.318544215,-0.981527142,0.662982926,,,-0.358900541,-0.981527142,0.622626601,
191.14,-41.75439905,-8.14883385,191.14,-56.47724025,-11.02215952,3.336022332,3.336022332,,-0.318425554,-0.981158019,0.662732465,,,-0.358766846,-0.981158019,0.622391173,
191.25,-41.55956933,-8.193627419,191.25,-56.63897884,-11.16659045,3.337942194,3.337942194,,-0.319337456,-0.98078528,0.661447825,,,-0.359794277,-0.98078528,0.620991004,
191.37,-41.54232629,-8.280607435,191.37,-56.61547937,-11.28513016,3.34003659,3.34003659,,-0.319204963,-0.980374533,0.661169571,,,-0.359644998,-0.980374533,0.620729535,
191.48,-41.52636026,-8.360307249,191.48,-56.59372024,-11.39374813,3.341956452,3.341956452,,-0.319082282,-0.979994237,0.660911955,,,-0.359506775,-0.979994237,0.620487462,
191.59,-41.68914486,-8.476351442,191.59,-56.57175272,-11.50232415,3.343876314,3.343876314,,-0.318958427,-0.979610329,0.660651903,,,-0.359367228,-0.979610329,0.620243101,
191.7,-41.8508722,-8.592894115,191.7,-56.5495769,-11.61085781,3.345796176,3.345796176,,-0.318833397,-0.979222811,0.660389414,,,-0.359226358,-0.979222811,0.619996452,
191.82,-41.83279273,-8.680483049,191.82,-56.52514762,-11.7292094,3.347890571,3.347890571,,-0.318695661,-0.978795947,0.660100285,,,-0.359071174,-0.978795947,0.619724773,
191.93,-41.63813771,-8.723463852,191.93,-56.50253652,-11.83765322,3.349810433,3.349810433,,-0.318568177,-0.978400883,0.659832705,,,-0.358927538,-0.978400883,0.619473344,
192.04,-41.6213217,-8.803346702,192.04,-56.47971737,-11.94605345,3.351730296,3.351730296,,-0.31843952,-0.978002213,0.659562693,,,-0.358782582,-0.978002213,0.619219631,
192.15,-41.60435244,-8.883197137,192.15,-56.64132099,-12.09383132,3.353650158,3.353650158,,-0.319350661,-0.977599938,0.658249277,,,-0.359809155,-0.977599938,0.617790783,
192.27,-41.5856658,-8.970269388,192.27,-56.61588049,-12.2123739,3.355744553,3.355744553,,-0.319207224,-0.977156983,0.657949759,,,-0.359647546,-0.977156983,0.617509437,
192.38,-41.38999101,-9.011213977,192.38,-56.59234208,-12.32099093,3.357664415,3.357664415,,-0.319074512,-0.976747176,0.657672664,,,-0.359498021,-0.976747176,0.617249155,
192.49,-41.19354104,-9.051271192,192.49,-56.56859529,-12.4295626,3.359584277,3.359584277,,-0.318940625,-0.976333768,0.657393143,,,-0.359347171,-0.976333768,0.616986597,
192.6,-41.17609682,-9.130300308,192.6,-56.72835696,-12.57882546,3.361504139,3.361504139,,-0.31984138,-0.975916762,0.656075382,,,-0.360362044,-0.975916762,0.615554718,
192.72,-41.15689386,-9.216475536,192.72,-56.8849393,-12.73853788,3.363598534,3.363598534,,-0.320724211,-0.975457744,0.654733533,,,-0.361356719,-0.975457744,0.614101024,
192.83,-41.1391327,-9.295434026,192.83,-56.86039075,-12.84767024,3.365518397,3.365518397,,-0.320585803,-0.975033218,0.654447415,,,-0.361200777,-0.975033218,0.613832441,
192.94,-41.12122007,-9.374358289,192.94,-56.83563283,-12.95675529,3.367438259,3.367438259,,-0.320446215,-0.974605099,0.654158884,,,-0.361043504,-0.974605099,0.613561594,
193.05,-41.10315602,-9.453248034,193.05,-56.81066563,-13.06579263,3.369358121,3.369358121,,-0.320305447,-0.974173387,0.65386794,,,-0.360884902,-0.974173387,0.613288485,
193.17,-41.08327718,-9.539269865,193.17,-56.78319012,-13.18468758,3.371452516,3.371452516,,-0.320150536,-0.973698334,0.653547797,,,-0.360710366,-0.973698334,0.612987967,
193.28,-41.24341976,-9.659899576,193.28,-56.75778564,-13.29362387,3.373372378,3.373372378,,-0.320007303,-0.973259116,0.653251813,,,-0.360548987,-0.973259116,0.612710129,
193.39,-41.22480757,-9.739023283,193.39,-56.73217218,-13.40251121,3.37529224,3.37529224,,-0.319862891,-0.972816311,0.65295342,,,-0.360386279,-0.972816311,0.612430032,
193.5,-41.02768235,-9.77561323,193.5,-56.89100049,-13.55534569,3.377212103,3.377212103,,-0.320758384,-0.97236992,0.651611536,,,-0.361395223,-0.97236992,0.610974698,
193.62,-41.00712886,-9.861476364,193.62,-56.8625,-13.67440773,3.379306498,3.379306498,,-0.320597695,-0.971878861,0.651281166,,,-0.361214176,-0.971878861,0.610664686,
193.73,-40.9881303,-9.940146284,193.73,-57.02003152,-13.82808755,3.38122636,3.38122636,,-0.321485877,-0.971424979,0.649939102,,,-0.362214881,-0.971424979,0.609210097,
193.84,-40.79009711,-9.9750344,193.84,-56.993392,-13.93747713,3.383146222,3.383146222,,-0.32133568,-0.970967515,0.649631835,,,-0.362045656,-0.970967515,0.60892186,
193.95,-40.77088104,-10.05328765,193.95,-57.14965548,-14.09196738,3.385066084,3.385066084,,-0.322216713,-0.970506473,0.648289761,,,-0.363038306,-0.970506473,0.607468167,
194.07,-40.74974684,-10.13861261,194.07,-57.1200311,-14.2115697,3.387160479,3.387160479,,-0.322049687,-0.969999439,0.647949752,,,-0.36285012,-0.969999439,0.607149319,
194.18,-40.73021696,-10.21678813,194.18,-57.09265554,-14.32115046,3.389080342,3.389080342,,-0.32189534,-0.969530919,0.647635579,,,-0.362676219,-0.969530919,0.6068547,
194.29,-40.7105371,-10.29492603,194.29,-57.06506975,-14.43067849,3.391000204,3.391000204,,-0.321739808,-0.969058826,0.647319018,,,-0.362500983,-0.969058826,0.606557843,
194.4,-40.69070735,-10.37302603,194.4,-57.03727383,-14.54015338,3.392920066,3.392920066,,-0.321583091,-0.968583161,0.64700007,,,-0.362324412,-0.968583161,0.60625875,
194.52,-40.66890401,-10.45818245,194.52,-57.0067115,-14.65951946,3.395014461,3.395014461,,-0.321410777,-0.968060182,0.646649405,,,-0.362130267,-0.968060182,0.605929915,
194.63,-40.64876106,-10.53620226,194.63,-56.97847657,-14.76888195,3.396934323,3.396934323,,-0.321251585,-0.967577055,0.646325469,,,-0.361950907,-0.967577055,0.605626148,
194.74,-40.62846843,-10.61418327,194.74,-56.95003185,-14.87819006,3.398854185,3.398854185,,-0.32109121,-0.967090361,0.64599915,,,-0.361770214,-0.967090361,0.605320146,
194.85,-40.6080262,-10.6921252,194.85,-56.92137742,-14.98744338,3.400774048,3.400774048,,-0.320929653,-0.966600102,0.645670449,,,-0.36158819,-0.966600102,0.605011913,
194.97,-40.76354175,-10.82437051,194.97,-57.07430525,-15.15553851,3.402868443,3.402868443,,-0.321791879,-0.966061211,0.644269332,,,-0.36255965,-0.966061211,0.603501561,
195.08,-40.74269595,-10.90257124,195.08,-57.41200676,-15.36320755,3.404788305,3.404788305,,-0.323695881,-0.965563505,0.641867624,,,-0.36470487,-0.965563505,0.600858635,
195.19,-40.72170013,-10.98073183,195.19,-57.38242079,-15.47334646,3.406708167,3.406708167,,-0.323529072,-0.96506224,0.641533169,,,-0.364516928,-0.96506224,0.600545312,
195.3,-40.52284271,-11.01056549,195.3,-57.35262353,-15.58342839,3.408628029,3.408628029,,-0.323361071,-0.964557418,0.641196347,,,-0.364327644,-0.964557418,0.600229775,
195.42,-40.49970515,-11.09536912,195.42,-57.31987659,-15.70345232,3.410722424,3.410722424,,-0.32317644,-0.964002649,0.640826209,,,-0.364119621,-0.964002649,0.599883027,
195.53,-40.12866989,-11.07654518,195.53,-57.2896379,-15.81341381,3.412642286,3.412642286,,-0.323005951,-0.963490395,0.640484445,,,-0.363927533,-0.963490395,0.599562863,
195.64,-40.10734136,-11.1535272,195.64,-57.25918826,-15.92331708,3.414562149,3.414562149,,-0.322834272,-0.962974591,0.640140319,,,-0.363734104,-0.962974591,0.599240487,
195.75,-40.26089243,-11.27950385,195.75,-58.5947981,-16.41593643,3.416482011,3.416482011,,-0.330364603,-0.962455236,0.632090634,,,-0.372218451,-0.962455236,0.590236785,
195.87,-40.41135956,-11.41294668,195.87,-58.56030572,-16.53855881,3.418576406,3.418576406,,-0.33017013,-0.961884622,0.631714492,,,-0.371999342,-0.961884622,0.589885281,
195.98,-40.389385,-11.49047053,195.98,-58.52846227,-16.65089902,3.420496268,3.420496268,,-0.329990593,-0.961357853,0.63136726,,,-0.371797059,-0.961357853,0.589560794,
196.09,-40.19328469,-11.51809588,196.09,-58.67648367,-16.81478312,3.42241613,3.42241613,,-0.330825156,-0.96082754,0.630002384,,,-0.372737352,-0.96082754,0.588090188,
196.2,-40.17110876,-11.59520107,196.2,-58.64410996,-16.92734574,3.424335992,3.424335992,,-0.330642629,-0.960293686,0.629651057,,,-0.372531701,-0.960293686,0.587761985,
196.32,-40.14674814,-11.67926713,196.32,-58.60854692,-17.05007024,3.426430388,3.426430388,,-0.33044212,-0.959707262,0.629265142,,,-0.37230579,-0.959707262,0.587401473,
196.43,-39.94982971,-11.70517432,196.43,-58.57572184,-17.16250207,3.42835025,3.42835025,,-0.330257048,-0.959166009,0.628908961,,,-0.372097271,-0.959166009,0.587068738,
