Degree0,XCoordinate0,YCoordinate0,Degree1,XCoordinate1,YCoordinate1,Degree0_rad,Degree1_rad,d,cosb,cosb_ref,delta_cos,min,d,cosb,cosb_ref,delta_cos,min
60.41,56.67144126,99.67621454,60.41,81.12532298,142.6867734,1.054353401,1.054353401,,0.457394444,0.493790104,0.03639566,,,0.515341682,0.493790104,0.021551579,
60.52,56.57914954,99.95982445,60.52,80.85137372,142.8421811,1.056273263,1.056273263,,0.455849885,0.492119719,0.036269834,,,0.513601443,0.492119719,0.021481724,
60.64,56.46902821,100.2542544,60.64,80.46218207,142.851335,1.058367658,1.058367658,,0.453655575,0.490295412,0.036639837,,,0.511129136,0.490295412,0.020833724,
60.75,56.48020795,100.7256312,60.75,80.18791826,143.0054699,1.060287521,1.060287521,,0.452109242,0.488621241,0.036511999,,,0.509386899,0.488621241,0.020765657,
60.86,56.48765469,101.1936009,60.86,79.91335919,143.1590783,1.062207383,1.062207383,,0.450561245,0.48694527,0.036384025,,,0.507642786,0.48694527,0.020697516,
60.97,56.29337153,101.3018081,60.97,79.63850587,143.3121595,1.064127245,1.064127245,,0.449011588,0.485267504,0.036255915,,,0.505896804,0.485267504,0.0206293,
61.09,56.17957589,101.5973519,61.09,79.33833148,143.4785553,1.06622164,1.06622164,,0.447319168,0.483435173,0.036116005,,,0.503989972,0.483435173,0.020554798,
61.2,55.98451855,101.7049672,61.2,79.06286618,143.6305325,1.068141502,1.068141502,,0.445766061,0.481753674,0.035987613,,,0.502240102,0.481753674,0.020486428,
61.31,55.99171008,102.1816768,61.31,78.78710975,143.7819808,1.070061364,1.070061364,,0.444211313,0.480070399,0.035859086,,,0.500488383,0.480070399,0.020417983,
61.42,55.9910903,102.6474442,61.42,78.51106322,143.9328997,1.071981227,1.071981227,,0.442654929,0.478385355,0.035730426,,,0.498734821,0.478385355,0.020349466,
61.54,55.87697466,102.9502972,61.54,78.20959189,144.0969341,1.074075622,1.074075622,,0.440955197,0.476545114,0.035589917,,,0.49681975,0.476545114,0.020274636,
61.65,55.8751124,103.41972,61.65,77.93294206,144.2467442,1.075995484,1.075995484,,0.439395412,0.47485639,0.035460978,,,0.495062355,0.47485639,0.020205965,
61.76,55.6765587,103.5267476,61.76,77.56953038,144.235229,1.077915346,1.077915346,,0.437346452,0.473165916,0.035819463,,,0.492753814,0.473165916,0.019587898,
61.87,55.4778,103.6333941,61.87,77.29261636,144.3838107,1.079835208,1.079835208,,0.435785178,0.471473697,0.03568852,,,0.490994741,0.471473697,0.019521044,
61.99,55.4576863,104.1190586,61.99,76.99020378,144.5452934,1.081929603,1.081929603,,0.434080139,0.469625659,0.03554552,,,0.489073691,0.469625659,0.019448032,
62.1,56.20268428,106.0075073,62.1,76.62708071,144.5312786,1.083849465,1.083849465,,0.432032807,0.467929814,0.035897008,,,0.486766983,0.467929814,0.018837168,
62.21,56.19073448,106.4781732,62.21,76.2641998,144.5162223,1.085769328,1.085769328,,0.42998684,0.466232245,0.036245405,,,0.484461813,0.466232245,0.018229568,
62.32,61.48370389,117.0516445,62.32,75.98674899,144.6622986,1.08768919,1.08768919,,0.428422538,0.464532957,0.036110418,,,0.48269933,0.464532957,0.018166373,
62.44,61.23854125,117.1800939,62.44,75.59891075,144.658695,1.089783585,1.089783585,,0.426235859,0.462677235,0.036441376,,,0.480235621,0.462677235,0.017558385,
62.55,61.01357306,117.297388,62.55,75.32118777,144.8034945,1.091703447,1.091703447,,0.424670023,0.460974375,0.036304351,,,0.478471409,0.460974375,0.017497035,
62.66,60.78838021,117.4142503,62.66,75.04318746,144.9477608,1.093623309,1.093623309,,0.423102624,0.459269815,0.036167191,,,0.476705436,0.459269815,0.017435621,
62.77,60.73536256,117.865244,62.77,74.76491082,145.0914934,1.095543171,1.095543171,,0.421533666,0.457563562,0.036029896,,,0.474937707,0.457563562,0.017374146,
62.89,62.71734474,122.3398327,62.89,74.46102237,145.2476832,1.097637567,1.097637567,,0.419820306,0.455700272,0.035879966,,,0.473007282,0.455700272,0.01730701,
63,62.48247287,122.459955,63,74.18217129,145.3902982,1.099557429,1.099557429,,0.41824811,0.4539905,0.03574239,,,0.471235904,0.4539905,0.017245405,
63.11,62.16525561,122.4179221,63.11,73.90304706,145.5323777,1.101477291,1.101477291,,0.416674373,0.452279054,0.035604681,,,0.469462792,0.452279054,0.017183737,
63.22,61.93023491,122.5369849,63.22,73.62365071,145.6739214,1.103397153,1.103397153,,0.415099103,0.450565942,0.035466839,,,0.46768795,0.450565942,0.017122008,
63.34,61.75505452,122.8283894,63.34,73.31854554,145.827721,1.105491548,1.105491548,,0.413378883,0.448695198,0.035316316,,,0.465749796,0.448695198,0.017054597,
63.45,61.51924694,122.9466643,63.45,73.03858354,145.9681426,1.10741141,1.10741141,,0.411800423,0.446978621,0.035178198,,,0.463971361,0.446978621,0.01699274,
63.56,61.28321284,123.0644864,63.56,72.67705895,145.9447787,1.109331273,1.109331273,,0.409762103,0.445260396,0.035498292,,,0.461674807,0.445260396,0.016414411,
63.67,60.88470355,122.8544649,63.67,72.39687351,146.0839691,1.111251135,1.111251135,,0.408182384,0.443540529,0.035358146,,,0.459894953,0.443540529,0.016354423,
63.79,60.54698958,122.8185466,63.79,72.01018437,146.0714438,1.11334553,1.11334553,,0.406002183,0.441662447,0.035660264,,,0.457438543,0.441662447,0.015776096,
63.9,60.31120311,122.9345033,63.9,71.72975709,146.2093543,1.115265392,1.115265392,,0.4044211,0.43993917,0.03551807,,,0.455657153,0.43993917,0.015717983,
64.01,60.07519457,123.0500074,64.01,71.4490657,146.3467265,1.117185254,1.117185254,,0.402838528,0.438214271,0.035375743,,,0.453874085,0.438214271,0.015659814,
64.12,59.83896482,123.1650584,64.12,71.0882374,146.3191574,1.119105116,1.119105116,,0.400804134,0.436487757,0.035683623,,,0.451581954,0.436487757,0.015094197,
64.24,59.58100838,123.2900514,64.24,70.70216815,146.3028939,1.121199511,1.121199511,,0.398627428,0.434602452,0.035975024,,,0.449129482,0.434602452,0.014527029,
64.35,59.34431892,123.4041537,64.35,70.42129915,146.438294,1.123119374,1.123119374,,0.397043855,0.432872582,0.035828727,,,0.447345285,0.432872582,0.014472704,
64.46,59.10741095,123.5178016,64.46,70.14017086,146.573155,1.125039236,1.125039236,,0.395458819,0.431141115,0.035682296,,,0.445559442,0.431141115,0.014418327,
64.57,58.79200261,123.4665964,64.57,69.8587843,146.7074763,1.126959098,1.126959098,,0.393872328,0.42940806,0.035535732,,,0.443771958,0.42940806,0.014363898,
64.69,58.53341724,123.5893971,64.69,69.55152381,146.8533924,1.129053493,1.129053493,,0.392139956,0.427515649,0.035375693,,,0.441820112,0.427515649,0.014304463,
64.8,58.2961553,123.7014886,64.8,69.26960059,146.9865836,1.130973355,1.130973355,,0.390550438,0.425779292,0.035228853,,,0.440029219,0.425779292,0.014249927,
64.91,57.98075121,123.6469402,64.91,68.98742232,147.1192336,1.132893217,1.132893217,,0.388959483,0.424041365,0.035081882,,,0.438236705,0.424041365,0.014195341,
65.02,57.74337987,123.7579711,65.02,68.70499002,147.2513419,1.13481308,1.13481308,,0.387367095,0.422301875,0.03493478,,,0.436442578,0.422301875,0.014140703,
65.14,57.48521425,123.88079,65.14,68.39659356,147.3948416,1.136907475,1.136907475,,0.385628318,0.420402475,0.034774156,,,0.434483516,0.420402475,0.014081041,
65.25,57.24739509,123.9908696,65.25,68.11363349,147.5258156,1.138827337,1.138827337,,0.384032955,0.418659738,0.034626783,,,0.432686036,0.418659738,0.014026299,
65.36,56.85683861,123.7684662,65.36,67.83042261,147.6562464,1.140747199,1.140747199,,0.382436178,0.416915457,0.03447928,,,0.430886963,0.416915457,0.013971506,
65.47,56.54415728,123.7130751,65.47,67.54696198,147.7861335,1.142667061,1.142667061,,0.380837992,0.41516964,0.034331648,,,0.429086304,0.41516964,0.013916664,
65.59,56.28506088,123.8311697,65.59,67.08660841,147.5953488,1.144761456,1.144761456,,0.378242463,0.413263368,0.035020905,,,0.426161947,0.413263368,0.012898579,
65.7,55.89769731,123.6080395,65.7,66.80326599,147.7238087,1.146681319,1.146681319,,0.376644944,0.411514359,0.034869415,,,0.424362039,0.411514359,0.01284768,
65.81,55.3627085,123.0533916,65.81,66.44476863,147.6852263,1.148601181,1.148601181,,0.374623692,0.409763833,0.035140141,,,0.422084715,0.409763833,0.012320882,
65.92,54.75813743,122.3364747,65.92,66.0865814,147.6456245,1.150521043,1.150521043,,0.372604189,0.408011796,0.035407608,,,0.419809361,0.408011796,0.011797565,
66.04,54.35458622,122.1198003,66.04,65.77736532,147.7836421,1.152615438,1.152615438,,0.370860791,0.406098769,0.035237978,,,0.417845092,0.406098769,0.011746323,
66.15,53.89630445,121.718343,66.15,65.41957672,147.7422722,1.1545353,1.1545353,,0.368843535,0.404343596,0.03550006,,,0.415572271,0.404343596,0.011228675,
66.26,53.36808426,121.1528549,66.26,65.13595544,147.867533,1.156455162,1.156455162,,0.367244444,0.402586932,0.035342488,,,0.413770591,0.402586932,0.011183659,
66.37,52.34669463,119.4549715,66.37,64.85209433,147.9922493,1.158375025,1.158375025,,0.365644,0.400828784,0.035184784,,,0.411967387,0.400828784,0.011138603,
66.49,51.59667996,118.4171269,66.49,64.54215536,148.127682,1.16046942,1.16046942,,0.363896527,0.39890912,0.035012593,,,0.409998527,0.39890912,0.011089407,
66.6,50.57373743,116.68032,66.6,64.25779614,148.2512585,1.162389282,1.162389282,,0.362293275,0.397147891,0.034854616,,,0.408192159,0.397147891,0.011044268,
66.71,49.8430889,115.6020465,66.71,63.97320032,148.374289,1.164309144,1.164309144,,0.360688689,0.395385197,0.034696508,,,0.406384288,0.395385197,0.010999091,
66.82,48.3262904,112.6783164,66.82,63.68836894,148.4967732,1.166229006,1.166229006,,0.359082775,0.393621047,0.034538272,,,0.404574921,0.393621047,0.010953875,
66.94,47.58241748,111.5881425,66.94,63.37737638,148.6297688,1.168323401,1.168323401,,0.357329361,0.391694864,0.034365503,,,0.402599368,0.391694864,0.010904503,
67.05,46.5172291,109.672911,67.05,63.09205586,148.7511092,1.170243263,1.170243263,,0.355720689,0.389927688,0.034206999,,,0.400786893,0.389927688,0.010859206,
67.16,45.96528035,108.9527099,67.16,62.80650303,148.8719019,1.172163126,1.172163126,,0.354110708,0.388159074,0.034048366,,,0.398972943,0.388159074,0.01081387,
67.27,45.28276202,107.9126412,67.27,62.52071894,148.9921464,1.174082988,1.174082988,,0.352499422,0.386389029,0.033889607,,,0.397157524,0.386389029,0.010768495,
67.39,44.21212909,105.9824874,67.39,62.20869195,149.1226966,1.176177383,1.176177383,,0.350740176,0.384456447,0.033716271,,,0.3951754,0.384456447,0.010718952,
67.5,43.73080792,105.3974214,67.5,61.92242771,149.2417936,1.178097245,1.178097245,,0.349126183,0.382683432,0.033557249,,,0.393356931,0.382683432,0.010673498,
67.61,42.79323145,103.6994343,67.61,61.63593547,149.360341,1.180017107,1.180017107,,0.347510905,0.380909007,0.033398102,,,0.391537013,0.380909007,0.010628006,
67.72,42.59416509,103.7813588,67.72,61.34921627,149.4783384,1.181936969,1.181936969,,0.345894348,0.379133177,0.03323883,,,0.389715654,0.379133177,0.010582477,
67.84,41.71503327,102.2481752,67.84,61.03617409,149.6064352,1.184031365,1.184031365,,0.344129378,0.377194315,0.033064938,,,0.38772708,0.377194315,0.010532765,
67.95,40.91141037,100.8311617,67.95,60.74898377,149.7232813,1.185951227,1.185951227,,0.342510164,0.375415571,0.032905408,,,0.385902728,0.375415571,0.010487157,
68.06,40.32334226,99.93178374,68.06,60.46156976,149.8395762,1.187871089,1.187871089,,0.340889688,0.373635444,0.032745755,,,0.384076955,0.373635444,0.010441512,
68.17,39.87610999,99.37251055,68.17,60.17393313,149.9553193,1.189790951,1.189790951,,0.339267958,0.371853939,0.032585981,,,0.382249768,0.371853939,0.010395829,
68.29,39.53746448,99.12848011,68.29,59.85989504,150.0809547,1.191885346,1.191885346,,0.337497373,0.369908916,0.032411543,,,0.380254868,0.369908916,0.010345952,
68.4,39.15526272,98.72030558,68.4,59.57179634,150.1955428,1.193805208,1.193805208,,0.335873038,0.368124553,0.032251515,,,0.378424746,0.368124553,0.010300193,
68.51,38.84003137,98.4764877,68.51,59.28347828,150.3095779,1.195725071,1.195725071,,0.334247465,0.366338833,0.032091367,,,0.37659323,0.366338833,0.010254397,
68.62,38.52316711,98.22490653,68.62,58.99494194,150.4230595,1.197644933,1.197644933,,0.332620662,0.364551762,0.0319311,,,0.374760327,0.364551762,0.010208565,
68.74,38.12797095,97.81917585,68.74,58.6799273,150.5462259,1.199739328,1.199739328,,0.330844571,0.362600699,0.031756127,,,0.372759224,0.362600699,0.010158525,
68.85,37.94019674,97.89215906,68.85,58.32510878,150.4886984,1.20165919,1.20165919,,0.328844061,0.360810826,0.031966765,,,0.370505269,0.360810826,0.009694443,
68.96,37.69029522,97.8039279,68.96,58.03623048,150.6003407,1.203579052,1.203579052,,0.32721533,0.359019624,0.031804294,,,0.368670195,0.359019624,0.00965057,
69.07,37.44077064,97.71483354,69.07,57.68188799,150.5411344,1.205498914,1.205498914,,0.325217504,0.357227099,0.032009594,,,0.366419264,0.357227099,0.009192165,
69.19,37.23613904,97.7929954,69.19,57.43152294,150.8319822,1.207593309,1.207593309,,0.323805916,0.355270115,0.031464199,,,0.364828842,0.355270115,0.009558727,
69.3,37.04841671,97.86426733,69.3,57.14198757,150.9419091,1.209513172,1.209513172,,0.32217348,0.353474844,0.031301364,,,0.362989593,0.353474844,0.009514749,
69.41,36.86055796,97.9351789,69.41,56.78800246,150.8806022,1.211433034,1.211433034,,0.320177669,0.35167827,0.031500601,,,0.360740933,0.35167827,0.009062663,
69.52,36.67256348,98.00572987,69.52,56.49837498,150.9892942,1.213352896,1.213352896,,0.318544714,0.3498804,0.031335686,,,0.358901099,0.3498804,0.009020699,
69.64,36.40760697,97.92166676,69.64,56.24573451,151.2781677,1.215447291,1.215447291,,0.317120296,0.347917616,0.03079732,,,0.357296222,0.347917616,0.009378606,
69.75,36.16013231,97.830354,69.75,55.82882175,151.0435125,1.217367153,1.217367153,,0.314769691,0.346117057,0.031347366,,,0.354647819,0.346117057,0.008530762,
69.86,35.97234027,97.89956113,69.86,55.53888343,151.1503636,1.219287015,1.219287015,,0.313134984,0.344315222,0.031180238,,,0.352806011,0.344315222,0.008490789,
69.97,35.78441578,97.96840777,69.97,55.18602969,151.0849721,1.221206878,1.221206878,,0.311145552,0.342512118,0.031366567,,,0.350564538,0.342512118,0.008052419,
70.09,35.57925699,98.04310177,70.09,54.8696378,151.2001637,1.223301273,1.223301273,,0.309361696,0.340543656,0.031181961,,,0.348554685,0.340543656,0.008011029,
70.2,35.33272046,97.94947098,70.2,54.64142221,151.4771104,1.225221135,1.225221135,,0.308074988,0.33873792,0.030662932,,,0.347104965,0.33873792,0.008367045,
70.31,34.97112885,97.53300371,70.31,54.35065405,151.5816823,1.227140997,1.227140997,,0.306435602,0.336930936,0.030495334,,,0.345257885,0.336930936,0.008326949,
70.42,34.8413727,97.76116517,70.42,54.05968576,151.685696,1.229060859,1.229060859,,0.304795087,0.335122709,0.030327622,,,0.343409534,0.335122709,0.008286825,
70.54,34.69368121,97.99497513,70.54,53.619968,151.4537301,1.231155254,1.231155254,,0.302315905,0.33314869,0.030832785,,,0.340616264,0.33314869,0.007467574,
70.65,34.50557599,98.06136799,70.65,53.32924658,151.556342,1.233075117,1.233075117,,0.300676782,0.331337888,0.030661106,,,0.338769481,0.331337888,0.007431593,
70.76,34.3173437,98.12739978,70.76,53.0383288,151.6583958,1.234994979,1.234994979,,0.299036553,0.329525866,0.030489313,,,0.336921451,0.329525866,0.007395585,
70.87,34.12898506,98.19307025,70.87,52.74721572,151.7598912,1.236914841,1.236914841,,0.297395222,0.327712628,0.030317407,,,0.33507218,0.327712628,0.007359552,
70.99,33.92335961,98.2642984,70.99,52.42941634,151.8699761,1.239009236,1.239009236,,0.29560343,0.325733174,0.030129744,,,0.333053387,0.325733174,0.007320213,
71.1,33.734739,98.3292126,71.1,52.13789839,151.9703026,1.240929098,1.240929098,,0.293959816,0.323917418,0.029957602,,,0.331201544,0.323917418,0.007284126,
71.21,33.54599417,98.39376475,71.21,51.84618845,152.0700696,1.24284896,1.24284896,,0.29231512,0.322100469,0.029785349,,,0.329348481,0.322100469,0.007248013,
71.32,33.35712583,98.4579546,71.32,51.55428761,152.1692767,1.244768823,1.244768823,,0.290669348,0.320282332,0.029612985,,,0.327494206,0.320282332,0.007211874,
71.44,33.20586394,98.69078275,71.44,51.23563387,152.2768635,1.246863218,1.246863218,,0.288872739,0.318297564,0.029424825,,,0.325469986,0.318297564,0.007172421,
71.55,33.01642628,98.75431938,71.55,50.94333734,152.3748986,1.24878308,1.24878308,,0.287224736,0.316476967,0.029252231,,,0.323613197,0.316476967,0.00713623,
71.66,32.82686704,98.81749238,71.66,50.65085323,152.4723726,1.250702942,1.250702942,,0.285575675,0.314655203,0.029079529,,,0.321755217,0.314655203,0.007100013,
71.77,32.63718694,98.88030152,71.77,50.35818261,152.5692852,1.252622804,1.252622804,,0.283925562,0.31283228,0.028906718,,,0.319896051,0.31283228,0.007063772,
71.89,32.48367104,99.11177755,71.89,50.03869414,152.6743673,1.254717199,1.254717199,,0.282124247,0.310842321,0.028718074,,,0.317866528,0.310842321,0.007024207,
72,32.34657056,99.33713324,72,49.74563705,152.7701048,1.256637061,1.256637061,,0.280471956,0.309016994,0.028545039,,,0.316004908,0.309016994,0.006987914,
72.11,32.15589421,99.39901979,72.11,49.45239679,152.8652799,1.258556924,1.258556924,,0.278818631,0.307190529,0.028371897,,,0.314142124,0.307190529,0.006951596,
72.22,31.96509945,99.46054034,72.22,49.15897443,152.959892,1.260476786,1.260476786,,0.27716428,0.30536293,0.02819865,,,0.312278184,0.30536293,0.006915253,
72.34,31.7568255,99.52723598,72.34,48.83867092,153.0624629,1.262571181,1.262571181,,0.27535837,0.303367904,0.028009533,,,0.310243483,0.303367904,0.006875579,
72.45,31.56578544,99.58799052,72.45,48.54487133,153.1558971,1.264491043,1.264491043,,0.273701892,0.30153796,0.027836067,,,0.308377146,0.30153796,0.006839186,
72.56,31.37462916,99.64837837,72.56,48.25089298,153.2487672,1.266410905,1.266410905,,0.272044407,0.299706905,0.027662498,,,0.306509674,0.299706905,0.006802769,
72.67,31.28652011,100.038261,72.67,47.95673697,153.3410731,1.268330767,1.268330767,,0.270385919,0.297874745,0.027488826,,,0.304641073,0.297874745,0.006766328,
72.79,31.07703829,100.1035349,72.79,47.63563815,153.4411265,1.270425163,1.270425163,,0.268575525,0.295874773,0.027299248,,,0.30260132,0.295874773,0.006726547,
72.9,30.88489363,100.1629839,72.9,47.34111416,153.5322515,1.272345025,1.272345025,,0.266914963,0.294040325,0.027125362,,,0.300730382,0.294040325,0.006690057,
73.01,30.69263525,100.2220641,73.01,47.04641585,153.6228111,1.274264887,1.274264887,,0.265253418,0.292204794,0.026951376,,,0.298858336,0.292204794,0.006653542,
73.12,30.55042481,100.4456978,73.12,46.75154431,153.7128051,1.276184749,1.276184749,,0.263590896,0.290368185,0.026777288,,,0.29698519,0.290368185,0.006617005,
73.24,30.39028364,100.6757038,73.24,46.42966997,153.8103348,1.278279144,1.278279144,,0.26177613,0.288363391,0.026587262,,,0.29494051,0.288363391,0.006577119,
73.35,30.24683287,100.8999295,73.35,46.13443973,153.8991449,1.280199006,1.280199006,,0.260111586,0.286524553,0.026412967,,,0.293065086,0.286524553,0.006540533,
73.46,30.05316155,100.957784,73.46,45.83903962,153.9873884,1.282118869,1.282118869,,0.258446084,0.284684658,0.026238574,,,0.291188582,0.284684658,0.006503924,
73.57,29.85937957,101.0152668,73.57,45.54347072,154.0750648,1.284038731,1.284038731,,0.256779631,0.282843714,0.026064083,,,0.289311005,0.282843714,0.006467292,
73.69,29.64785568,101.077551,73.69,45.2208407,154.1700649,1.286133126,1.286133126,,0.254960603,0.280834222,0.025873619,,,0.287261526,0.280834222,0.006427303,
73.8,29.50225013,101.3004635,73.8,44.9249224,154.2565547,1.288052988,1.288052988,,0.25329218,0.278991106,0.025698926,,,0.28538173,0.278991106,0.006390624,
73.91,29.3078116,101.3568885,73.91,44.62883868,154.3424766,1.28997285,1.28997285,,0.251622824,0.277146961,0.025524138,,,0.283500883,0.277146961,0.006353922,
74.02,29.16138934,101.5805758,74.02,44.33259064,154.4278302,1.291892712,1.291892712,,0.249952541,0.275301795,0.025349254,,,0.281618993,0.275301795,0.006317198,
74.14,28.9486836,101.6413977,74.14,44.00922482,154.5202947,1.293987107,1.293987107,,0.248129365,0.27328773,0.025158364,,,0.279564839,0.27328773,0.006277109,
74.25,27.27316733,96.46073991,74.25,43.7126367,154.6044589,1.29590697,1.29590697,,0.246457166,0.27144045,0.024983284,,,0.277680789,0.27144045,0.006240339,
74.36,27.08801979,96.51289646,74.36,43.41588762,154.688054,1.297826832,1.297826832,,0.244784058,0.269592169,0.024808111,,,0.275795716,0.269592169,0.006203546,
74.47,26.90277251,96.56469765,74.47,43.11897869,154.7710794,1.299746694,1.299746694,,0.243110049,0.267742895,0.024632846,,,0.273909627,0.267742895,0.006166732,
74.59,26.70057161,96.6208025,74.59,42.79489699,154.8610026,1.301841089,1.301841089,,0.241282837,0.26572438,0.024441542,,,0.271850926,0.26572438,0.006126546,
74.7,26.56410883,96.85047645,74.7,42.49765732,154.9428361,1.303760951,1.303760951,,0.239606964,0.26387305,0.024266086,,,0.269962736,0.26387305,0.006089686,
74.81,26.37821473,96.90127169,74.81,42.20026118,155.0240991,1.305680813,1.305680813,,0.237930208,0.262020747,0.024090539,,,0.268073552,0.262020747,0.006052805,
74.92,26.19222351,96.95171012,74.92,41.90270965,155.1047912,1.307600676,1.307600676,,0.236252577,0.260167479,0.023914903,,,0.266183382,0.260167479,0.006015902,
75.04,25.98921402,97.00632671,75.04,41.57793205,155.1921677,1.309695071,1.309695071,,0.234421441,0.258144639,0.023723198,,,0.26412026,0.258144639,0.005975621,
75.15,25.85094715,97.2362854,75.15,41.28005915,155.2716653,1.311614933,1.311614933,,0.232741997,0.256289373,0.023547376,,,0.262228048,0.256289373,0.005938674,
75.26,25.66431404,97.28571145,75.26,41.02871048,155.5275268,1.313534795,1.313534795,,0.231324863,0.254433163,0.0231083,,,0.260631377,0.254433163,0.006198214,
75.38,25.46060653,97.33922222,75.38,40.70304987,155.6130727,1.31562919,1.31562919,,0.229488749,0.252407137,0.022918388,,,0.258562645,0.252407137,0.006155508,
75.49,25.27377662,97.38789905,75.49,40.35840498,155.5137694,1.317549052,1.317549052,,0.227545599,0.250548974,0.023003375,,,0.256373318,0.250548974,0.005824344,
75.6,25.17920175,97.79489318,75.6,40.05991722,155.5909264,1.319468915,1.319468915,,0.225862689,0.248689887,0.022827199,,,0.2544772,0.248689887,0.005787313,
75.71,24.99149797,97.8430292,75.71,39.76128195,155.6675104,1.321388777,1.321388777,,0.224178947,0.246829884,0.022650937,,,0.252580145,0.246829884,0.005750261,
75.83,24.78662529,97.89513032,75.83,39.43533108,155.7504029,1.323483172,1.323483172,,0.222341196,0.244799752,0.022458556,,,0.25050957,0.244799752,0.005709818,
75.94,24.59872989,97.94251284,75.94,39.13639094,155.8257881,1.325403034,1.325403034,,0.220655735,0.242937854,0.022282119,,,0.248610578,0.242937854,0.005672724,
76.05,24.50153639,98.35399355,76.05,38.88154019,156.0781615,1.327322896,1.327322896,,0.219218855,0.241075061,0.021856205,,,0.246991661,0.241075061,0.0059166,
76.16,24.31276101,98.40082817,76.16,38.58197214,156.1524835,1.329242758,1.329242758,,0.217529854,0.239211379,0.021681525,,,0.24508868,0.239211379,0.005877301,
76.28,24.10672215,98.45150725,76.28,38.25500865,156.2329062,1.331337153,1.331337153,,0.215686394,0.237177266,0.021490872,,,0.243011673,0.237177266,0.005834406,
76.39,23.91776039,98.49758409,76.39,37.95514481,156.3060256,1.333257016,1.333257016,,0.213995726,0.235311749,0.021316023,,,0.241106813,0.235311749,0.005795065,
76.5,23.72871055,98.54329825,76.5,37.65514122,156.3785695,1.335176878,1.335176878,,0.212304269,0.233445364,0.021141095,,,0.239201066,0.233445364,0.005755702,
76.61,23.58363801,98.77320159,76.61,37.35499898,156.4505376,1.33709674,1.33709674,,0.21061203,0.231578119,0.020966088,,,0.237294438,0.231578119,0.00571632,
76.73,23.37682125,98.82235355,76.73,37.02741425,156.5283912,1.339191135,1.339191135,,0.208765068,0.22954015,0.020775083,,,0.235213484,0.22954015,0.005673334,
76.84,23.23076631,99.05300684,76.84,36.72698567,156.5991545,1.341110997,1.341110997,,0.207071215,0.227671128,0.020599913,,,0.233305037,0.227671128,0.005633909,
76.95,23.04065195,99.0974017,76.95,36.42642186,156.6693412,1.343030859,1.343030859,,0.2053766,0.225801267,0.020424667,,,0.231395731,0.225801267,0.005594464,
77.06,22.85045274,99.14143168,77.06,36.20778067,157.0949711,1.344950722,1.344950722,,0.204143874,0.223930573,0.019786699,,,0.230006832,0.223930573,0.006076259,
77.18,22.64286676,99.18904804,77.18,35.87884944,157.1704218,1.347045117,1.347045117,,0.20228932,0.221888875,0.019599556,,,0.227917324,0.221888875,0.006028449,
77.29,22.49493011,99.41987454,77.29,35.57719099,157.2389799,1.348964979,1.348964979,,0.200588533,0.220016464,0.019427931,,,0.226001065,0.220016464,0.005984601,
77.4,22.30411312,99.46285674,77.4,35.27540154,157.3069591,1.350884841,1.350884841,,0.198887007,0.218143241,0.019256235,,,0.224083973,0.218143241,0.005940732,
77.51,22.15520704,99.69443382,77.51,34.97348221,157.374359,1.352804703,1.352804703,,0.197184749,0.216269215,0.019084466,,,0.222166056,0.216269215,0.005896841,
77.63,21.94646497,99.74059358,77.63,34.64396883,157.4472253,1.354899098,1.354899098,,0.195326912,0.214223913,0.018897001,,,0.220072851,0.214223913,0.005848937,
77.74,21.75503357,99.78252276,77.74,34.3417815,157.5134133,1.356818961,1.356818961,,0.193623143,0.212348228,0.018725084,,,0.218153232,0.212348228,0.005805004,
77.85,21.60466022,100.0145256,77.85,34.03946772,157.5790214,1.358738823,1.358738823,,0.191918662,0.21047176,0.018553098,,,0.216232809,0.21047176,0.005761049,
77.96,21.4127038,100.0557983,77.96,33.73702861,157.6440492,1.360658685,1.360658685,,0.190213473,0.208594516,0.018381043,,,0.21431159,0.208594516,0.005717074,
78.08,21.2032069,100.100403,78.08,33.40695339,157.7143265,1.36275308,1.36275308,,0.188352469,0.206545737,0.018193268,,,0.212214816,0.206545737,0.005669079,
78.19,21.01108643,100.1409053,78.19,33.1042558,157.7781404,1.364672942,1.364672942,,0.186645823,0.204666893,0.01802107,,,0.210291955,0.204666893,0.005625062,
78.3,20.8188886,100.1810388,78.3,32.80143632,157.8413732,1.366592804,1.366592804,,0.18493849,0.202787295,0.017848805,,,0.20836832,0.202787295,0.005581025,
78.41,20.66614302,100.412867,78.41,32.49849606,157.9040249,1.368512666,1.368512666,,0.183230476,0.20090695,0.017676474,,,0.206443918,0.20090695,0.005536968,
78.53,20.4559003,100.4559081,78.53,32.16787933,157.9717091,1.370607062,1.370607062,,0.181366418,0.19885482,0.017488401,,,0.204343704,0.19885482,0.005488884,
78.64,20.30210376,100.68842,78.64,31.86469014,158.0331448,1.372526924,1.372526924,,0.179657001,0.196972934,0.017315933,,,0.20241772,0.196972934,0.005444786,
78.75,20.10885661,100.7271921,78.75,31.56138361,158.0939986,1.374446786,1.374446786,,0.177946922,0.195090322,0.0171434,,,0.200490991,0.195090322,0.005400669,
78.86,19.91553542,100.7655932,78.86,31.29332029,158.3331765,1.376366648,1.376366648,,0.176435548,0.193206991,0.016771443,,,0.198788142,0.193206991,0.005581151,
