Degree,XCoordinate,YCoordinate
51.66,24.33107135,30.73541335
51.84,24.23444236,30.81166127
52.02,24.13757443,30.8876054
52.2,24.04046852,30.96324499
52.38,23.94312557,31.03857929
52.56,23.84554656,31.11360757
52.74,23.74773244,31.18832908
52.92,23.39955237,30.93209146
53.1,23.30231041,31.00541345
53.28,23.20483869,31.07842973
53.46,23.10713819,31.1511396
53.64,23.00920986,31.22354232
53.82,22.91105466,31.2956372
54,22.81267358,31.36742351
54.18,22.71406757,31.43890055
54.36,22.38100699,31.18371144
54.54,22.28297997,31.25383396
54.72,21.94502764,30.98519693
54.9,21.61656213,30.72551993
55.08,21.51997759,30.79324435
55.26,21.42318088,30.86066517
55.44,21.32617293,30.92778171
55.62,21.22895473,30.99459331
55.8,21.13152721,31.06109932
55.98,21.03389134,31.12729909
56.16,20.93604809,31.19319194
56.34,20.83799842,31.25877725
56.52,20.52060767,30.99308516
56.7,20.42318838,31.05736697
56.88,20.32556772,31.12134257
57.06,19.9995377,30.83318275
57.24,19.90262307,30.8958292
57.42,19.80551221,30.95817102
57.6,19.70820607,31.02020761
57.78,19.61070562,31.08193835
57.96,19.51301182,31.14336264
58.14,19.41512563,31.20447986
58.32,19.31704801,31.26528943
58.5,19.21877993,31.32579072
58.68,19.12032237,31.38598316
58.86,19.02167628,31.44586615
59.04,18.92284265,31.5054391
59.22,18.62064392,31.22400177
59.4,18.52250892,31.28231657
59.58,18.4241913,31.34032293
59.76,18.32569202,31.3980203
59.94,18.22701206,31.45540809
60.12,18.12815238,31.51248575
60.3,18.02911397,31.5692527
60.48,17.9298978,31.6257084
60.66,17.83050485,31.68185227
60.84,17.73093609,31.73768378
61.02,17.44118363,31.45057149
61.2,17.34234302,31.50518167
61.38,17.24333142,31.55948122
61.56,17.1441498,31.61346961
61.74,17.04479915,31.66714631
61.92,16.94528045,31.72051077
62.1,16.84559467,31.77356249
62.28,16.56566416,31.48405053
62.46,16.46672274,31.53591142
62.64,16.36761896,31.58746138
62.82,16.2683538,31.6386999
63,16.16892825,31.68962647
63.18,16.06934328,31.7402406
63.36,15.96959987,31.79054178
63.54,15.869699,31.84052952
63.72,15.76964167,31.89020333
63.9,15.66942885,31.93956271
64.08,15.56906155,31.98860718
64.26,15.46854073,32.03733625
64.44,15.3678674,32.08574946
64.62,15.26704256,32.1338463
64.8,15.16606718,32.18162633
64.98,14.5256149,31.07528244
65.16,14.42796706,31.1207396
65.34,14.16481146,30.80624584
65.52,14.2322456,31.21073296
65.7,13.96296633,30.8766725
65.88,13.70196489,30.55469672
66.06,13.60595576,30.59757019
66.24,13.50981247,30.64014198
66.42,13.41353598,30.68241167
66.6,13.31712724,30.72437884
66.78,13.2205872,30.76604309
66.96,13.12391681,30.807404
67.14,13.02711702,30.84846115
67.32,12.93018879,30.88921416
67.5,12.83313307,30.92966261
67.68,12.73595083,30.9698061
67.86,12.63864301,31.00964424
68.04,12.54121058,31.04917665
68.22,12.4436545,31.08840292
68.4,12.34597573,31.12732267
68.58,12.24817524,31.16593552
68.76,12.15025398,31.20424108
68.94,12.05221292,31.24223899
69.12,11.95405304,31.27992886
69.3,11.70860301,30.92855125
69.48,11.61142979,30.96516373
69.66,11.5141421,31.00147091
69.84,11.41674088,31.03747242
70.02,11.31922709,31.07316792
70.2,11.2216017,31.10855705
70.38,11.12386567,31.14363946
70.56,11.02601997,31.17841481
70.74,10.79232873,30.82518949
70.92,10.69548459,30.85892539
71.1,10.598535,30.89235702
71.28,10.50148091,30.92548408
71.46,10.40432328,30.95830622
71.64,10.30706307,30.99082312
71.82,10.20970123,31.02303447
72,10.11223873,31.05493994
72.18,10.01467653,31.08653922
72.36,9.917015584,31.117832
72.54,9.819256863,31.14881798
72.72,9.721401329,31.17949683
72.9,9.623449945,31.20986828
73.08,9.525403678,31.239932
73.26,9.427263494,31.26968771
73.44,9.329030362,31.29913512
73.62,9.230705249,31.32827393
73.8,9.132289125,31.35710385
73.98,9.03378296,31.38562461
74.16,8.935187726,31.41383592
74.34,8.836504395,31.4417375
74.52,8.737733939,31.46932907
74.7,8.531574794,31.10539447
74.88,8.433861957,31.13203022
75.06,8.440909569,31.55024108
75.24,8.238187784,31.18438063
75.42,8.140228377,31.21009477
75.6,8.042188711,31.23550118
75.78,7.944069752,31.26059963
75.96,7.845872468,31.28538986
76.14,7.747597827,31.30987163
76.32,7.649246797,31.33404469
76.5,7.550820349,31.35790882
76.68,7.452319454,31.38146377
76.86,7.353745081,31.40470931
77.04,7.16504191,31.03753922
77.22,7.067548875,31.05988441
77.4,6.88358517,30.69662721
77.58,6.787163984,30.7180903
77.76,6.69067588,30.73925053
77.94,6.594121808,30.76010768
78.12,6.497502721,30.78066154
78.3,6.321640072,30.4198981
78.48,6.226090585,30.43959805
78.66,6.13047971,30.45899788
78.84,6.034808392,30.4780974
79.02,5.939077573,30.49689641
79.2,5.605400329,29.2730733
79.38,5.513455396,29.29052992
79.56,5.421456103,29.30769774
79.74,5.401902066,29.72349442
79.92,5.308543816,29.74030984
80.1,5.215133227,29.75683202
80.28,5.121671218,29.77306082
80.46,5.028158712,29.78899607
80.64,4.93459663,29.8046376
80.82,4.840985895,29.81998528
81,4.74732743,29.83503895
81.18,4.653622159,29.84979845
81.36,4.559871004,29.86426365
81.54,4.406135881,29.47743713
81.72,4.313555159,29.49112706
81.9,4.220931907,29.50452621
82.08,4.184426052,29.91917855
82.26,4.090459357,29.93217013
82.44,3.996452332,29.9448666
82.62,3.902405904,29.95726781
82.8,3.808320999,29.96937366
82.98,3.714198546,29.98118403
83.16,3.620039473,29.99269879
83.34,3.525844708,30.00391784
83.52,3.431615179,30.01484106
83.7,3.382751813,30.4339228
83.88,3.287172776,30.44439459
84.06,3.191561329,30.45456621
84.24,3.095918415,30.46443756
84.42,3.000244976,30.47400854
84.6,2.944026463,30.89767049
84.78,2.846993424,30.9067624
84.96,2.749932314,30.91554958
85.14,2.652844092,30.92403194
85.32,2.555729713,30.93220941
85.5,2.458590136,30.9400819
85.68,2.361426318,30.94764933
85.86,2.264239217,30.95491163
86.04,2.167029792,30.96186873
86.22,2.069799001,30.96852056
86.4,1.972547803,30.97486705
86.58,1.875277156,30.98090814
86.76,1.777988019,30.98664377
86.94,1.680681353,30.99207388
87.12,1.583358115,30.99719843
87.3,1.486019267,31.00201735
87.48,1.388665766,31.00653061
87.66,1.291298574,31.01073816
87.84,1.193918651,31.01463996
88.02,1.096526955,31.01823596
88.2,0.999124449,31.02152613
88.38,0.901712091,31.02451045
88.56,0.804290843,31.02718888
88.74,0.706861665,31.02956139
88.92,0.609425518,31.03162796
89.1,0.511983362,31.03338857
89.28,0.414536158,31.03484321
89.46,0.317084867,31.03599186
89.64,0.21963045,31.0368345
89.82,0.125345574,31.84311996
90,0.025357723,31.84335656
90.18,-0.074630377,31.8432792
90.36,-0.174617741,31.84288788
90.54,-0.274603384,31.8421826
90.72,-0.374586319,31.84116338
90.9,-0.474565562,31.83983021
91.08,-0.574540125,31.83818311
91.26,-0.683211304,32.24696196
91.44,-0.774471271,31.8339472
91.62,-0.874425883,31.83135843
91.8,-0.974371873,31.82845581
91.98,-1.074308257,31.82523938
92.16,-1.174234048,31.82170917
92.34,-1.274148262,31.81786521
92.52,-1.374049913,31.81370753
92.7,-1.473938017,31.80923619
92.88,-1.573811588,31.80445121
93.06,-1.673669642,31.79935267
93.24,-1.773511195,31.79394059
93.42,-1.873335261,31.78821503
93.6,-1.973140857,31.78217606
93.78,-2.072926999,31.77582373
93.96,-2.172692702,31.7691581
94.14,-2.272436984,31.76217924
94.32,-2.37215886,31.75488722
94.5,-2.471857348,31.74728211
94.68,-2.571531464,31.73936398
94.86,-2.671180226,31.73113292
95.04,-2.806550583,32.1318628
95.22,-2.907430631,32.12289184
95.4,-3.008282013,32.11360417
95.58,-3.109103734,32.10399986
95.76,-3.2098948,32.09407903
95.94,-3.310654219,32.08384176
96.12,-3.411380995,32.07328815
96.3,-3.512074137,32.06241832
96.48,-3.612732652,32.05123237
96.66,-3.713355546,32.0397304
96.84,-3.813941828,32.02791253
97.02,-3.914490506,32.01577888
97.2,-4.015000589,32.00332957
97.38,-4.115471085,31.99056472
97.56,-4.215901005,31.97748445
97.74,-4.316289358,31.9640889
97.92,-4.416635154,31.9503782
98.1,-4.516937403,31.93635248
98.28,-4.617195118,31.92201188
98.46,-4.717407308,31.90735654
98.64,-4.817572988,31.89238661
98.82,-4.917691167,31.87710224
99,-5.017760861,31.86150356
99.18,-5.117781081,31.84559075
99.36,-5.349824899,32.63504313
99.54,-5.452272392,32.61808383
99.72,-5.622813767,33.00076714
99.9,-5.726408286,32.98294885
100.08,-5.829946346,32.96480536
100.26,-5.933426924,32.94633685
100.44,-6.036849001,32.9275435
100.62,-6.140211557,32.9084255
100.8,-6.320112643,33.29248428
100.98,-6.424619715,33.27247503
101.16,-6.529063443,33.25213773
101.34,-6.633442797,33.23147258
101.52,-6.737756748,33.21047978
101.7,-6.842004268,33.18915954
101.88,-6.946184328,33.16751207
102.06,-7.050295901,33.14553757
102.24,-7.154337962,33.12323628
102.42,-7.258309483,33.1006084
102.6,-7.362209441,33.07765417
102.78,-7.46603681,33.05437381
102.96,-7.569790567,33.03076754
103.14,-7.767558299,33.41155047
103.32,-7.964445628,33.77722515
103.5,-8.070466678,33.75205032
103.68,-8.176408156,33.72654271
103.86,-8.282269018,33.70070256
104.04,-8.38804822,33.67453014
104.22,-8.49374472,33.64802571
104.4,-8.599357475,33.62118951
104.58,-8.704885443,33.59402183
104.76,-8.810327585,33.56652292
104.94,-8.915682861,33.53869306
105.12,-9.020950231,33.51053253
105.3,-9.126128659,33.48204159
105.48,-9.231217107,33.45322053
105.66,-9.336214539,33.42406964
105.84,-9.441119919,33.3945892
106.02,-9.660180191,33.76409709
106.2,-9.766151659,33.73359772
106.38,-9.872026836,33.70276575
106.56,-9.97780468,33.67160149
106.74,-10.08348415,33.64010524
106.92,-10.30543618,33.99212632
107.1,-10.29454378,33.57611803
107.28,-10.39992187,33.54362769
107.46,-10.62518005,33.89354239
107.64,-10.8569903,34.25578922
107.82,-10.96449978,34.22152945
108,-11.07190115,34.18693227
108.18,-11.17919336,34.15199803
108.36,-11.28637535,34.11672705
108.54,-11.39344605,34.08111971
108.72,-11.50040443,34.04517633
108.9,-11.60724941,34.00889728
109.08,-11.71397995,33.97228292
109.26,-11.95862163,34.33158947
109.44,-12.06636369,34.29387021
109.62,-12.17398678,34.25581283
109.8,-12.28148984,34.2174177
109.98,-12.38887181,34.1786852
110.16,-12.49613164,34.13961571
110.34,-12.60326825,34.10020962
110.52,-12.7102806,34.06046732
110.7,-12.81716763,34.02038919
110.88,-12.92392829,33.97997563
111.06,-13.03056153,33.93922705
111.24,-13.13706629,33.89814384
111.42,-13.24344152,33.85672641
111.6,-13.50533876,34.20924571
111.78,-13.61268903,34.16667037
111.96,-13.71990509,34.12375816
112.14,-13.82698588,34.0805095
112.32,-13.93393034,34.03692483
112.5,-14.04073742,33.99300457
112.68,-14.14740606,33.94874914
112.86,-14.25393521,33.904159
113.04,-14.36032383,33.85923458
113.22,-14.6349264,34.2074884
113.4,-14.57267525,33.76838466
113.58,-14.67863596,33.72246007
113.76,-14.95650686,34.06811172
113.94,-14.89012217,33.62961386
114.12,-15.17015826,33.97351368
114.3,-15.27676013,33.92571198
114.48,-15.38321138,33.87757578
114.66,-15.48951096,33.82910557
114.84,-15.59565782,33.78030181
115.02,-15.70165091,33.731165
115.2,-15.80748919,33.68169561
115.38,-16.09793783,34.02239063
115.56,-16.2046886,33.97167547
115.74,-16.3112796,33.92062536
115.92,-16.41770977,33.8692408
116.1,-16.52397808,33.81752231
116.28,-16.63008347,33.76547039
116.46,-16.92982823,34.10348344
116.64,-17.03682953,34.05015574
116.82,-17.14366286,33.99649233
117,-17.95010433,35.31940573
117.18,-18.0609186,35.26286838
117.36,-18.17155478,35.20598335
117.54,-18.28201181,35.1487512
117.72,-18.39228858,35.0911725
117.9,-18.50238401,35.03324782
118.08,-18.79910305,35.32601107
118.26,-18.90993387,35.26680783
118.44,-19.02057824,35.20725688
118.62,-19.13103508,35.1473588
118.8,-19.24130329,35.08711417
118.98,-19.35138179,35.02652361
119.16,-19.4612695,34.9655877
119.34,-19.57096532,34.90430704
119.52,-19.68046818,34.84268224
119.7,-19.78977701,34.7807139
119.88,-19.89889071,34.71840264
120.06,-20.00780822,34.65574907
120.24,-20.31860501,34.94024838
120.42,-20.42821704,34.87627582
120.6,-20.53762766,34.81195939
120.78,-20.85432582,35.09649215
120.96,-20.96442582,35.03083665
121.14,-21.07431912,34.96483577
121.32,-21.18400463,34.89849015
121.5,-21.29348127,34.83180044
121.68,-21.40274797,34.76476731
121.86,-21.51180365,34.6973914
122.04,-21.62064723,34.6296734
122.22,-21.72927765,34.56161396
122.4,-21.83769381,34.49321376
122.58,-22.16644002,34.77042235
122.76,-22.49928061,35.04923735
122.94,-22.38435974,34.63053237
123.12,-22.49298908,34.56007488
123.3,-22.60139665,34.48927664
123.48,-22.93771281,34.76388928
123.66,-23.04675816,34.6916936
123.84,-23.15557629,34.61915588
124.02,-23.2641661,34.54627682
124.2,-24.2887506,35.82443199
124.38,-24.62801093,36.08038817
124.56,-24.74118175,36.00287848
124.74,-24.85410864,35.92501381
124.92,-24.96679047,35.84679493
125.1,-24.84817768,35.43869918
125.28,-25.19141454,35.68929765
125.46,-25.30335456,35.6100208
125.64,-25.4150451,35.53039285
125.82,-25.52648506,35.45041458
126,-25.63767334,35.37008678
126.18,-25.74860884,35.28941025
126.36,-25.85929047,35.20838579
126.54,-25.96971714,35.12701418
126.72,-26.3224755,35.37127766
126.9,-26.18980124,34.96323275
127.08,-26.2994565,34.88082455
127.26,-27.40490653,36.11053998
127.44,-27.77363007,36.35875143
127.62,-27.88765945,36.27136314
127.8,-28.26105134,36.51912253
127.98,-28.37558187,36.43020295
128.16,-28.48983264,36.34092417
128.34,-28.86862727,36.58691514
128.52,-29.22477994,36.80007569
128.7,-29.60691236,37.0418332
128.88,-29.96661452,37.25142522
129.06,-30.35205326,37.48892543
129.24,-30.74123768,37.72677616
129.42,-30.85954801,37.63006285
129.6,-31.25318563,37.86693881
129.78,-31.37193355,37.76861729
129.96,-31.49037216,37.66992339
130.14,-31.88916082,37.90446002
130.32,-32.00802342,37.80414135
130.5,-32.12657043,37.70344996
130.68,-32.24480069,37.60238682
130.86,-32.6101698,37.78769851
131.04,-33.01424093,38.01394344
131.22,-33.13344176,37.91009149
131.4,-33.5027872,38.09063642
131.58,-33.62222644,37.98525006
131.76,-33.74133418,37.87948919
131.94,-34.15053435,38.09734466
132.12,-34.26999147,37.98992434
132.3,-34.68344071,38.20635559
132.48,-34.80323749,38.09726141
132.66,-34.92269112,37.98779161
132.84,-35.04180043,37.87794727
133.02,-35.16056424,37.76772947
133.2,-35.27898138,37.65713929
133.38,-35.39705068,37.54617783
133.56,-35.51477099,37.43484618
133.74,-35.93640065,37.64184429
133.92,-36.05441869,37.52881861
134.1,-36.17208125,37.41542291
134.28,-36.28938716,37.30165831
134.46,-36.40633528,37.18752593
134.64,-36.52292444,37.0730269
134.82,-36.32894404,36.64525196
135,-36.44383085,36.53099861
135.18,-36.24811742,36.10734898
135.36,-36.36131562,35.99335207
135.54,-36.4741553,35.87900029
135.72,-36.58663537,35.76429475
135.9,-36.6987547,35.6492366
136.08,-36.81051221,35.53382695
136.26,-37.23791452,35.72120363
136.44,-37.66882261,35.90812076
136.62,-37.78138823,35.78966383
136.8,-38.21634262,35.97468309
136.98,-38.32911454,35.85450662
137.16,-39.09646801,36.34280565
137.34,-39.874482,36.83330493
137.52,-40.32555283,37.01598469
137.7,-40.44158403,36.88918018
137.88,-40.5572165,36.76201196
138.06,-42.04296329,37.86893059
138.24,-42.50920143,38.04779179
138.42,-42.97847819,38.22543323
138.6,-43.09829398,38.09029259
138.78,-43.57112537,38.26517609
138.96,-43.69106302,38.12817434
139.14,-43.81056991,37.99079666
139.32,-44.28744581,38.16135231
139.5,-44.40705393,38.02210183
139.68,-44.52622422,37.88247647
139.86,-45.00707355,38.04860922
140.04,-45.49079985,38.21326727
140.22,-45.61056506,38.07023801
140.4,-45.72988056,37.92683339
140.58,-49.06150355,40.43062621
140.76,-49.18821364,40.27637403
140.94,-49.31443876,40.12172474
141.12,-49.44017766,39.96667986
141.3,-50.72907632,40.74588915
141.48,-50.85676812,40.58639924
141.66,-50.98395849,40.42650917
141.84,-51.11064618,40.26622051
142.02,-51.23682994,40.10553484
142.2,-51.36250852,39.94445375
142.38,-51.48768069,39.78297882
142.56,-53.77170069,41.27877831
142.74,-53.90105076,41.10973195
142.92,-54.02986938,40.94028026
143.1,-54.47738634,41.01074303
143.28,-54.6058913,40.83948215
143.46,-55.05662425,40.90763734
143.64,-55.1848026,40.73455816
143.82,-55.63870912,40.80033555
144,-56.09554522,40.86510092
144.18,-56.22358489,40.68875974
144.36,-57.01787823,40.99140026
144.54,-57.14630993,40.81216234
144.72,-57.27417819,40.63252202
144.9,-57.73998814,40.69103631
145.08,-58.20859286,40.74832982
145.26,-58.67996067,40.80435699
145.44,-58.80779686,40.61990105
145.62,-58.93505323,40.43504463
145.8,-59.06172852,40.24978953
145.98,-59.88661215,40.53714781
146.16,-60.36639763,40.58609825
146.34,-60.84881204,40.63359127
146.52,-60.97610134,40.442326
146.7,-61.46125563,40.4867969
146.88,-61.94897202,40.52971995
147.06,-62.43921966,40.57105514
147.24,-62.93196789,40.61076316
147.42,-63.05917523,40.41295691
147.6,-63.92484437,40.68514395
147.78,-64.42491224,40.71974153
147.96,-64.92735988,40.75256154
148.14,-65.43215758,40.78356803
148.32,-65.55989521,40.57791034
148.5,-66.44868506,40.83999985
148.68,-66.96035627,40.86535642
148.86,-67.47426037,40.88876195
149.04,-67.99036853,40.91018358
149.22,-68.11849112,40.69649249
149.4,-68.24594209,40.48240015
149.58,-90.36271658,53.21885117
149.76,-90.83754188,53.11504166
149.94,-91.31428968,53.00975225
150.12,-91.48028987,52.72276453
150.3,-91.6453881,52.43525698
150.48,-92.75588009,52.68472304
150.66,-93.24012948,52.57323388
150.84,-93.72620674,52.46012617
151.02,-93.89046921,52.16556774
151.2,-94.37799241,52.0492832
151.38,-94.86729977,51.931321
151.56,-100.4667527,54.58722311
151.74,-100.951504,54.44073694
151.92,-101.5221611,54.33768626
152.1,-102.6426905,54.52349423
152.28,-103.4557882,54.53958702
152.46,-104.7430767,54.79861199
152.64,-105.5633023,54.8062272
152.82,-105.7348732,54.47448879
153,-106.3026564,54.34530261
153.18,-108.1220447,54.84788166
