Degree,XCoordinate,YCoordinate,,Degree,XCoordinate,YCoordinate,,,,,,
75.96,10.42769588,41.58040194,,75.96,9.930688568,39.59858699,,0.497007308,1.981814954,,2.043185448,0.245716327
76.14,10.29708222,41.61293987,,76.14,9.806300253,39.62957408,,0.490781969,1.983365784,,2.043185448,0.242576327
76.32,10.16636704,41.64506751,,76.32,9.681815252,39.66017045,,0.484551791,1.984897059,,2.043185448,0.239436327
76.5,10.03555163,41.67678455,,76.5,9.557234792,39.69037578,,0.478316836,1.986408764,,2.043185448,0.236296327
76.68,9.904637266,41.70809067,,76.68,9.432560101,39.72018979,,0.472077164,1.987900884,,2.043185448,0.233156327
76.86,9.773625248,41.73898557,,76.86,9.30779241,39.74961216,,0.465832839,1.989373404,,2.043185448,0.230016327
77.04,9.642516867,41.76946894,,77.04,9.09156739,39.38286517,,0.550949477,2.386603765,,2.449371931,0.226876327
77.22,9.511313415,41.79954047,,77.22,9.057982945,39.80728089,,0.45333047,1.992259586,,2.043185448,0.223736327
77.4,9.380016184,41.82919989,,77.4,8.932943634,39.83552667,,0.44707255,1.99367322,,2.043185448,0.220596327
77.58,9.248626471,41.85844688,,77.58,8.720182914,39.46675914,,0.528443557,2.391687743,,2.449371931,0.217456327
77.76,9.11714557,41.88728116,,77.76,8.596214505,39.4939459,,0.520931065,2.393335263,,2.449371931,0.214316327
77.94,8.985574777,41.91570246,,77.94,8.472161341,39.52074327,,0.513413437,2.394959185,,2.449371931,0.211176327
78.12,8.853915391,41.94371048,,78.12,8.431917981,39.94457943,,0.42199741,1.999131051,,2.043185448,0.208036327
78.3,8.722168708,41.97130496,,78.3,8.223805641,39.57316878,,0.498363068,2.398136174,,2.449371931,0.204896327
78.48,8.590336029,41.99848561,,78.48,8.099505553,39.5987964,,0.490830476,2.399689209,,2.449371931,0.201756327
78.66,8.379031309,41.63081993,,78.66,7.975125608,39.62403359,,0.403905701,2.006786332,,2.047029848,0.198616327
78.84,8.248269442,41.65692481,,78.84,7.850667031,39.64888011,,0.397602411,2.008044701,,2.047029848,0.195476327
79.02,8.117426251,41.68261897,,79.02,7.72613105,39.6733357,,0.391295201,2.009283271,,2.047029848,0.192336327
79.2,7.986503025,41.70790216,,79.2,7.601518892,39.69740013,,0.384984133,2.010502031,,2.047029848,0.189196327
79.38,7.855501056,41.73277413,,79.38,7.476831787,39.72107316,,0.378669269,2.011700967,,2.047029848,0.186056327
79.56,7.724421635,41.75723463,,79.56,7.352070963,39.74435456,,0.372350672,2.01288007,,2.047029848,0.182916327
79.74,7.593266053,41.78128342,,79.74,7.081247898,38.96394823,,0.512018155,2.817335189,,2.863483919,0.179776327
79.92,7.462035606,41.80492026,,79.92,6.958866393,38.98599123,,0.503169213,2.818929034,,2.863483919,0.176636327
80.1,7.330731586,41.82814492,,80.1,6.836416276,39.00764984,,0.49431531,2.820495086,,2.863483919,0.173496327
80.28,7.199355287,41.85095718,,80.28,6.713898754,39.02892385,,0.485456533,2.822033329,,2.863483919,0.170356327
80.46,7.067908006,41.8733568,,80.46,6.591315037,39.04981305,,0.47659297,2.823543748,,2.863483919,0.167216327
80.64,6.936391039,41.89534357,,80.64,6.468666332,39.07031724,,0.467724707,2.825026328,,2.863483919,0.164076327
80.82,6.804805681,41.91691726,,80.82,6.345953848,39.09043621,,0.458851833,2.826481055,,2.863483919,0.160936327
81,6.673153231,41.93807768,,81,6.223178796,39.11016976,,0.449974435,2.827907913,,2.863483919,0.157796327
81.18,6.541434986,41.9588246,,81.18,6.100342385,39.12951771,,0.441092601,2.829306889,,2.863483919,0.154656327
81.36,6.409652245,41.97915782,,81.36,5.977445828,39.14847985,,0.432206417,2.83067797,,2.863483919,0.151516327
81.54,6.277806308,41.99907715,,81.54,5.854490336,39.16705601,,0.423315972,2.832021141,,2.863483919,0.148376327
81.72,6.145898474,42.01858238,,81.72,5.731477121,39.18524599,,0.414421354,2.83333639,,2.863483919,0.145236327
81.9,6.013930045,42.03767333,,81.9,5.608407395,39.20304962,,0.405522649,2.834623703,,2.863483919,0.142096327
82.08,5.88190232,42.0563498,,82.08,5.485282374,39.22046673,,0.396619946,2.835883068,,2.863483919,0.138956327
82.26,5.749816602,42.07461161,,82.26,5.417094824,39.63990099,,0.332721778,2.434710625,,2.457339946,0.135816327
82.44,5.617674193,42.09245859,,82.44,5.292599034,39.65671522,,0.325075159,2.435743367,,2.457339946,0.132676327
82.62,5.485476396,42.10989055,,82.62,5.115587671,39.2703972,,0.369888726,2.839493351,,2.863483919,0.129536327
82.8,5.353224515,42.12690732,,82.8,5.043452134,39.68917053,,0.309772381,2.437736795,,2.457339946,0.126396327
82.98,5.220919853,42.14350874,,82.98,4.91880348,39.70481128,,0.302116373,2.438697461,,2.457339946,0.123256327
83.16,5.088563715,42.15969465,,83.16,4.794106329,39.72006056,,0.294457386,2.439634083,,2.457339946,0.120116327
83.34,4.956157406,42.17546487,,83.34,4.66936191,39.73491822,,0.286795496,2.44054665,,2.457339946,0.116976327
83.52,4.823702231,42.19081926,,83.52,4.544571453,39.74938411,,0.279130778,2.441435155,,2.457339946,0.113836327
83.7,4.691199496,42.20575767,,83.7,4.374869304,39.35979995,,0.316330192,2.845957724,,2.863483919,0.110696327
83.88,4.558650508,42.22027995,,83.88,4.207207196,38.96536164,,0.351443312,3.25491831,,3.273836527,0.107556327
84.06,4.426056574,42.23438595,,84.06,4.084835421,38.97838016,,0.341221152,3.256005794,,3.273836527,0.104416327
84.24,4.293419,42.24807554,,84.24,3.962423371,38.99101436,,0.330995629,3.257061175,,3.273836527,0.101276327
84.42,4.160739095,42.26134858,,84.42,3.839972253,39.00326413,,0.320766842,3.258084443,,3.273836527,0.098136327
84.6,4.028018167,42.27420494,,84.6,3.717483275,39.01512935,,0.310534892,3.259075587,,3.273836527,0.094996327
84.78,3.822578425,41.49764524,,84.78,3.594957644,39.02660989,,0.227620781,2.471035354,,2.481496916,0.091856327
84.96,3.692257189,41.50944355,,84.96,3.472396568,39.03770565,,0.219860621,2.471737901,,2.481496916,0.088716327
85.14,3.561899548,41.52083258,,85.14,3.349801255,39.04841651,,0.212098293,2.472416077,,2.481496916,0.085576327
85.32,3.431506788,41.53181224,,85.32,3.227172915,39.05874236,,0.204333873,2.473069876,,2.481496916,0.082436327
85.5,3.301080196,41.54238241,,85.5,3.104512756,39.06868312,,0.196567439,2.473699291,,2.481496916,0.079296327
85.68,3.170621056,41.55254299,,85.68,2.981821988,39.07823867,,0.188799067,2.474304317,,2.481496916,0.076156327
85.86,3.040130655,41.56229388,,85.86,2.859101821,39.08740893,,0.181028834,2.474884947,,2.481496916,0.073016327
86.04,2.909610279,41.57163498,,86.04,2.736353463,39.0961938,,0.173256816,2.475441176,,2.481496916,0.069876327
86.22,2.779061216,41.5805662,,86.22,2.613578127,39.1045932,,0.165483089,2.475972998,,2.481496916,0.066736327
86.4,2.648484752,41.58908745,,86.4,2.490777022,39.11260704,,0.157707731,2.476480408,,2.481496916,0.063596327
86.58,2.517882176,41.59719866,,86.58,2.367951358,39.12023525,,0.149930817,2.476963401,,2.481496916,0.060456327
86.76,2.315379907,40.35226986,,86.76,2.245102348,39.12747775,,0.070277559,1.224792102,,1.226806679,0.057316327
86.94,2.188662573,40.35934121,,86.94,2.122231202,39.13433447,,0.066431372,1.225006735,,1.226806679,0.054176327
87.12,2.061923661,40.36601463,,87.12,1.999339131,39.14080534,,0.062584529,1.22520929,,1.226806679,0.051036327
87.3,1.935164418,40.37229007,,87.3,1.876427348,39.1468903,,0.05873707,1.225399765,,1.226806679,0.047896327
87.48,1.808386096,40.37816745,,87.48,1.753497064,39.15258929,,0.054889031,1.225578158,,1.226806679,0.044756327
87.66,1.681589943,40.38364671,,87.66,1.630549492,39.15790225,,0.051040452,1.225744467,,1.226806679,0.041616327
87.84,1.554777211,40.38872781,,87.84,1.507585842,39.16282912,,0.047191369,1.225898692,,1.226806679,0.038476327
88.02,1.413453315,39.98335674,,88.02,1.384607329,39.16736987,,0.028845986,0.815986872,,0.816496581,0.035336327
88.2,1.287898813,39.98759787,,88.2,1.261615164,39.17152444,,0.026283649,0.816073426,,0.816496581,0.032196327
88.38,1.162331613,39.99144473,,88.38,1.13861056,39.1752928,,0.023721053,0.816151933,,0.816496581,0.029056327
88.56,1.036752953,39.9948973,,88.56,1.015594729,39.17867491,,0.021158224,0.816222394,,0.816496581,0.025916327
88.74,0.911164071,39.99795553,,88.74,0.892568885,39.18167072,,0.018595185,0.816284807,,0.816496581,0.022776327
88.92,0.785566205,40.0006194,,88.92,0.769534241,39.18428023,,0.016031963,0.816339171,,0.816496581,0.019636327
89.1,0.659960594,40.00288888,,89.1,0.64649201,39.18650339,,0.013468584,0.816385487,,0.816496581,0.016496327
89.28,0.534348475,40.00476395,,89.28,0.523443404,39.18834019,,0.010905071,0.816423754,,0.816496581,0.013356327
89.46,0.408731089,40.00624458,,89.46,0.400389638,39.18979061,,0.008341451,0.816453971,,0.816496581,0.010216327
89.64,0.280235689,39.60119697,,89.64,0.277331924,39.19085463,,0.002903765,0.410342333,,0.410352607,0.007076327
89.82,0.155886753,39.60188168,,89.82,0.154271475,39.19153225,,0.001615278,0.410349428,,0.410352607,0.003936327
90,0.031209506,39.19182346,,90,0.031209506,39.19182346,,0,0,,0,#DIV/0!
90.18,-0.091852772,39.19172825,,90.18,-0.091852772,39.19172825,,0,0,,0,#DIV/0!
90.36,-0.214914143,39.19124662,,90.36,-0.214914143,39.19124662,,0,0,,0,#DIV/0!
90.54,-0.337973396,39.19037859,,90.54,-0.337973396,39.19037859,,0,0,,0,#DIV/0!
90.72,-0.461029316,39.18912415,,90.72,-0.461029316,39.18912415,,0,0,,0,#DIV/0!
90.9,-0.584080691,39.18748333,,90.9,-0.584080691,39.18748333,,0,0,,0,#DIV/0!
91.08,-0.707126307,39.18545613,,91.08,-0.707126307,39.18545613,,0,0,,0,#DIV/0!
91.26,-0.830164951,39.18304258,,91.26,-0.830164951,39.18304258,,0,0,,0,#DIV/0!
91.44,-0.95319541,39.18024271,,91.44,-0.95319541,39.18024271,,0,0,,0,#DIV/0!
91.62,-1.076216471,39.17705653,,91.62,-1.076216471,39.17705653,,0,0,,0,#DIV/0!
91.8,-1.199226921,39.17348408,,91.8,-1.199226921,39.17348408,,0,0,,0,#DIV/0!
91.98,-1.322225547,39.16952539,,91.98,-1.322225547,39.16952539,,0,0,,0,#DIV/0!
92.16,-1.460343016,39.57525403,,92.16,-1.445211136,39.16518051,,-0.01513188,0.410073516,,0.410352607,-0.036883673
92.34,-1.58460191,39.57047346,,92.34,-1.568182476,39.16044948,,-0.016419434,0.41002398,,0.410352607,-0.040023673
92.52,-1.708845181,39.56530275,,92.52,-1.691138355,39.15533235,,-0.017706826,0.409970402,,0.410352607,-0.043163673
92.7,-1.833071603,39.55974193,,92.7,-1.814077559,39.14982915,,-0.018994044,0.409912782,,0.410352607,-0.046303673
92.88,-1.957279952,39.55379108,,92.88,-1.936998878,39.14393996,,-0.020281074,0.40985112,,0.410352607,-0.049443673
93.06,-2.081469003,39.54745024,,93.06,-2.059901098,39.13766482,,-0.021567905,0.409785417,,0.410352607,-0.052583673
93.24,-2.205637532,39.54071947,,93.24,-2.182783009,39.1310038,,-0.022854523,0.409715673,,0.410352607,-0.055723673
93.42,-2.329784313,39.53359885,,93.42,-2.305643398,39.12395696,,-0.024140915,0.40964189,,0.410352607,-0.058863673
93.6,-2.453908125,39.52608845,,93.6,-2.428481055,39.11652438,,-0.025427069,0.409564069,,0.410352607,-0.062003673
93.78,-2.578007741,39.51818834,,93.78,-2.551294768,39.10870613,,-0.026712973,0.409482209,,0.410352607,-0.065143673
93.96,-2.702081939,39.50989859,,93.96,-2.674083326,39.10050228,,-0.027998613,0.409396311,,0.410352607,-0.068283673
94.14,-2.826129496,39.50121929,,94.14,-2.796845519,39.09191291,,-0.029283978,0.409306378,,0.410352607,-0.071423673
94.32,-2.950149189,39.49215053,,94.32,-2.919580136,39.08293812,,-0.030569053,0.409212408,,0.410352607,-0.074563673
94.5,-3.074139794,39.48269238,,94.5,-3.042285967,39.07357798,,-0.031853827,0.409114404,,0.410352607,-0.077703673
94.68,-3.19810009,39.47284496,,94.68,-3.164961802,39.06383259,,-0.033138288,0.409012367,,0.410352607,-0.080843673
94.86,-3.322028853,39.46260835,,94.86,-3.287606432,39.05370205,,-0.034422421,0.408906296,,0.410352607,-0.083983673
95.04,-3.445924863,39.45198265,,95.04,-3.410218648,39.04318646,,-0.035706215,0.408796194,,0.410352607,-0.087123673
95.22,-3.569786897,39.44096798,,95.22,-3.569786897,39.44096798,,0,0,,0,#DIV/0!
95.4,-3.693613735,39.42956443,,95.4,-3.693613735,39.42956443,,0,0,,0,#DIV/0!
95.58,-3.817404155,39.41777212,,95.58,-3.817404155,39.41777212,,0,0,,0,#DIV/0!
95.76,-3.941156937,39.40559117,,95.76,-3.941156937,39.40559117,,0,0,,0,#DIV/0!
95.94,-4.064870861,39.39302169,,95.94,-4.064870861,39.39302169,,0,0,,0,#DIV/0!
96.12,-4.188544707,39.38006382,,96.12,-4.188544707,39.38006382,,0,0,,0,#DIV/0!
96.3,-4.312177255,39.36671768,,96.3,-4.312177255,39.36671768,,0,0,,0,#DIV/0!
96.48,-4.435767287,39.35298339,,96.48,-4.435767287,39.35298339,,0,0,,0,#DIV/0!
96.66,-4.559313585,39.3388611,,96.66,-4.559313585,39.3388611,,0,0,,0,#DIV/0!
96.84,-4.730839979,39.72764554,,96.84,-4.682814929,39.32435095,,-0.04802505,0.403294585,,0.406143974,-0.118523673
97.02,-4.855561259,39.71259487,,97.02,-4.806270103,39.30945307,,-0.049291156,0.403141798,,0.406143974,-0.121663673
97.2,-4.980234665,39.69715266,,97.2,-4.929677889,39.29416762,,-0.050556776,0.402985037,,0.406143974,-0.124803673
97.38,-5.104858968,39.68131905,,97.38,-5.05303707,39.27849475,,-0.051821898,0.402824302,,0.406143974,-0.127943673
97.56,-5.229432939,39.6650942,,97.56,-5.17634643,39.2624346,,-0.053086508,0.402659596,,0.406143974,-0.131083673
97.74,-5.35395535,39.64847827,,97.74,-5.299604754,39.24598735,,-0.054350596,0.402490919,,0.406143974,-0.134223673
97.92,-5.478424973,39.63147141,,97.92,-5.422810826,39.22915314,,-0.055614147,0.402318275,,0.406143974,-0.137363673
98.1,-5.602840581,39.61407381,,98.1,-5.602840581,39.61407381,,0,0,,0,#DIV/0!
98.28,-5.727200948,39.59628563,,98.28,-5.727200948,39.59628563,,0,0,,0,#DIV/0!
98.46,-5.851504846,39.57810705,,98.46,-5.851504846,39.57810705,,0,0,,0,#DIV/0!
98.64,-5.975751052,39.55953824,,98.64,-5.975751052,39.55953824,,0,0,,0,#DIV/0!
98.82,-6.099938338,39.5405794,,98.82,-6.099938338,39.5405794,,0,0,,0,#DIV/0!
99,-6.287897108,39.92654526,,99,-6.224065482,39.52123069,,-0.063831626,0.405314569,,0.410310098,-0.156203673
99.18,-6.413235256,39.90660447,,99.18,-6.348131259,39.50149233,,-0.065103997,0.40511214,,0.410310098,-0.159343673
99.36,-6.538510173,39.88627021,,99.36,-6.538510173,39.88627021,,0,0,,0,#DIV/0!
99.54,-6.663720622,39.86554269,,99.54,-6.663720622,39.86554269,,0,0,,0,#DIV/0!
99.72,-6.719948161,39.43994122,,99.72,-6.788865369,39.84442211,,0.068917208,-0.404480896,,0.410310098,2.97282898
99.9,-6.913943181,39.82290869,,99.9,-6.913943181,39.82290869,,0,0,,0,#DIV/0!
100.08,-7.038952825,39.80100262,,100.08,-7.038952825,39.80100262,,0,0,,0,#DIV/0!
100.26,-7.163893067,39.77870414,,100.26,-7.163893067,39.77870414,,0,0,,0,#DIV/0!
100.44,-7.288762676,39.75601345,,100.44,-7.288762676,39.75601345,,0,0,,0,#DIV/0!
100.62,-7.413560421,39.73293078,,100.62,-7.413560421,39.73293078,,0,0,,0,#DIV/0!
100.8,-7.538285072,39.70945637,,100.8,-7.538285072,39.70945637,,0,0,,0,#DIV/0!
100.98,-7.741491775,40.0924262,,100.98,-7.662935397,39.68559043,,-0.078556377,0.406835768,,0.414350632,-0.190743673
101.16,-7.944817716,40.46249133,,101.16,-7.78751017,39.66133321,,-0.157307547,0.801158122,,0.816455755,-0.193883673
101.34,-8.071830564,40.43734517,,101.34,-7.912008161,39.63668495,,-0.159822403,0.800660227,,0.816455755,-0.197023673
101.52,-8.198763827,40.41180032,,101.52,-8.036428142,39.61164588,,-0.162335685,0.800154439,,0.816455755,-0.200163673
101.7,-8.325616253,40.38585702,,101.7,-8.244428792,39.9920333,,-0.081187461,0.393823724,,0.402105123,-0.203303673
101.88,-8.369962927,39.96594868,,101.88,-8.369962927,39.96594868,,0,0,,0,#DIV/0!
102.06,-8.579073594,40.33277612,,102.06,-8.495414537,39.93947002,,-0.083659057,0.393306104,,0.402105123,-0.209583673
102.24,-8.70567601,40.30563904,,102.24,-8.620782386,39.91259756,,-0.084893624,0.393041477,,0.402105123,-0.212723673
102.42,-8.832192591,40.27810457,,102.42,-8.746065238,39.88533159,,-0.086127353,0.392772973,,0.402105123,-0.215863673
102.6,-8.958622091,40.25017296,,102.6,-8.871261857,39.85767237,,-0.087360234,0.392500598,,0.402105123,-0.219003673
102.78,-9.084963262,40.22184451,,102.78,-8.996371009,39.82962016,,-0.088592253,0.392224352,,0.402105123,-0.222143673
102.96,-9.303747063,40.59688359,,102.96,-9.303747063,40.59688359,,0,0,,0,#DIV/0!
103.14,-9.431175202,40.56746974,,103.14,-9.431175202,40.56746974,,0,0,,0,#DIV/0!
103.32,-9.467154054,40.15021371,,103.32,-9.558510354,40.53765591,,0.091356301,-0.3874422,,0.39806712,2.91002898
103.5,-9.593178846,40.12028896,,103.5,-9.685751263,40.50744239,,0.092572417,-0.387153431,,0.39806712,2.90688898
103.68,-9.719109054,40.08996864,,103.68,-9.812896674,40.47682949,,0.09378762,-0.386860846,,0.39806712,2.90374898
103.86,-9.844943436,40.05925306,,103.86,-9.939945334,40.4458175,,0.095001899,-0.386564446,,0.39806712,2.90060898
104.04,-9.97068075,40.0281425,,104.04,-10.06689599,40.41440674,,0.096215241,-0.386264235,,0.39806712,2.89746898
104.22,-10.09631976,39.99663728,,104.22,-10.19374739,40.3825975,,0.097427634,-0.385960215,,0.39806712,2.89432898
104.4,-10.22185922,39.96473772,,104.4,-10.32049829,40.35039011,,0.098639067,-0.38565239,,0.39806712,2.89118898
104.58,-10.3472979,39.93244411,,104.58,-10.54804013,40.70715149,,0.200742234,-0.77470738,,0.800293052,2.88804898
104.76,-10.47263456,39.89975679,,104.76,-10.67580838,40.67383002,,0.203173822,-0.774073231,,0.800293052,2.88490898
104.94,-10.59786796,39.86667608,,104.94,-10.80347136,40.64010753,,0.205603406,-0.77343145,,0.800293052,2.88176898
105.12,-10.72299687,39.83320229,,105.12,-10.93102783,40.60598434,,0.208030963,-0.772782044,,0.800293052,2.87862898
105.3,-10.84802006,39.79933577,,105.3,-11.05847653,40.57146078,,0.210456469,-0.772125018,,0.800293052,2.87548898
105.48,-10.97293629,39.76507684,,105.48,-11.18581619,40.53653722,,0.2128799,-0.771460379,,0.800293052,2.87234898
105.66,-11.09774433,39.73042584,,105.66,-11.31304556,40.50121397,,0.215301232,-0.770788135,,0.800293052,2.86920898
105.84,-11.22244295,39.69538312,,105.84,-11.44016339,40.46549141,,0.217720442,-0.77010829,,0.800293052,2.86606898
106.02,-11.34703093,39.65994901,,106.02,-11.56716843,40.42936987,,0.220137505,-0.769420852,,0.800293052,2.86292898
106.2,-11.47150702,39.62412388,,106.2,-11.69405942,40.39284971,,0.222552397,-0.768725829,,0.800293052,2.85978898
106.38,-11.59587002,39.58790807,,106.38,-11.82083511,40.35593129,,0.224965095,-0.768023226,,0.800293052,2.85664898
106.56,-11.72011868,39.55130194,,106.56,-11.94749425,40.31861499,,0.227375575,-0.76731305,,0.800293052,2.85350898
106.74,-11.84425178,39.51430584,,106.74,-12.0740356,40.28090115,,0.229783813,-0.766595309,,0.800293052,2.85036898
106.92,-11.96826811,39.47692016,,106.92,-12.2004579,40.24279017,,0.232189785,-0.76587001,,0.800293052,2.84722898
107.1,-12.09216643,39.43914524,,107.1,-12.3267599,40.2042824,,0.234593469,-0.76513716,,0.800293052,2.84408898
107.28,-12.21594554,39.40098148,,107.28,-12.45294037,40.16537824,,0.236994839,-0.764396766,,0.800293052,2.84094898
107.46,-12.33960419,39.36242923,,107.46,-12.70287395,40.52123303,,0.363269761,-1.158803803,,1.214409804,2.83780898
107.64,-12.46314118,39.32348889,,107.64,-12.83004779,40.48114631,,0.366906608,-1.157657425,,1.214409804,2.83466898
107.82,-12.5865553,39.28416083,,107.82,-12.95709513,40.44066047,,0.370539838,-1.156499633,,1.214409804,2.83152898
108,-12.70984531,39.24444545,,108,-13.08401472,40.39977589,,0.374169414,-1.155330439,,1.214409804,2.82838898
108.18,-12.83301001,39.20434314,,108.18,-13.21080531,40.35849299,,0.377795301,-1.154149853,,1.214409804,2.82524898
108.36,-12.95604818,39.16385428,,108.36,-13.33746564,40.31681217,,0.381417463,-1.152957888,,1.214409804,2.82210898
108.54,-13.07895861,39.12297929,,108.54,-13.46399447,40.27473384,,0.385035865,-1.151754555,,1.214409804,2.81896898
108.72,-13.20174009,39.08171856,,108.72,-13.59039056,40.23225842,,0.38865047,-1.150539867,,1.214409804,2.81582898
108.9,-13.3243914,39.0400725,,108.9,-13.84661141,40.57016168,,0.522220014,-1.530089187,,1.616751887,2.81268898
109.08,-13.44691134,38.99804152,,109.08,-13.97393325,40.52648339,,0.527021912,-1.528441876,,1.616751887,2.80954898
109.26,-13.5692987,38.95562603,,109.26,-14.23730167,40.87337244,,0.668002969,-1.917746408,,2.030758295,2.80640898
109.44,-13.69155227,38.91282646,,109.44,-14.36557366,40.82846589,,0.674021389,-1.915639428,,2.030758295,2.80326898
109.62,-13.81367085,38.86964322,,109.62,-14.49370401,40.78315679,,0.680033165,-1.913513561,,2.030758295,2.80012898
109.8,-13.93565323,38.82607675,,109.8,-14.62169146,40.73744558,,0.686038235,-1.911368827,,2.030758295,2.79698898
109.98,-14.05749821,38.78212747,,109.98,-14.74953475,40.69133271,,0.692036541,-1.909205248,,2.030758295,2.79384898
110.16,-14.17920459,38.73779581,,110.16,-15.01556717,41.02275071,,0.836362585,-2.284954904,,2.433212133,2.79070898
110.34,-14.30077116,38.69308221,,110.34,-15.14430437,40.97539967,,0.843533209,-2.282317465,,2.433212133,2.78756898
110.52,-14.42219674,38.64798711,,110.52,-15.27289226,40.92764464,,0.850695515,-2.279657524,,2.433212133,2.78442898
110.7,-14.54348013,38.60251096,,110.7,-15.54725354,41.26680959,,1.003773414,-2.664298633,,2.847112269,2.78128898
110.88,-14.66462011,38.55665421,,110.88,-15.67675446,41.21778786,,1.012134349,-2.661133655,,2.847112269,2.77814898
111.06,-14.78561552,38.5104173,,111.06,-15.80610082,41.16835974,,1.020485306,-2.657942439,,2.847112269,2.77500898
111.24,-14.90646514,38.46380069,,111.24,-16.08076005,41.49388496,,1.174294915,-3.030084272,,3.249673713,2.77186898
111.42,-15.49241625,39.60620791,,111.42,-16.21097136,41.4431869,,0.718555112,-1.83697899,,1.972514451,2.76872898
111.6,-15.61670316,39.55736656,,111.6,-16.34102284,41.39208023,,0.724319674,-1.834713675,,1.972514451,2.76558898
111.78,-15.7408361,39.50813518,,111.78,-16.4709132,41.34056545,,0.730077095,-1.83243027,,1.972514451,2.76244898
111.96,-15.86481385,39.45851427,,111.96,-16.60064116,41.28864307,,0.735827317,-1.830128798,,1.972514451,2.75930898
112.14,-15.98863517,39.40850431,,112.14,-16.73020545,41.2363136,,0.741570285,-1.827809282,,1.972514451,2.75616898
112.32,-16.85960479,41.18357755,,112.32,-17.016376,41.56652837,,0.156771216,-0.382950824,,0.413797714,2.75302898
112.5,-16.98883789,41.13043545,,112.5,-17.1468108,41.51289213,,0.157972907,-0.382456676,,0.413797714,2.74988898
112.68,-17.1179035,41.07688782,,112.68,-17.27707654,41.45884658,,0.15917304,-0.381958756,,0.413797714,2.74674898
112.86,-17.24680032,41.02293519,,112.86,-17.40717193,41.40439226,,0.160371604,-0.381457071,,0.413797714,2.74360898
113.04,-17.37552711,40.96857809,,113.04,-17.53709569,41.34952972,,0.161568587,-0.380951624,,0.413797714,2.74046898
113.22,-17.50408257,40.91381706,,113.22,-17.66684655,41.29425948,,0.162763977,-0.380442422,,0.413797714,2.73732898
113.4,-17.63246546,40.85865264,,113.4,-17.79642322,41.23858211,,0.163957761,-0.379929468,,0.413797714,2.73418898
113.58,-17.76067449,40.80308536,,113.58,-17.92582442,41.18249813,,0.16514993,-0.379412769,,0.413797714,2.73104898
113.76,-17.88870841,40.74711578,,113.76,-18.21691422,41.49470693,,0.328205806,-0.747591144,,0.816462841,2.72790898
113.94,-18.01656596,40.69074446,,113.94,-18.34711758,41.43730135,,0.330551621,-0.746556894,,0.816462841,2.72476898
114.12,-18.14424587,40.63397194,,114.12,-18.64581639,41.75723727,,0.50157052,-1.123265337,,1.230161779,2.72162898
114.3,-18.27174688,40.57679878,,114.3,-18.77684197,41.69848365,,0.505095095,-1.12168487,,1.230161779,2.71848898
114.48,-18.39906774,40.51922555,,114.48,-18.90768243,41.6393189,,0.50861469,-1.120093345,,1.230161779,2.71534898
114.66,-18.5262072,40.46125283,,114.66,-19.03833647,41.5797436,,0.512129269,-1.118490775,,1.230161779,2.71220898
114.84,-19.00156067,41.15751076,,114.84,-19.16880279,41.51975834,,0.167242121,-0.362247582,,0.398990272,2.70906898
115.02,-19.29908012,41.45936372,,115.02,-19.29908012,41.45936372,,0,0,,0,#DIV/0!
115.2,-19.42916717,41.39856032,,115.2,-19.42916717,41.39856032,,0,0,,0,#DIV/0!
115.38,-19.55906265,41.33734875,,115.38,-19.55906265,41.33734875,,0,0,,0,#DIV/0!
115.56,-19.68876529,41.27572961,,115.56,-19.68876529,41.27572961,,0,0,,0,#DIV/0!
115.74,-19.81827381,41.2137035,,115.74,-19.81827381,41.2137035,,0,0,,0,#DIV/0!
115.92,-19.94758693,41.15127105,,115.92,-20.12957257,41.52670195,,0.181985642,-0.375430899,,0.417213535,2.69022898
116.1,-20.25986696,41.46329048,,116.1,-20.25986696,41.46329048,,0,0,,0,#DIV/0!
116.28,-20.3899616,41.3994702,,116.28,-20.56632253,41.75755075,,0.176360922,-0.358080552,,0.399155179,2.68394898
116.46,-20.69733963,41.69276674,,116.46,-20.69733963,41.69276674,,0,0,,0,#DIV/0!
116.64,-20.82815267,41.62757167,,116.64,-20.82815267,41.62757167,,0,0,,0,#DIV/0!
116.82,-20.95876035,41.56196616,,116.82,-20.95876035,41.56196616,,0,0,,0,#DIV/0!
117,-21.08916139,41.49595087,,117,-21.08916139,41.49595087,,0,0,,0,#DIV/0!
117.18,-21.2193545,41.42952645,,117.18,-21.40300492,41.78809297,,0.183650424,-0.358566521,,0.40286155,2.66824898
117.36,-21.34933839,41.36269354,,117.36,-21.72377393,42.08813348,,0.374435543,-0.725439934,,0.816373122,2.66510898
117.54,-21.47911178,41.29545282,,117.54,-21.85582336,42.01971345,,0.376711575,-0.724260632,,0.816373122,2.66196898
117.72,-21.8022841,41.59720032,,117.72,-21.9876573,41.95087913,,0.185373194,-0.35367881,,0.399314315,2.65882898
117.9,-21.93279162,41.5285362,,117.9,-22.11927445,41.88163119,,0.18648283,-0.353094996,,0.399314315,2.65568898
118.08,-22.06308288,41.45946262,,118.08,-22.25067351,41.81197032,,0.187590627,-0.3525077,,0.399314315,2.65254898
118.26,-22.19315661,41.38998026,,118.26,-22.38185319,41.74189719,,0.188696575,-0.351916929,,0.399314315,2.64940898
118.44,-22.51281219,41.67141251,,118.44,-22.51281219,41.67141251,,0,0,,0,#DIV/0!
