Degree,XCoordinate,YCoordinate,,Degree,XCoordinate,YCoordinate,,,,,,
9.72,168.3612328,28.82409819,,9.72,142.3643475,24.37333027,,25.99688526,4.450767919,,26.37512803,1.401236327
9.9,166.9497628,29.12232866,,9.9,141.3461829,24.65609968,,25.60357994,4.466228986,,25.99020021,1.398096327
10.08,165.9292295,29.48147676,,10.08,140.9577865,25.04467548,,24.97144302,4.436801275,,25.36253481,1.394956327
10.26,164.530564,29.76620313,,10.26,140.8784514,25.48715874,,23.65211257,4.279044393,,24.03606977,1.391816327
10.44,162.5342567,29.93240249,,10.44,140.1827168,25.81613001,,22.35153991,4.116272485,,22.72740714,1.388676327
10.62,160.8617294,30.14692933,,10.62,140.1009632,26.25617575,,20.76076616,3.890753584,,21.12220099,1.385536327
10.8,159.1900183,30.35135474,,10.8,139.1086532,26.52261822,,20.08136514,3.828736521,,20.44310273,1.382396327
10.98,158.1430434,30.66666753,,10.98,138.4272261,26.84343003,,19.71581726,3.823237495,,20.08309227,1.379256327
11.16,155.2314695,30.60812883,,11.16,138.3422555,27.27795847,,16.88921401,3.330170358,,17.2144005,1.376116327
11.34,154.2022374,30.90852086,,11.34,137.6659246,27.59395827,,16.53631274,3.31456259,,16.86522944,1.372976327
11.52,150.0031042,30.55708407,,11.52,137.5786011,28.02609253,,12.42450317,2.530991541,,12.67967654,1.369836327
11.7,148.5021418,30.73728286,,11.7,136.618841,28.27765249,,11.88330081,2.459630374,,12.13518108,1.366696327
11.88,146.5182945,30.80675309,,11.88,136.242656,28.6462102,,10.27563855,2.160542891,,10.50031872,1.363556327
12.06,145.7924394,31.13247958,,12.06,135.8672484,29.01305689,,9.925190952,2.119422694,,10.14895896,1.360416327
12.24,145.6939648,31.59011361,,12.24,135.4926351,29.37820892,,10.2013297,2.211904692,,10.43837392,1.357276327
12.42,145.5940538,32.04743618,,12.42,135.3997198,29.80351027,,10.19433404,2.24392591,,10.43837392,1.354136327
12.6,145.4927073,32.50444277,,12.6,134.4687205,30.04158017,,11.02398676,2.462862596,,11.29575036,1.350996327
12.78,136.1562127,30.86776773,,12.78,134.0985778,30.40128446,,2.057634864,0.466483268,,2.109850201,1.347856327
12.96,135.1527944,31.08679513,,12.96,134.0024569,30.82220343,,1.150337552,0.264591701,,1.180375047,1.344716327
13.14,135.0545158,31.51102096,,13.14,133.3609235,31.11587075,,1.693592236,0.395150211,,1.739079742,1.341576327
13.32,134.9549055,31.9349361,,13.32,132.9934442,31.47078742,,1.961461295,0.464148679,,2.015630028,1.338436327
13.5,134.8539647,32.35853637,,13.5,132.6268848,31.82414315,,2.227079854,0.53439322,,2.290297096,1.335296327
13.68,134.7516942,32.7818176,,13.68,103.3346052,25.13880214,,31.41708907,7.643015468,,32.33340642,1.332156327
13.86,134.6480952,33.20477562,,13.86,103.25516,25.46314834,,31.39293516,7.741627287,,32.33340642,1.329016327
14.04,134.5431686,33.62740625,,14.04,102.5035356,25.61949499,,32.039633,8.007911262,,33.02521348,1.325876327
14.22,134.4369154,34.04970533,,14.22,102.09022,25.85704899,,32.34669545,8.192656347,,33.36807343,1.322736327
14.4,134.3293368,34.47166869,,14.4,101.6784176,26.09277174,,32.65091924,8.378896953,,33.70887779,1.319596327
14.58,134.2204337,34.89329218,,14.58,101.2681535,26.32668642,,32.95228021,8.566605765,,34.04760645,1.316456327
14.76,134.1102073,35.31457163,,14.76,101.1849886,26.64453811,,32.92521866,8.670033523,,34.04760645,1.313316327
14.94,133.9986586,35.7355029,,14.94,100.7755613,26.87538368,,33.22309729,8.860119214,,34.38423921,1.310176327
15.12,133.8857887,36.15608183,,15.12,100.6906759,27.19168594,,33.19511278,8.96439589,,34.38423921,1.307036327
15.3,133.7715988,36.57630427,,15.3,100.2821255,27.41949389,,33.48947328,9.156810385,,34.7187557,1.303896327
15.48,133.6560899,36.99616609,,15.48,99.87519967,27.64557513,,33.78089021,9.350590952,,35.05113542,1.300756327
15.66,133.5392632,37.41566314,,15.66,99.78790034,27.95904646,,33.75136287,9.456616677,,35.05113542,1.297616327
15.84,133.4211199,37.83479128,,15.84,99.06632135,28.09265575,,34.35479855,9.74213553,,35.70940195,1.294476327
16.02,133.3016611,38.25354639,,16.02,98.97762218,28.403585,,34.32403893,9.849961393,,35.70940195,1.291336327
16.2,133.180888,38.67192434,,16.2,98.88794713,28.7142342,,34.29294089,9.95769014,,35.70940195,1.288196327
16.38,133.0588018,39.08992099,,16.38,98.79729709,29.02460029,,34.26150474,10.06532071,,35.70940195,1.285056327
16.56,132.9354037,39.50753224,,16.56,98.70567294,29.3346802,,34.22973078,10.17285204,,35.70940195,1.281916327
16.74,132.8106949,39.92475396,,16.74,97.99110108,29.45749665,,34.81959385,10.46725731,,36.35887225,1.278776327
16.92,122.7098907,37.3088381,,16.92,97.59063571,29.67155466,,25.11925496,7.637283443,,26.25461993,1.275636327
17.1,122.5921362,37.6939626,,17.1,97.19195774,29.88405402,,25.40017843,7.809908577,,26.57374148,1.272496327
17.28,122.473173,38.07871545,,17.28,97.09764282,30.18908894,,25.37553014,7.889626505,,26.57374148,1.269356327
17.46,122.3530022,38.46309286,,17.46,96.7001159,30.39880894,,25.65288633,8.064283924,,26.89057925,1.266216327
17.64,122.2316251,38.84709104,,17.64,82.92609567,26.35518905,,39.30552947,12.49190199,,41.24284498,1.263076327
17.82,122.1090429,39.2307062,,17.82,82.84293171,26.61544663,,39.26611119,12.61525957,,41.24284498,1.259936327
18,121.9852567,39.61393457,,18,81.56066601,26.48630641,,40.4245907,13.12762816,,42.50273114,1.256796327
18.18,91.75204644,30.11470253,,18.18,81.47709706,26.74227591,,10.27494937,3.37242662,,10.81424273,1.253656327
18.36,91.65703411,30.40265502,,18.36,80.19779864,26.60162451,,11.45923547,3.801030506,,12.07318974,1.250516327
18.54,91.56111808,30.69030776,,18.54,80.11387432,26.85331405,,11.44724376,3.836993708,,12.07318974,1.247376327
18.72,91.46429929,30.9776579,,18.72,79.18775252,26.81976603,,12.27654676,4.157891864,,12.96154563,1.244236327
18.9,88.21112615,30.18493923,,18.9,78.75344623,26.94861853,,9.457679924,3.236320703,,9.996073291,1.241096327
19.08,87.77565764,30.34414702,,19.08,78.66843947,27.19577109,,9.107218179,3.148375925,,9.636062159,1.237956327
19.26,87.67994446,30.61961254,,19.26,77.33071162,27.00545081,,10.34923284,3.61416173,,10.96215241,1.234816327
19.44,87.58336679,30.89477617,,19.44,76.54388255,27.00063043,,11.03948424,3.894145739,,11.70617714,1.231676327
19.62,87.48592559,31.16963518,,19.62,76.04171323,27.09227163,,11.44421236,4.077363549,,12.14886373,1.228536327
19.8,87.38762181,31.44418688,,19.8,75.54133715,27.18160619,,11.84628466,4.262580682,,12.58983933,1.225396327
19.98,85.95593758,31.23422473,,19.98,75.45561464,27.4186716,,10.50032294,3.815553127,,11.17207356,1.222256327
20.16,85.53004142,31.38383898,,20.16,74.54610228,27.35346355,,10.98393913,4.030375426,,11.70003611,1.219116327
20.34,79.92376768,29.61178865,,20.34,74.45984505,27.58740308,,5.463922628,2.024385571,,5.826884881,1.215976327
20.52,79.48349004,29.73283502,,20.52,74.37285367,27.82107061,,5.110636362,1.911764415,,5.456505035,1.212836327
20.7,78.15091805,29.5144147,,20.7,73.87755549,27.90053993,,4.273362559,1.613874768,,4.567955706,1.209696327
20.88,77.29728635,29.46969385,,20.88,73.78958373,28.13237753,,3.50770262,1.337316317,,3.753983564,1.206556327
21.06,76.44476044,29.41992411,,21.06,71.12892859,27.37411523,,5.315831852,2.045808879,,5.695911012,1.203416327
21.24,75.94312815,29.50098224,,21.24,71.04262336,27.59732475,,4.900504795,1.903657493,,5.257267265,1.200276327
21.42,75.09213654,29.44210753,,21.42,70.95561767,27.82026217,,4.13651887,1.621845362,,4.443103729,1.197136327
21.6,74.99931829,29.67775131,,21.6,70.8679124,28.04292529,,4.131405892,1.634826015,,4.443103729,1.193996327
21.78,74.14970182,29.61117559,,21.78,69.96244871,27.93902474,,4.187253108,1.672150851,,4.508788868,1.190856327
21.96,73.70897822,29.70386951,,21.96,69.46895718,27.99518985,,4.240021035,1.708679656,,4.571363532,1.187716327
22.14,73.61534485,29.93516889,,22.14,69.38070996,28.21318401,,4.234634887,1.721984877,,4.571363532,1.184576327
22.32,72.36125436,29.69032728,,22.32,68.88916217,28.26570364,,3.472092192,1.424623639,,3.752995697,1.181436327
22.5,71.86292775,29.74983947,,22.5,68.8000684,28.48187591,,3.062859352,1.267963565,,3.314941781,1.178296327
22.68,71.76915914,29.97534203,,22.68,68.71029628,28.69776736,,3.058862854,1.277574677,,3.314941781,1.175156327
22.86,70.52204807,29.71487958,,22.86,67.82316893,28.57769099,,2.69887914,1.137188594,,2.92867658,1.172016327
23.04,70.02839687,29.76614909,,23.04,67.73310078,28.79051451,,2.295296093,0.975634582,,2.4940423,1.168876327
23.22,69.58545082,29.83619223,,23.22,67.24784794,28.83389695,,2.33760288,1.002295279,,2.543419558,1.165736327
23.4,68.74387516,29.73123432,,23.4,67.15697814,29.0449127,,1.586897026,0.686321613,,1.728953304,1.162596327
23.58,68.25129182,29.77293791,,23.58,67.06544619,29.25564208,,1.185845627,0.517295824,,1.29376382,1.159456327
23.76,67.76090809,29.81262598,,23.76,66.19310207,29.12284163,,1.567806016,0.689784357,,1.712839211,1.156316327
23.94,67.27276067,29.85033229,,23.94,66.10133018,29.33054406,,1.171430492,0.519788233,,1.281572942,1.153176327
24.12,67.17869914,30.06142126,,24.12,65.62280605,29.36518334,,1.555893092,0.696237919,,1.704567556,1.150036327
24.3,66.69271515,30.09565438,,24.3,65.53027602,29.57109385,,1.162439129,0.524560534,,1.275315052,1.146896327
24.48,65.55094396,29.82851677,,24.48,65.43709989,29.77671279,,0.113844069,0.051803979,,0.125076474,1.143756327
24.66,65.45695942,30.03419935,,24.66,64.96078629,29.80653582,,0.496173124,0.227663531,,0.545910663,1.140616327
24.84,64.62303232,29.89755331,,24.84,64.86687368,30.01036541,,-0.243841362,-0.112812102,,0.268672999,-2.004116327
25.02,64.52883558,30.10032191,,25.02,64.77232151,30.21389912,,-0.243485931,-0.113577207,,0.268672999,-2.007256327
25.2,63.30358748,29.77116858,,25.2,63.92149114,30.06176371,,-0.617903658,-0.290595126,,0.68282535,-2.010396327
25.38,62.81893327,29.78447508,,25.38,63.82678224,30.26232866,,-1.007848963,-0.477853583,,1.115393912,-2.013536327
25.56,62.72510049,29.98157937,,25.56,63.35781213,30.28400526,,-0.632711644,-0.30242589,,0.701274157,-2.016676327
25.74,62.63064926,30.17838806,,25.74,62.89142734,30.30404319,,-0.260778078,-0.125655125,,0.289472652,-2.019816327
25.92,61.41499489,29.83060625,,25.92,62.79596276,30.50137255,,-1.380967872,-0.670766299,,1.535252322,-2.022956327
26.1,60.97584815,29.8543008,,26.1,62.33214725,30.51835653,,-1.356299108,-0.664055733,,1.510138168,-2.026096327
26.28,60.49533428,29.85489124,,26.28,62.23601249,30.71392871,,-1.740678211,-0.859037466,,1.941109477,-2.029236327
26.46,59.67134005,29.68160783,,26.46,61.77482044,30.72791716,,-2.103480389,-1.046309332,,2.349338836,-2.032376327
26.64,59.57784579,29.8688292,,26.64,61.6780304,30.92173829,,-2.100184613,-1.052909092,,2.349338836,-2.035516327
26.82,59.48376411,30.05575608,,26.82,61.21951581,30.93279086,,-1.735751701,-0.877034776,,1.944742647,-2.038656327
27,59.38909595,30.24238663,,27,61.12208521,31.12486733,,-1.732989259,-0.882480704,,1.944742647,-2.041796327
27.18,58.95244824,30.25352067,,27.18,61.02405197,31.31663692,,-2.071603724,-1.063116256,,2.328466912,-2.044936327
27.36,58.85716172,30.43848191,,27.36,60.5682452,31.32338328,,-1.711083477,-0.884901377,,1.92635851,-2.048076327
27.54,57.6556998,30.04696791,,27.54,60.46959135,31.51341284,,-2.813891546,-1.466444935,,3.173081527,-2.051216327
27.72,57.18079237,30.02815873,,27.72,60.01657822,31.51735509,,-2.835785849,-1.489196356,,3.203027813,-2.054356327
27.9,57.08622222,30.20755809,,27.9,59.91731802,31.70565146,,-2.831095801,-1.498093367,,3.203027813,-2.057496327
28.08,56.99108922,30.38665962,,28.08,59.81746706,31.89363523,,-2.826377838,-1.506975608,,3.203027813,-2.060636327
28.26,56.89539431,30.56546154,,28.26,59.36729917,31.89342339,,-2.47190486,-1.327961848,,2.806028565,-2.063776327
28.44,56.79913844,30.74396211,,28.44,59.26686132,32.07967918,,-2.467722881,-1.33571707,,2.806028565,-2.066916327
28.62,56.70232255,30.92215955,,28.62,58.8196015,32.07680074,,-2.117278953,-1.154641197,,2.411652226,-2.070056327
28.8,56.60494759,31.10005211,,28.8,58.71859054,32.26133586,,-2.113642948,-1.16128375,,2.411652226,-2.073196327
28.98,56.50701454,31.27763803,,28.98,58.2742912,32.25585711,,-1.767276662,-0.978219079,,2.019945387,-2.076336327
29.16,56.40852435,31.45491558,,29.16,58.1727207,32.43867907,,-1.764196347,-0.983763497,,2.019945387,-2.079476327
29.34,56.309478,31.63188299,,29.34,52.087991,29.26046014,,4.221487,2.37142285,,4.84196229,1.058976327
29.52,56.20987645,31.80853852,,29.52,51.6181606,29.21013802,,4.591715856,2.598400493,,5.275939691,1.055836327
29.7,56.1097207,31.98488043,,29.7,51.52618645,29.37207478,,4.583534256,2.612805647,,5.275939691,1.052696327
29.88,56.00901173,32.16090698,,29.88,51.43370427,29.53372194,,4.575307464,2.627185041,,5.275939691,1.049556327
30.06,55.90775054,32.33661645,,30.06,50.96718095,29.47902868,,4.940569583,2.85758776,,5.70745439,1.046416327
30.24,55.80593812,32.51200708,,30.24,50.21459085,29.25454151,,5.591347266,3.257465568,,6.471031306,1.043276327
30.42,55.70357547,32.68707716,,30.42,49.74758753,29.19208001,,5.955987943,3.494997149,,6.9057076,1.040136327
30.6,55.60066361,32.86182496,,30.6,49.6556793,29.34814327,,5.944984309,3.513681691,,6.9057076,1.036996327
30.78,55.49720355,33.03624875,,30.78,49.56328149,29.50391716,,5.933922059,3.532331589,,6.9057076,1.033856327
30.96,55.39319631,33.21034682,,30.96,48.771555,29.24041876,,6.621641307,3.96992806,,7.720522158,1.030716327
31.14,55.28864291,33.38411746,,31.14,48.6794998,29.39341705,,6.60914311,3.990700409,,7.720522158,1.027576327
31.32,52.31078605,31.81061138,,31.32,48.58696464,29.54612552,,3.723821401,2.264485863,,4.358295774,1.024436327
31.5,52.21064301,31.97471016,,31.5,48.17044484,29.5004222,,4.040198165,2.474287959,,4.737647318,1.021296327
31.68,52.1099852,32.13849368,,31.68,48.0775762,29.65153172,,4.032408996,2.486961962,,4.737647318,1.018156327
31.86,48.26663582,29.97774507,,31.86,47.614354,29.57262179,,0.652281819,0.405123285,,0.767851839,1.015016327
32.04,48.17226791,30.12915428,,32.04,47.15429636,29.492468,,1.017971557,0.636686281,,1.20068127,1.011876327
32.22,48.07742504,30.28026642,,32.22,46.7383222,29.43686869,,1.339102849,0.843397728,,1.582566323,1.008736327
32.4,47.98210815,30.43108001,,32.4,46.64566017,29.58348166,,1.336447983,0.847598346,,1.582566323,1.005596327
32.58,47.88631818,30.58159356,,32.58,46.55253824,29.72980296,,1.33377994,0.851790607,,1.582566323,1.002456327
32.76,47.79005606,30.73180559,,32.76,46.45895731,29.87583112,,1.331098747,0.85597447,,1.582566323,0.999316327
32.94,47.69332275,30.88171462,,32.94,46.36491832,30.02156473,,1.328404429,0.860149894,,1.582566323,0.996176327
33.12,47.59611921,31.03131917,,33.12,45.95338485,29.96030298,,1.642734364,1.071016192,,1.961033369,0.993036327
33.3,47.49844639,31.18061776,,33.3,45.85908311,30.10444867,,1.639363281,1.07616909,,1.961033369,0.989896327
33.48,47.40030525,31.32960892,,33.48,45.76432922,30.24829755,,1.635976034,1.081311377,,1.961033369,0.986756327
33.66,47.30169677,31.47829119,,33.66,45.35695272,30.18410464,,1.944744048,1.294186543,,2.336011177,0.983616327
33.84,47.20262191,31.62666309,,33.84,45.26195119,30.32637644,,1.940670722,1.300286649,,2.336011177,0.980476327
34.02,47.10308165,31.77472317,,34.02,45.16650339,30.46834923,,1.936578261,1.306373935,,2.336011177,0.977336327
34.2,47.00307698,31.92246996,,34.2,45.07061027,30.61002162,,1.932466707,1.312448341,,2.336011177,0.974196327
34.38,44.82250314,30.64761892,,34.38,44.97427277,30.7513922,,-0.151769632,-0.103773273,,0.183855687,-2.170536327
34.56,44.72604881,30.78821027,,34.56,44.57155422,30.68186035,,0.154494585,0.106349921,,0.187560344,0.967916327
34.74,42.99731231,29.79761402,,34.74,44.47499361,30.82166354,,-1.477681304,-1.024049523,,1.79783744,-2.176816327
34.92,42.23464962,29.465817,,34.92,44.37799449,30.96116285,,-2.143344874,-1.495345845,,2.613424276,-2.179956327
35.1,42.1419189,29.59828832,,35.1,44.28055783,31.10035689,,-2.138638929,-1.502068565,,2.613424276,-2.183096327
35.28,42.04877267,29.73046782,,35.28,44.18268457,31.23924429,,-2.133911899,-1.508776475,,2.613424276,-2.186236327
35.46,41.60837016,29.61548355,,35.46,44.08437569,31.37782369,,-2.476005532,-1.762340145,,3.039152214,-2.189376327
35.64,41.51517258,29.74598762,,35.64,43.98563216,31.51609372,,-2.470459587,-1.770106101,,3.039152214,-2.192516327
35.82,41.10539631,29.64815443,,35.82,43.88645495,31.65405301,,-2.781058642,-2.00589858,,3.428981815,-2.195656327
36,40.66737442,29.52678994,,36,43.48923559,31.57561909,,-2.821861171,-2.048829147,,3.487205377,-2.198796327
36.18,40.57445997,29.65433973,,36.18,43.38987392,31.7120194,,-2.815413947,-2.057679676,,3.487205377,-2.201936327
36.36,40.48114548,29.78159713,,36.36,43.29008444,31.84810705,,-2.808938964,-2.066509917,,3.487205377,-2.205076327
36.54,39.73181797,29.42305175,,36.54,43.18986814,31.98388069,,-3.458050169,-2.560828935,,4.303017058,-2.208216327
36.72,39.63923387,29.5476644,,36.72,43.089226,32.11933897,,-3.449992132,-2.57167457,,4.303017058,-2.211356327
36.9,39.54625894,29.67198573,,36.9,42.69694676,32.03598087,,-3.150687822,-2.363995144,,3.938947421,-2.214496327
37.08,39.11518722,29.54096809,,37.08,42.59614346,32.16989114,,-3.480956241,-2.628923049,,4.362143137,-2.217636327
37.26,38.70969424,29.42605826,,37.26,42.49492018,32.30348422,,-3.785225933,-2.877425953,,4.754736111,-2.220776327
37.44,38.61710574,29.54746144,,37.44,42.10714459,32.21782697,,-3.490038844,-2.670365533,,4.394453688,-2.223916327
37.62,38.52413649,29.66857329,,37.62,42.0057732,32.34988436,,-3.481636705,-2.681311073,,4.394453688,-2.227056327
37.8,38.09611525,29.52997352,,37.8,41.90398765,32.48162279,,-3.807872394,-2.951649275,,4.817896389,-2.230196327
37.98,38.00320348,29.64944955,,37.98,41.80178894,32.61304097,,-3.798585459,-2.963591424,,4.817896389,-2.233336327
38.16,37.90991701,29.76863324,,38.16,41.69917809,32.7441376,,-3.789261071,-2.975504353,,4.817896389,-2.236476327
38.34,37.81625677,29.88752344,,38.34,41.31652738,32.65391093,,-3.500270605,-2.766387492,,4.46147891,-2.239616327
38.52,37.08360411,29.49812942,,38.52,41.21379058,32.78348363,,-4.130186469,-3.285354213,,5.277498705,-2.242756327
38.7,36.99079732,29.61442633,,38.7,41.11064744,32.91273311,,-4.119850113,-3.298306781,,5.277498705,-2.245896327
38.88,36.59235195,29.48445543,,38.88,41.00709896,33.04165807,,-4.414747005,-3.557202648,,5.669539822,-2.249036327
39.06,36.49959052,29.59920987,,39.06,40.90314617,33.17025727,,-4.403555643,-3.571047395,,5.669539822,-2.252176327
39.24,36.40646922,29.71367248,,39.24,40.52572086,33.07565997,,-4.119251637,-3.361987488,,5.317066289,-2.255316327
39.42,35.9853794,29.55874044,,39.42,40.42166367,33.20274746,,-4.436284275,-3.644007027,,5.741028252,-2.258456327
39.6,35.89238771,29.67158862,,39.6,40.31720795,33.3295076,,-4.424820242,-3.657918973,,5.741028252,-2.261596327
39.78,35.79904213,29.78414426,,39.78,36.12495529,30.05529801,,-0.325913161,-0.271153752,,0.423961963,-2.264736327
39.96,35.07971117,29.37255858,,39.96,36.03040372,30.16858202,,-0.950692546,-0.796023444,,1.239947435,-2.267876327
40.14,34.98730855,29.48256389,,40.14,35.63865054,30.03142667,,-0.651341981,-0.548862784,,0.85176096,-2.271016327
40.32,34.89456098,29.59227851,,40.32,35.54417632,30.1431838,,-0.649615344,-0.550905289,,0.85176096,-2.274156327
40.5,34.80146935,29.70170137,,40.5,35.44935165,30.25464373,,-0.647882302,-0.552942362,,0.85176096,-2.277296327
40.68,34.7080346,29.81083138,,40.68,35.35417747,30.36580536,,-0.646142872,-0.554973983,,0.85176096,-2.280436327
40.86,34.31810814,29.66368352,,40.86,35.25865471,30.4766676,,-0.940546564,-0.812984081,,1.24320994,-2.283576327
41.04,33.90450073,29.49267983,,41.04,35.16278431,30.58722935,,-1.258283585,-1.094549518,,1.667727864,-2.286716327
41.22,33.81172672,29.5989944,,41.22,35.06656722,30.69748952,,-1.254840502,-1.098495126,,1.667727864,-2.289856327
41.4,33.71861935,29.70501713,,41.4,34.68169262,30.55345365,,-0.963073276,-0.848436523,,1.283493151,-2.292996327
41.58,33.62517952,29.81074698,,41.58,34.58558396,30.66220337,,-0.960404442,-0.851456386,,1.283493151,-2.296136327
41.76,33.53140816,29.91618291,,41.76,34.4891343,30.77065076,,-0.957726139,-0.854467853,,1.283493151,-2.299276327
