Degree,XCoordinate,YCoordinate
7.43,192.83009796325624,25.134040386449406
7.54,193.51169295275187,25.600612438505173
7.65,194.19114666889476,26.069750454370283
7.76,194.32399719606317,26.46729013476388
7.88,194.63232959272173,26.924393103221387
7.99,194.76292322125636,27.323440577234607
8.1,195.62542551189858,27.827316794029546
8.21,196.66559034006954,28.360399201326686
8.33,197.33727284565236,28.87907106955742
8.44,197.46450868724125,29.284827850608252
8.55,197.9566468505301,29.74613646107977
8.66,198.4486859424007,30.209585361842024
8.78,198.75064652959898,30.681381499747758
8.89,199.05707768472408,31.119872915620984
9.0,199.18034078771024,31.53080785028531
9.11,199.48635752016344,31.97175571246498
9.23,200.15212658954377,32.50835105553508
9.34,200.08937822077007,32.89236066159269
9.45,200.39365209211905,33.337429432737316
9.56,200.69627983759065,33.7836734634474
9.68,200.62511966960875,34.20372334832138
9.79,200.92677562993714,34.65204421517198
9.9,200.85991232852209,35.03753633907163
10.01,201.1606577877702,35.4878818527059
10.13,201.26938103596072,35.94166000712725
10.24,201.20004247589074,36.32780717806161
10.35,201.12996307041666,36.71382058516244
10.46,201.05914307758016,37.099698807076855
10.58,200.98104057324082,37.52050101962922
10.69,200.90867292540793,37.90609199084136
10.8,200.83556550503246,38.29154338676468
10.91,200.5779282005804,38.64144647175475
11.03,200.49659936117217,39.061237963898144
11.14,200.4212761040392,39.4458965102221
11.25,200.16227035756216,39.794038816211966
11.36,200.08554155340087,40.178054473584105
11.48,200.0009971624211,40.596811870357804
11.59,199.74063625945362,40.94319104973756
11.7,199.6617031374495,41.326395522954236
11.81,199.58203483441196,41.70944782686809
11.93,199.49428583221462,42.127147861697516
12.04,199.4130812835809,42.50987743636322
12.15,199.15005785880726,42.85348435658858
12.26,198.88708618969872,43.19637654909663
12.38,198.79622607496347,43.612618567932905
12.49,198.7121723600207,43.99400590945799
12.6,201.710754014417,45.06408453453089
12.71,201.62390973342718,45.45106185565752
12.83,201.52832381779157,45.873028014197345
12.94,201.43992760096566,46.25965378294258
13.05,201.35078965544653,46.646109217469785
13.16,201.26091030945207,47.03239289479849
13.28,201.16201493859833,47.45359571036891
13.39,201.07058646424244,47.83951566357675
13.5,200.97841762115672,48.2252594653043
13.61,200.88550874871916,48.6108256951914
13.73,200.78331001679598,49.03123921235522
13.84,200.68885491893235,49.41642956879545
13.95,200.59366085792539,49.80143796734798
14.06,200.49772818429233,50.18626299036051
14.18,199.69675026122243,50.43022838642476
14.29,199.59961266065346,50.81333118107003
14.4,199.5017401076765,51.19624687424947
14.51,198.52967535154337,51.35303955441639
14.63,198.4217414178154,51.768515522354505
14.74,198.3220381418835,52.14916925432247
14.85,198.22160461774342,52.52963096609057
14.96,198.12044121520483,52.90989925674801
15.08,198.00924915418764,53.324515150740076
15.19,197.9065608491158,53.704374491673256
15.3,197.8031438256787,54.084036085933334
15.41,197.69899846467152,54.46349853555567
15.53,197.58455512826262,54.87722880606499
15.64,197.4788881219285,55.256270348201326
15.75,197.3724939719771,55.63510842937694
15.86,197.09368302361514,55.96499005795249
15.98,195.21642163699204,55.87380474409704
16.09,195.1088466732288,56.2483002692155
16.2,195.00055329265717,56.62258868058668
16.31,194.89154189402782,56.996668600030745
16.43,194.7718019433543,57.404516382181136
16.54,194.66129053441375,57.77815591389101
16.65,192.78044066456323,57.62263759880726
16.76,192.6695143717295,57.992455530254816
16.88,192.54769477711434,58.39564968973185
16.99,192.43528558937936,58.765019584789286
17.1,192.32216782924465,59.13417309920314
17.21,191.86224076932277,59.395964231372
17.33,191.73748493405944,59.797465424224534
17.44,191.62238731098842,60.1652780367343
17.55,189.92988097283884,60.03449269914143
17.66,189.64083514188277,60.34362971092503
17.78,189.5141003954784,60.74047868837164
17.89,189.39719732924252,61.1040231394625
18.0,189.27959687725328,61.46734259738654
18.11,188.988879768458,61.77407755035005
18.23,188.85915204854487,62.16955863473651
18.34,188.39704288235905,62.41838057161181
18.45,188.27692216739607,62.77977842563863
18.56,184.20602102087435,61.81538497540238
18.68,183.5704705436277,62.02995790522875
