Degree,XCoordinate,YCoordinate,,Degree,XCoordinate,YCoordinate,,,,,,,,,
87.3,10.51010607,219.2666664,,87.3,14.69506754,306.5752572,,-4.18496147,-87.3085908,,87.40883211,-3.093696327,,,
87.48,9.821558057,219.2985872,,87.48,13.78625309,307.8234438,,-3.964695033,-88.5248566,,88.61359401,-3.096836327,,,
87.66,9.271728002,222.6620048,,87.66,12.86833865,309.0351747,,-3.596610648,-86.3731699,,86.44801957,-3.099976327,,,
87.84,8.572524748,222.6900203,,87.84,11.91176512,309.4340692,,-3.339240372,-86.7440489,,86.80829768,-3.103116327,,,
88.02,7.930102055,224.3244231,,88.02,10.9818188,310.6504997,,-3.051716745,-86.3260766,,86.38000044,-3.106256327,,,
88.2,7.332455109,227.6632786,,88.2,9.992765531,310.2624877,,-2.660310422,-82.5992091,,82.64203891,-3.109396327,,,
88.38,6.617557441,227.6851802,,88.38,9.075542942,312.255186,,-2.457985501,-84.5700058,,84.60571833,-3.112536327,,,
88.56,5.902594527,227.7048368,,88.56,8.12610766,313.4814716,,-2.223513133,-85.7766348,,85.80544906,-3.115676327,,,
88.74,5.225379365,229.3818405,,88.74,7.1877667,315.5260201,,-1.962387335,-86.1441796,,86.16652855,-3.118816327,,,
88.92,4.50509581,229.3971173,,88.92,6.204556236,315.9327515,,-1.699460426,-86.5356342,,86.55232032,-3.121956327,,,
89.1,3.803032904,230.5172523,,89.1,5.225879839,316.7617772,,-1.422846935,-86.2445249,,86.25626104,-3.125096327,,,
89.28,3.079191173,230.5280574,,89.28,4.253033584,318.4094508,,-1.173842411,-87.8813934,,87.88923263,-3.128236327,,,
89.46,2.355319082,230.5365896,,89.46,3.261517926,319.2345467,,-0.906198844,-88.6979571,,88.70258615,-3.131376327,,,
89.64,1.631423769,230.5428488,,89.64,2.262005107,319.6527543,,-0.630581338,-89.1099055,,89.11213661,-3.134516327,,,
89.82,0.905332858,229.9931456,,89.82,1.258285956,319.6582812,,-0.352953098,-89.6651356,,89.66583027,-3.137656327,,,
90,0.183592025,230.5485479,,90,0.2545544,319.6606563,,-0.070962375,-89.1121084,,89.11213665,-3.140796327,,,
90.18,-0.541628078,231.1017957,,90.18,-0.752047002,320.8833138,,0.210418924,-89.7815181,,89.78176468,3.13924898,,,
90.36,-1.267283854,231.0989557,,90.36,-1.759615244,320.8793705,,0.49233139,-89.7804148,,89.7817647,3.13610898,,,
90.54,-1.992927135,231.0938372,,90.54,-2.777738927,322.0982523,,0.784811792,-91.0044151,,91.0077991,3.13296898,,,
90.72,-2.718550766,231.0864401,,90.72,-3.78433106,321.6815384,,1.065780294,-90.5950983,,90.60136712,3.12982898,,,
90.9,-3.444147594,231.0767647,,90.9,-4.794390774,321.6680698,,1.35024318,-90.5913051,,90.60136708,3.12668898,,,
91.08,-4.169710464,231.0648109,,91.08,-5.811736348,322.0577956,,1.642025884,-90.9929847,,91.00779919,3.12354898,,,
91.26,-4.895232222,231.050579,,91.26,-6.822967514,322.0379591,,1.927735292,-90.9873801,,91.00779912,3.12040898,,,
91.44,-5.620705715,231.0340689,,91.44,-7.834131408,322.0149475,,2.213425693,-90.9808786,,91.00779925,3.11726898,,,
91.62,-6.346123791,231.015281,,91.62,-8.834057346,321.5824821,,2.487933555,-90.5672011,,90.60136714,3.11412898,,,
91.8,-7.071479296,230.9942153,,91.8,-9.806568337,320.337579,,2.735089041,-89.3433637,,89.38521885,3.11098898,,,
91.98,-7.796765079,230.9708722,,91.98,-10.85414193,321.5424092,,3.057376851,-90.571537,,90.62312546,3.10784898,,,
92.16,-8.52197399,230.9452517,,92.16,-11.86372993,321.5067421,,3.34175594,-90.5614904,,90.6231255,3.10470898,,,
92.34,-9.247098877,230.9173543,,92.34,-12.85708496,321.0654586,,3.609986083,-90.1481043,,90.2203564,3.10156898,,,
92.52,-9.972132591,230.88718,,92.52,-13.91737292,322.2322766,,3.945240329,-91.3450966,,91.43025535,3.09842898,,,
92.7,-10.69706798,230.8547294,,92.7,-14.91041989,321.7835909,,4.21335191,-90.9288615,,91.02642577,3.09528898,,,
92.88,-11.42189791,230.8200026,,92.88,-15.94116358,322.1478118,,4.51926567,-91.3278092,,91.43955651,3.09214898,,,
93.06,-12.14661522,230.783,,93.06,-16.95262746,322.0961685,,4.80601224,-91.3131685,,91.43955651,3.08900898,,,
93.24,-12.87121277,230.7437219,,93.24,-17.96392419,322.0413495,,5.09271142,-91.2976276,,91.43955662,3.08586898,,,
93.42,-13.59568341,230.7021689,,93.42,-18.92646485,321.1590296,,5.33078144,-90.4568607,,90.61380071,3.08272898,,,
93.6,-14.32002001,230.6583412,,93.6,-19.93480924,321.0980173,,5.61478923,-90.4396761,,90.61380067,3.07958898,,,
93.78,-15.04421541,230.6122393,,93.78,-20.88933451,320.2118607,,5.8451191,-89.5996214,,89.79007502,3.07644898,,,
93.96,-15.76826249,230.5638637,,93.96,-21.89469512,320.1446897,,6.12643263,-89.580826,,89.79007497,3.07330898,,,
94.14,-16.4921541,230.5132148,,94.14,-22.89983986,320.0743622,,6.40768576,-89.5611474,,89.79007495,3.07016898,,,
94.32,-17.2158831,230.4602931,,94.32,-23.87413433,319.5909245,,6.65825123,-89.1306314,,89.37897831,3.06702898,,,
94.5,-17.93944236,230.4050992,,94.5,-24.78203549,318.2878949,,6.84259313,-87.8827957,,88.14877685,3.06388898,,,
94.68,-18.66282475,230.3476336,,94.68,-25.84752446,319.0254517,,7.18469971,-88.6778181,,88.96839514,3.06074898,,,
94.86,-19.38602312,230.2878969,,94.86,-26.84913531,318.9427178,,7.46311219,-88.6548209,,88.96839502,3.05760898,,,
95.04,-20.10903036,230.2258896,,95.04,-27.85048144,318.8568394,,7.74145108,-88.6309498,,88.9683951,3.05446898,,,
95.22,-20.83183933,230.1616124,,95.22,-28.74080111,317.5441697,,7.90896178,-87.3825573,,87.73974582,3.05132898,,,
95.4,-21.55444291,230.0950658,,95.4,-29.73774648,317.4523583,,8.18330357,-87.3572925,,87.7397459,3.04818898,,,
95.58,-22.27683397,230.0262507,,95.58,-30.65569353,316.5447232,,8.37885956,-86.5184725,,86.92324989,3.04504898,,,
95.76,-22.99900539,229.9551676,,95.76,-31.6494912,316.446904,,8.65048581,-86.4917364,,86.92324988,3.04190898,,,
95.94,-23.72095005,229.8818172,,95.94,-32.64297682,316.3459647,,8.92202677,-86.4641475,,86.92324985,3.03876898,,,
96.12,-24.44266083,229.8062002,,96.12,-33.50702228,315.0279556,,9.06436145,-85.2217554,,85.70245178,3.03562898,,,
96.3,-25.16413062,229.7283175,,96.3,-34.4077126,314.1148028,,9.24358198,-84.3864853,,84.89124047,3.032488981,,,
96.48,-25.88535229,229.6481698,,96.48,-35.30323955,313.2012366,,9.41788726,-83.5530668,,84.08217155,3.02934898,,,
96.66,-36.61722283,315.9422611,,96.66,-36.28651578,313.0888406,,-0.33070705,2.8534205,,2.872520792,-0.115383672,,,
96.84,-37.60909938,315.8257256,,96.84,-37.26943424,312.9733577,,-0.33966514,2.8523679,,2.872520678,-0.118523675,,,
97.02,-38.60060513,315.7060763,,97.02,-37.9103913,310.0609653,,-0.69021383,5.645111,,5.687149843,-0.121663673,,,
97.2,-40.91617184,326.1403587,,97.2,-38.68509844,308.356606,,-2.2310734,17.7837527,,17.92315677,-0.124803673,,,
97.38,-41.94004917,326.0102743,,97.38,-39.50114835,307.0521008,,-2.43890082,18.9581735,,19.11440765,-0.127943673,,,
97.56,-42.963513,325.8769756,,97.56,-40.46509562,306.9265537,,-2.49841738,18.9504219,,19.11440764,-0.131083674,,,
97.74,-43.98655322,325.7404639,,97.74,-40.95454865,303.2870889,,-3.03200457,22.453375,,22.65716444,-0.134223673,,,
97.92,-45.00915975,325.6007405,,97.92,-41.69314486,301.6123588,,-3.31601489,23.9883817,,24.21649048,-0.137363673,,,
98.1,-46.03132251,325.4578068,,98.1,-42.31496604,299.181846,,-3.71635647,26.2759608,,26.53747202,-0.140503673,,,
98.28,-47.05303142,325.3116643,,98.28,-42.92509501,296.772252,,-4.12793641,28.5394123,,28.83639911,-0.143643673,,,
98.46,-48.0742764,325.1623143,,98.46,-43.85674674,296.6360044,,-4.21752966,28.5263099,,28.8363991,-0.146783673,,,
98.64,-49.21939783,325.8329596,,98.64,-44.78796606,296.4968321,,-4.43143177,29.3361275,,29.66893938,-0.149923673,,,
98.82,-50.242269,325.6768046,,98.82,-45.71874378,296.3547364,,-4.52352522,29.3220682,,29.66893938,-0.153063673,,,
99,-51.2646448,325.5174386,,99,-44.85900189,284.8432375,,-6.40564291,40.6742011,,41.17551331,-0.156203673,,,
99.18,-52.79635129,328.5273382,,99.18,-45.07463461,280.4786575,,-7.72171668,48.0486807,,48.66518905,-0.159343673,,,
99.36,-53.82766516,328.3599384,,99.36,-45.95511394,280.3357407,,-7.87255122,48.0241977,,48.66518907,-0.162483673,,,
99.54,-54.85844831,328.189301,,99.54,-46.83514017,280.1900599,,-8.02330814,47.9992411,,48.66518899,-0.165623673,,,
99.72,-55.88869058,328.0154279,,99.72,-47.71470462,280.0416165,,-8.17398596,47.9738114,,48.66518906,-0.168763673,,,
99.9,-56.91838181,327.8383206,,99.9,-48.59379863,279.890412,,-8.32458318,47.9479086,,48.66518904,-0.171903673,,,
100.08,-57.94751185,327.657981,,100.08,-38.88110356,219.8490235,,-19.06640829,107.8089575,,109.4819585,-0.175043673,,,
100.26,-58.97607055,327.4744109,,100.26,-39.57123668,219.7258532,,-19.40483387,107.7485577,,109.4819586,-0.178183673,,,
100.44,-60.00404777,327.2876119,,100.44,-40.26097965,219.6005165,,-19.74306812,107.6870954,,109.4819586,-0.181323673,,,
100.62,-61.03143338,327.0975861,,100.62,-40.95032566,219.4730147,,-20.08110772,107.6245714,,109.4819586,-0.184463673,,,
100.8,-62.36015741,328.4948667,,100.8,-41.63926792,219.3433489,,-20.72088949,109.1515178,,111.100896,-0.187603673,,,
100.98,-63.39132217,328.2974367,,100.98,-42.32779963,219.2115205,,-21.06352254,109.0859162,,111.100896,-0.190743673,,,
101.16,-64.42186192,328.0967698,,101.16,-43.015914,219.0775307,,-21.40594792,109.0192391,,111.100896,-0.193883673,,,
101.34,-65.4517665,327.8928681,,101.34,-43.70360426,218.941381,,-21.74816224,108.9514871,,111.100896,-0.197023673,,,
101.52,-66.48102575,327.6857334,,101.52,-44.39086362,218.8030726,,-22.09016213,108.8826608,,111.100896,-0.200163673,,,
101.7,-67.75585545,328.6697594,,101.7,-45.0776853,218.6626068,,-22.67817015,110.0071526,,112.3204034,-0.203303673,,,
101.88,-68.8710729,328.8542362,,101.88,-45.76406253,218.5199852,,-23.10701037,110.334251,,112.7279064,-0.206443673,,,
102.06,-69.81855188,328.2377743,,102.06,-46.44998855,218.375209,,-23.36856333,109.8625653,,112.3204033,-0.209583673,,,
102.24,-70.84887261,328.0169263,,102.24,-47.13545659,218.2282797,,-23.71341602,109.7886466,,112.3204034,-0.212723673,,,
102.42,-72.14066453,328.9884363,,102.42,-47.82045989,218.0791988,,-24.32020464,110.9092375,,113.5444024,-0.215863673,,,
102.6,-73.08458225,328.3615545,,102.6,-48.50499171,217.9279677,,-24.57959054,110.4335868,,113.1359066,-0.219003673,,,
102.78,-73.93560294,327.3349863,,102.78,-49.18904528,217.774588,,-24.74655766,109.5603983,,112.3204033,-0.222143673,,,
102.96,-75.14523809,327.8961114,,102.96,-40.58463799,177.090995,,-34.5606001,150.8051164,,154.7146348,-0.225283673,,,
103.14,-75.9897952,326.864219,,103.14,-41.14050273,176.9626864,,-34.84929247,149.9015326,,153.8991315,-0.228423673,,,
103.32,-76.45545405,324.2476886,,103.32,-41.69596184,176.832633,,-34.75949221,147.4150556,,151.4576539,-0.231563673,,,
103.5,-77.47321321,324.0060204,,103.5,-42.25100984,176.7008362,,-35.22220337,147.3051842,,151.4576538,-0.234703673,,,
103.68,-78.58715753,324.1610587,,103.68,-42.80564126,176.5672971,,-35.78151627,147.5937616,,151.869139,-0.237843673,,,
103.86,-79.41169057,323.1276065,,103.86,-43.35985064,176.4320172,,-36.05183993,146.6955893,,151.0606868,-0.240983673,,,
104.04,-80.22663611,322.0766268,,104.04,-43.91363251,176.2949977,,-36.3130036,145.7816291,,150.2362061,-0.244123673,,,
104.22,-81.13856664,321.4309667,,104.22,-44.46698141,176.15624,,-36.67158523,145.2747267,,149.8317436,-0.247263673,,,
104.4,-82.04736143,320.7832557,,104.4,-45.01989188,176.0157455,,-37.02746955,144.7675102,,149.4277936,-0.250403673,,,
104.58,-82.95301865,320.1335087,,104.58,-45.57235847,175.8735156,,-37.38066018,144.2599931,,149.0243583,-0.253543673,,,
104.76,-83.75337734,319.0925233,,104.76,-46.12437574,175.7295516,,-37.6290016,143.3629717,,148.2190386,-0.256683673,,,
104.94,-84.65166617,318.4395737,,104.94,-46.67593824,175.583855,,-37.97572793,142.8557187,,147.8171583,-0.259823673,,,
105.12,-85.65114748,318.172198,,105.12,-47.22704054,175.4364272,,-38.42410694,142.7357708,,147.8171582,-0.262963673,,,
105.3,-86.11138732,315.9264086,,105.3,-47.7776772,175.2872696,,-38.33371012,140.639139,,145.7698211,-0.266103673,,,
105.48,-86.99282829,315.2553164,,105.48,-48.32784278,175.1363838,,-38.66498551,140.1189326,,145.355758,-0.269243673,,,
105.66,-87.87405829,314.5930968,,105.66,-48.87753188,174.9837713,,-38.99652641,139.6093255,,144.9534161,-0.272383673,,,
105.84,-88.75213132,313.9289609,,105.84,-49.42673906,174.8294334,,-39.32539226,139.0995275,,144.5515999,-0.275523673,,,
106.02,-89.62338785,313.250137,,106.02,-22.42574824,78.38209287,,-67.19763961,234.8680441,,244.2918765,-0.278663673,,,
106.2,-90.3832249,312.1957815,,106.2,-22.67175705,78.31128973,,-67.71146785,233.8844918,,243.4888055,-0.281803673,,,
106.38,-91.24638179,311.5120615,,106.38,-22.91754233,78.23971447,,-68.32883946,233.272347,,243.0736888,-0.284943673,,,
106.56,-92.22407823,311.2240127,,106.56,-23.06356758,77.83147511,,-69.16051065,233.3925376,,243.4240186,-0.288083673,,,
106.74,-92.50181054,308.6007373,,106.74,-23.30784431,77.75867193,,-69.19396623,230.8420654,,240.9893444,-0.291223673,,,
106.92,-93.59110683,308.7070424,,106.92,-23.55189124,77.68510208,,-70.03921559,231.0219403,,241.4055273,-0.294363673,,,
107.1,-93.97584667,306.5064549,,107.1,-21.84458213,71.24708811,,-72.13126454,235.2593668,,246.0688704,-0.297503673,,,
107.28,-94.47667948,304.7225356,,107.28,-22.06818993,71.17814501,,-72.40848955,233.5443906,,244.5117006,-0.300643673,,,
107.46,-95.43304092,304.4243771,,107.46,-22.29158015,71.10850011,,-73.14146077,233.315877,,244.5117006,-0.303783673,,,
107.64,-94.98551235,299.6966563,,107.64,-22.51475058,71.03815411,,-72.47076177,228.6585022,,239.8681345,-0.306923673,,,
107.82,-95.10622097,296.8380143,,107.82,-21.82758258,68.12652424,,-73.27863839,228.7114901,,240.1639118,-0.310063673,,,
108,-95.1027899,293.6508006,,108,-22.04139191,68.0576499,,-73.06139799,225.5931507,,237.1291579,-0.313203673,,,
108.18,-96.02438306,293.3507307,,108.18,-22.25498392,67.98810453,,-73.76939914,225.3626262,,237.1291579,-0.316343673,,,
108.36,-94.82125604,286.627975,,108.36,-22.34729569,67.55194329,,-72.47396035,219.0760317,,230.7526437,-0.319483673,,,
108.54,-94.91241922,283.9107243,,108.54,-22.55929827,67.48143988,,-72.35312095,216.4292844,,228.2030001,-0.322623673,,,
108.72,-95.80342953,283.6113001,,108.72,-22.77107843,67.41027113,,-73.0323511,216.201029,,228.2030001,-0.325763673,,,
108.9,-95.01217642,278.3828653,,108.9,-22.85897478,66.97611966,,-72.15320164,211.4067456,,223.3806093,-0.328903673,,,
109.08,-95.42519082,276.7472366,,109.08,-23.06916676,66.90401242,,-72.35602406,209.8432242,,221.9675043,-0.332043673,,,
109.26,-95.7965045,275.0188413,,109.26,-23.27913129,66.83124553,,-72.51737321,208.1875958,,220.4559921,-0.335183673,,,
109.44,-96.3119298,273.7285983,,109.44,-23.4888663,66.75781972,,-72.8230635,206.9707786,,219.4085271,-0.338323673,,,
109.62,-96.70883802,272.1244825,,109.62,-23.26620239,65.46768027,,-73.44263563,206.6568022,,219.3190704,-0.341463673,,,
109.8,-97.40771458,271.3873071,,109.8,-23.34082111,65.02978346,,-74.06689347,206.3575236,,219.2471944,-0.344603673,,,
109.98,-97.66567853,269.442168,,109.98,-23.54489922,64.95617282,,-74.12077931,204.4859952,,217.5049704,-0.347743673,,,
110.16,-98.27348723,268.4846148,,110.16,-23.7487452,64.88192174,,-74.52474203,203.6026931,,216.8132695,-0.350883673,,,
110.34,-98.87728689,267.528719,,110.34,-23.95235702,64.80703094,,-74.92492987,202.7216881,,216.1245658,-0.354023673,,,
110.52,-99.23084981,265.9145949,,110.52,-24.15573269,64.73150118,,-75.07511712,201.1830937,,214.7345114,-0.357163673,,,
110.7,-99.90226785,265.1688837,,110.7,-24.35887018,64.65533319,,-75.54339767,200.5135505,,214.2719974,-0.360303673,,,
110.88,-100.2019023,263.453814,,110.88,-24.42503749,64.21903309,,-75.77686481,199.2347809,,213.1586995,-0.363443673,,,
111.06,-100.7825042,262.4967686,,111.06,-24.62656451,64.14202201,,-76.15593969,198.3547466,,212.4719573,-0.366583673,,,
111.24,-101.314526,261.4262805,,111.24,-24.82784872,64.06437852,,-76.48667728,197.361902,,211.6646691,-0.369723673,,,
111.42,-101.7965282,260.241811,,111.42,-25.02888814,63.98610337,,-76.76764006,196.2557076,,210.7357903,-0.372863673,,,
111.6,-102.2727145,259.0584719,,111.6,-25.5483394,64.71436487,,-76.7243751,194.344107,,208.940809,-0.376003673,,,
111.78,-102.0742557,256.1975403,,111.78,-25.61183631,64.28349068,,-76.46241939,191.9140496,,206.5853432,-0.379143673,,,
111.96,-101.1046946,251.464724,,111.96,-25.81355987,64.20275274,,-75.29113473,187.2619713,,201.8311197,-0.382283673,,,
112.14,-100.4124392,247.4947987,,112.14,-26.01502893,64.12138179,,-74.39741027,183.3734169,,197.8908403,-0.385423673,,,
112.32,-99.61364888,243.3299289,,112.32,-26.38270126,64.44599605,,-73.23094762,178.8839329,,193.2931275,-0.388563673,,,
112.5,-99.31749747,240.4503442,,112.5,-26.75343127,64.77077979,,-72.5640662,175.6795644,,190.0759139,-0.391703673,,,
112.68,-97.67383118,234.3824994,,112.68,-27.12721498,65.0956799,,-70.5466162,169.2868195,,183.3980706,-0.394843673,,,
112.86,-96.26410353,228.9720995,,112.86,-27.33148134,65.01017967,,-68.93262219,163.9619198,,177.8629179,-0.397983673,,,
113.04,-95.1403085,224.3248872,,113.04,-27.39207536,64.58591855,,-67.74823314,159.7389687,,173.5118475,-0.401123673,,,
113.22,-94.31050352,220.4401557,,113.22,-28.12509149,65.73922646,,-66.18541203,154.7009292,,168.2643345,-0.404263673,,,
113.4,-95.00221954,220.1429345,,113.4,-28.51090064,66.06659679,,-66.4913189,154.0763377,,167.8112432,-0.407403673,,,
113.58,-93.53128223,214.87725,,113.58,-28.89974694,66.39380965,,-64.63153529,148.4834404,,161.9400118,-0.410543673,,,
113.76,-92.60818708,210.9440455,,113.76,-29.10808069,66.30273729,,-63.50010639,144.6413082,,157.9663621,-0.413683673,,,
113.94,-93.27009376,210.6522164,,113.94,-29.68652909,67.04757011,,-63.58356467,143.6046463,,157.0514697,-0.416823673,,,
114.12,-92.35420482,206.8269023,,114.12,-30.08445352,67.37402311,,-62.2697513,139.4528792,,152.7240238,-0.419963673,,,
114.3,-93.00318494,206.535891,,114.3,-30.67558615,68.12250055,,-62.32759879,138.4133905,,151.7991971,-0.423103673,,,
114.48,-92.91334421,204.6177993,,114.48,-31.08151158,68.44905384,,-61.83183263,136.1687455,,149.5496666,-0.426243673,,,
114.66,-93.40242599,203.9909806,,114.66,-31.29628803,68.35112061,,-62.10613796,135.63986,,149.1822509,-0.429383673,,,
114.84,-94.04249616,203.6966918,,114.84,-31.51075592,68.25251347,,-62.53174024,135.4441783,,149.1822509,-0.432523673,,,
115.02,-93.58811786,201.0512311,,115.02,-32.31724296,69.42570951,,-61.2708749,131.6255216,,145.1874583,-0.435663673,,,
115.2,-94.69192603,201.7641506,,115.2,-32.87725413,70.05297634,,-61.8146719,131.7111743,,145.4953164,-0.438803673,,,
115.38,-94.6000724,199.9337214,,115.38,-33.29817965,70.37445961,,-61.30189275,129.5592618,,143.3301237,-0.441943673,,,
115.56,-94.7163702,198.5643705,,115.56,-33.51899093,70.26955657,,-61.19737927,128.2948139,,142.143162,-0.445083673,,,
115.74,-95.1201592,197.8100654,,115.74,-33.73947174,70.16396069,,-61.38068746,127.6461047,,141.6372721,-0.448223673,,,
115.92,-95.3584906,196.7216941,,115.92,-34.37171671,70.90781638,,-60.98677389,125.8138777,,139.8160163,-0.451363673,,,
116.1,-95.9757256,196.4212992,,116.1,-34.73967449,71.09726916,,-61.23605111,125.32403,,139.4846459,-0.454503673,,,
116.28,-95.82093247,194.5533746,,116.28,-34.96274829,70.98783627,,-60.85818418,123.5655383,,137.7394672,-0.457643673,,,
116.46,-95.49011497,192.3554989,,116.46,-35.33407206,71.17703294,,-60.15604291,121.178466,,135.28847,-0.460783673,,,
116.64,-95.90001671,191.6677337,,116.64,-35.76792966,71.48651533,,-60.13208705,120.1812184,,134.3852416,-0.463923673,,,
116.82,-95.53184562,189.4430428,,116.82,-36.1430535,71.67295876,,-59.38879212,117.770084,,131.8970103,-0.467063673,,,
117,-94.73814081,186.4108849,,117,-36.8863285,72.57914372,,-57.85181231,113.8317412,,127.6890657,-0.470203673,,,
117.18,-94.97792408,185.4387426,,117.18,-37.26956621,72.76660934,,-57.70835787,112.6721333,,126.5909325,-0.473343673,,,
117.36,-93.76972822,181.6716032,,117.36,-37.71137999,73.06288492,,-56.05834823,108.6087183,,122.2227151,-0.476483673,,,
117.54,-93.94313984,180.6138232,,117.54,-38.41746106,73.86089641,,-55.52567878,106.7529268,,120.3299148,-0.479623673,,,
117.72,-93.17515955,177.7715472,,117.72,-38.97494771,74.36141552,,-54.20021184,103.4101317,,116.7532368,-0.482763673,,,
117.9,-92.59046977,175.3149687,,117.9,-39.9193646,75.58512417,,-52.67110517,99.72984453,,112.7842507,-0.485903673,,,
118.08,-92.95905909,174.6824166,,118.08,-40.49581524,76.09701449,,-52.46324385,98.58540211,,111.6757515,-0.489043673,,,
118.26,-93.50710271,174.3896645,,118.26,-41.08028303,76.61425246,,-52.42681968,97.77541204,,110.9441419,-0.492183673,,,
118.44,-93.24040202,172.5888006,,118.44,-41.67272189,77.13657314,,-51.56768013,95.45222746,,108.4912594,-0.495323673,,,
118.62,-93.7818703,172.2951754,,118.62,-42.27308521,77.66371697,,-51.50878509,94.63145843,,107.7416719,-0.498463673,,,
118.8,-94.32241394,171.9998514,,118.8,-43.29982981,78.95858453,,-51.02258413,93.04126687,,106.1130597,-0.501603673,,,
118.98,-95.61829054,173.071688,,118.98,-43.9147414,79.48686781,,-51.70354914,93.58482019,,106.9176111,-0.504743673,,,
119.16,-96.73631476,173.8037746,,119.16,-44.95673872,80.7726747,,-51.77957604,93.0310999,,106.4702308,-0.507883673,,,
119.34,-97.66928873,174.1906332,,119.34,-45.3975715,80.96538665,,-52.27171723,93.22524655,,106.8797409,-0.511023673,,,
119.52,-98.21576493,173.8830934,,119.52,-45.65157859,80.82243937,,-52.56418634,93.06065403,,106.8797409,-0.514163673,,,
119.7,-98.76127277,173.5738392,,119.7,-46.92472037,82.47062478,,-51.8365524,91.10321442,,104.8180511,-0.517303673,,,
119.88,-99.30580685,173.2628737,,119.88,-47.61470376,83.07530712,,-51.69110309,90.18756658,,103.9507927,-0.520443673,,,
120.06,-99.84936182,172.9501998,,120.06,-48.31195042,83.68167131,,-51.5374114,89.26852849,,103.0775191,-0.523583673,,,
120.24,-100.3919323,172.6358207,,120.24,-48.95450593,84.18307242,,-51.43742637,88.45274828,,102.3215398,-0.526723673,,,
120.42,-100.933513,172.3197395,,120.42,-49.21859901,84.02894052,,-51.71491399,88.29079898,,102.3215398,-0.529863673,,,
120.6,-101.4740985,172.0019593,,120.6,-51.95538539,88.06609977,,-49.51871311,83.93585953,,97.45425318,-0.533003673,,,
120.78,-102.0136835,171.6824832,,120.78,-52.23165636,87.90252598,,-49.78202714,83.77995722,,97.45425315,-0.536143673,,,
120.96,-102.5522627,171.3613144,,120.96,-54.79140022,91.55455092,,-47.76086248,79.80676348,,93.00655612,-0.539283673,,,
121.14,-103.0898308,171.0384561,,121.14,-55.25974207,91.68257326,,-47.83008873,79.35588284,,92.65567187,-0.542423673,,,
121.32,-103.6263825,170.7139113,,121.32,-58.43867911,96.27177217,,-45.18770339,74.44213913,,87.08364149,-0.545563674,,,
121.5,-104.1619124,170.3876834,,121.5,-60.88967682,99.60311536,,-43.27223558,70.78456804,,82.96349465,-0.548703673,,,
121.68,-104.6964154,170.0597756,,121.68,-61.20212991,99.41143107,,-43.49428549,70.64834453,,82.96349471,-0.551843674,,,
121.86,-105.229886,169.730191,,121.86,-66.3680108,107.04806,,-38.8618752,62.682131,,73.75157551,-0.554983673,,,
122.04,-105.7623192,169.398933,,122.04,-69.06502477,110.6210755,,-36.69729443,58.7778575,,69.29305846,-0.558123673,,,
122.22,-106.2937096,169.0660048,,122.22,-69.4120339,110.4036664,,-36.8816757,58.6623384,,69.29305845,-0.561263673,,,
122.4,-106.824052,168.7314096,,122.4,-72.98169034,115.2765062,,-33.84236166,53.4549034,,63.26714898,-0.564403674,,,
122.58,-107.3533411,168.3951508,,122.58,-73.34329819,115.0467757,,-34.01004291,53.3483751,,63.26714902,-0.567543673,,,
122.76,-107.8815718,168.0572317,,122.76,-73.70418291,114.815911,,-34.17738889,53.2413207,,63.26714899,-0.570683673,,,
122.94,-108.4087388,167.7176557,,122.94,-75.44079569,116.7134083,,-32.96794311,51.0042474,,60.73152827,-0.573823673,,,
123.12,-108.9348369,167.376426,,123.12,-75.80690328,116.4759492,,-33.12793362,50.9004768,,60.73152826,-0.576963672,,,
123.3,-109.459861,167.033546,,123.3,-76.17226345,116.2373417,,-33.28759755,50.7962043,,60.73152824,-0.580103673,,,
123.48,-109.9838059,166.6890192,,123.48,-76.53687259,115.9975882,,-33.44693331,50.691431,,60.73152826,-0.583243673,,,
123.66,-110.5066663,166.3428488,,123.66,-76.90072711,115.756691,,-33.60593919,50.5861578,,60.73152814,-0.586383673,,,
123.84,-111.0284373,165.9950384,,123.84,-77.26382342,115.5146524,,-33.76461388,50.480386,,60.73152823,-0.589523674,,,
124.02,-111.5491135,165.6455914,,124.02,-77.62615793,115.271475,,-33.92295557,50.3741164,,60.7315282,-0.592663674,,,
124.2,-112.0686899,165.2945112,,124.2,-77.98772709,115.027161,,-34.08096281,50.2673502,,60.73152824,-0.595803674,,,
124.38,-112.5871613,164.9418012,,124.38,-78.34852732,114.7817128,,-34.23863398,50.1600884,,60.73152826,-0.598943673,,,
124.56,-113.1045227,164.587465,,124.56,-78.99669812,114.9544331,,-34.10782458,49.6330319,,60.22276607,-0.602083673,,,
124.74,-113.6207689,164.231506,,124.74,-79.06780677,114.2874239,,-34.55296213,49.9440821,,60.73152829,-0.605223673,,,
124.92,-114.1358948,163.8739277,,124.92,-79.13581583,113.6215472,,-35.00007897,50.2523805,,61.2397524,-0.608363673,,,
125.1,-114.6498954,163.5147337,,125.1,-78.90959478,112.5415887,,-35.74030062,50.973145,,62.25456288,-0.611503673,,,
125.28,-115.1627657,163.1539275,,125.28,-79.26258578,112.2932582,,-35.90017992,50.8606693,,62.25456288,-0.614643674,,,
125.46,-115.6745004,162.7915127,,125.46,-79.61479528,112.0438205,,-36.05970512,50.7476922,,62.25456286,-0.617783673,,,
