Degree,XCoordinate,YCoordinate,,Degree,XCoordinate,YCoordinate,,,,,,,,,
181.62,-59.93977917,-1.59881387,,181.62,-156.2027751,-4.166501225,,96.26299593,2.567687355,,96.29723466,1.54412898,,,
181.8,-59.03869901,-1.760308316,,181.8,-156.1889222,-4.656956593,,97.15022319,2.896648277,,97.19339709,1.54098898,,,
181.98,-59.03288061,-1.945680848,,181.98,-156.1735294,-5.147366045,,97.14064879,3.201685197,,97.19339708,1.53784898,,,
182.16,-56.39610879,-2.036069846,,182.16,-156.1565968,-5.637724746,,99.76048801,3.6016549,,99.82548215,1.53470898,,,
182.34,-56.38943752,-2.213143299,,182.34,-156.1381246,-6.128027861,,99.74868708,3.914884562,,99.82548219,1.53156898,,,
182.52,-51.0260149,-2.163131272,,182.52,-156.1181129,-6.618270557,,105.092098,4.455139285,,105.1864883,1.52842898,,,
182.7,-49.48321766,-2.253405682,,182.7,-156.0965619,-7.108447999,,106.6133442,4.855042317,,106.7238333,1.52528898,,,
182.88,-49.47589803,-2.408771621,,182.88,-156.0734719,-7.598555354,,106.5975739,5.189783733,,106.7238334,1.52214898,,,
183.06,-49.46809059,-2.564113811,,183.06,-156.048843,-8.088587791,,106.5807524,5.52447398,,106.7238333,1.51900898,,,
183.24,-49.45979542,-2.71943072,,183.24,-156.0226756,-8.578540478,,106.5628802,5.859109758,,106.7238333,1.51586898,,,
183.42,-49.4510126,-2.874720816,,183.42,-155.9949699,-9.068408584,,106.5439573,6.193687768,,106.7238334,1.51272898,,,
183.6,-49.44174221,-3.029982569,,183.6,-155.9657261,-9.558187279,,106.5239839,6.52820471,,106.7238333,1.50958898,,,
183.78,-49.43198434,-3.185214447,,183.78,-155.9349446,-10.04787173,,106.5029603,6.862657283,,106.7238334,1.50644898,,,
183.96,-49.42173909,-3.34041492,,183.96,-155.9026256,-10.53745712,,106.4808865,7.1970422,,106.7238334,1.50330898,,,
184.14,-49.41100657,-3.495582458,,184.14,-155.8687695,-11.02693861,,106.4577629,7.531356152,,106.7238334,1.50016898,,,
184.32,-49.39978687,-3.650715531,,184.32,-155.8333765,-11.51631139,,106.4335896,7.865595859,,106.7238333,1.49702898,,,
184.5,-44.3843296,-3.420226923,,184.5,-155.7964471,-12.00557061,,111.4121175,8.585343687,,111.7424183,1.49388898,,,
184.68,-44.3733713,-3.559576628,,184.68,-155.7579817,-12.49471147,,111.3846104,8.935134842,,111.7424184,1.49074898,,,
184.86,-44.3619755,-3.698891237,,184.86,-155.7179805,-12.98372913,,111.356005,9.284837893,,111.7424184,1.48760898,,,
185.04,-44.35014231,-3.838169377,,185.04,-155.676444,-13.47261878,,111.3263017,9.634449403,,111.7424184,1.48446898,,,
185.22,-44.33787184,-3.977409673,,185.22,-155.6333726,-13.96137559,,111.2955008,9.983965917,,111.7424184,1.48132898,,,
185.4,-44.32516421,-4.116610754,,185.4,-155.5887667,-14.44999475,,111.2636025,10.333384,,111.7424184,1.47818898,,,
185.58,-44.31201956,-4.255771247,,185.58,-155.5426268,-14.93847144,,111.2306072,10.68270019,,111.7424184,1.47504898,,,
185.76,-44.29843801,-4.39488978,,185.76,-155.4949532,-15.42680084,,111.1965152,11.03191106,,111.7424183,1.47190898,,,
185.94,-44.2844197,-4.533964981,,185.94,-155.4457466,-15.91497814,,111.1613269,11.38101316,,111.7424184,1.46876898,,,
186.12,-44.26996476,-4.672995479,,186.12,-155.3950073,-16.40299853,,111.1250425,11.73000305,,111.7424183,1.46562898,,,
186.3,-44.25507334,-4.811979903,,186.3,-155.3427359,-16.89085718,,111.0876626,12.07887728,,111.7424183,1.46248898,,,
186.48,-44.23974558,-4.950916882,,186.48,-155.2889329,-17.3785493,,111.0491873,12.42763242,,111.7424183,1.45934898,,,
186.66,-44.22398163,-5.089805048,,186.66,-155.2335988,-17.86607008,,111.0096172,12.77626503,,111.7424184,1.45620898,,,
186.84,-44.20778165,-5.228643031,,186.84,-155.1767342,-18.3534147,,110.9689526,13.12477167,,111.7424184,1.45306898,,,
187.02,-44.19114581,-5.367429461,,187.02,-155.1183396,-18.84057837,,110.9271938,13.47314891,,111.7424184,1.44992898,,,
187.2,-44.17407425,-5.50616297,,187.2,-155.0584156,-19.32755627,,110.8843414,13.8213933,,111.7424184,1.446788981,,,
187.38,-44.15656716,-5.644842191,,187.38,-154.9969627,-19.81434362,,110.8403955,14.16950143,,111.7424183,1.44364898,,,
187.56,-44.1386247,-5.783465756,,187.56,-154.9339817,-20.3009356,,110.795357,14.51746984,,111.7424184,1.44050898,,,
187.74,-44.12024705,-5.922032299,,187.74,-154.8694731,-20.78732742,,110.7492261,14.86529512,,111.7424184,1.437368981,,,
187.92,-44.1014344,-6.060540453,,187.92,-154.8034375,-21.27351429,,110.7020031,15.21297384,,111.7424184,1.43422898,,,
188.1,-44.08218692,-6.198988852,,188.1,-154.7358756,-21.75949141,,110.6536887,15.56050256,,111.7424184,1.43108898,,,
188.28,-44.06250481,-6.337376132,,188.28,-154.6667881,-22.245254,,110.6042833,15.90787787,,111.7424184,1.42794898,,,
188.46,-44.04238827,-6.475700927,,188.46,-154.5961756,-22.73079725,,110.5537873,16.25509632,,111.7424183,1.42480898,,,
188.64,-44.02183748,-6.613961875,,188.64,-154.5240389,-23.21611638,,110.5022014,16.60215451,,111.7424183,1.42166898,,,
188.82,-44.00085265,-6.752157612,,188.82,-154.4503787,-23.70120662,,110.4495261,16.94904901,,111.7424184,1.41852898,,,
189,-44.37344693,-6.95201704,,189,-154.3751956,-24.18606317,,110.0017487,17.23404613,,111.3435991,1.41538898,,,
189.18,-44.35139888,-7.091315163,,189.18,-154.2984904,-24.67068125,,109.9470915,17.57936609,,111.343599,1.41224898,,,
189.36,-44.32891354,-7.230543368,,189.36,-155.9371322,-25.43509657,,111.6082187,18.2045532,,113.0831563,1.409108981,,,
189.54,-44.30599114,-7.369700282,,189.54,-155.8564974,-25.92461297,,111.5505063,18.55491269,,113.0831563,1.40596898,,,
189.72,-44.2826319,-7.508784535,,189.72,-155.7743259,-26.41387377,,111.491694,18.90508924,,113.0831563,1.40282898,,,
189.9,-44.25883605,-7.647794754,,189.9,-155.6906185,-26.90287413,,111.4317825,19.25507938,,113.0831563,1.39968898,,,
190.08,-44.23460383,-7.786729568,,190.08,-155.6053761,-27.39160925,,111.3707723,19.60487968,,113.0831563,1.39654898,,,
190.26,-44.20993547,-7.925587609,,190.26,-156.3800903,-28.03451515,,112.1701548,20.10892754,,113.958381,1.39340898,,,
190.44,-44.18483122,-8.064367507,,190.44,-156.2912911,-28.52540962,,112.1064599,20.46104211,,113.958381,1.39026898,,,
190.62,-44.15929133,-8.203067893,,190.62,-156.200951,-29.01602284,,112.0416597,20.81295495,,113.958381,1.38712898,,,
190.8,-44.52897567,-8.416471471,,190.8,-156.1090708,-29.50634998,,111.5800951,21.08987851,,113.5557158,1.38398898,,,
190.98,-44.50232848,-8.556250733,,190.98,-156.0156514,-29.9963862,,111.5133229,21.44013547,,113.5557158,1.38084898,,,
191.16,-44.47524251,-8.695945634,,191.16,-155.9206938,-30.48612666,,111.4454513,21.79018103,,113.5557159,1.37770898,,,
191.34,-44.44771803,-8.835554797,,191.34,-155.8241988,-30.97556654,,111.3764808,22.14001174,,113.5557158,1.37456898,,,
191.52,-44.41975532,-8.975076845,,191.52,-155.7261675,-31.46470102,,111.3064122,22.48962418,,113.5557158,1.37142898,,,
191.7,-44.39135464,-9.114510402,,191.7,-158.6543128,-32.57518036,,114.2629582,23.46066996,,116.6465887,1.368288981,,,
191.88,-44.36251628,-9.253854094,,191.88,-158.5512447,-33.0731935,,114.1887284,23.81933941,,116.6465886,1.36514898,,,
192.06,-44.33324053,-9.393106547,,192.06,-158.4466134,-33.57088054,,114.1133729,24.17777399,,116.6465886,1.36200898,,,
192.24,-44.30352767,-9.532266387,,192.24,-158.3404199,-34.0682366,,114.0368922,24.53597021,,116.6465885,1.35886898,,,
192.42,-44.273378,-9.671332243,,192.42,-158.2326653,-34.56525675,,113.9592873,24.89392451,,116.6465886,1.35572898,,,
192.6,-44.24279181,-9.810302744,,192.6,-158.1233505,-35.0619361,,113.8805587,25.25163336,,116.6465886,1.35258898,,,
192.78,-43.41522618,-9.769926759,,192.78,-158.0124767,-35.55826976,,114.5972505,25.788343,,117.4630515,1.34944898,,,
192.96,-43.38433463,-9.906202182,,192.96,-157.9000449,-36.05425282,,114.5157103,26.14805064,,117.4630515,1.34630898,,,
193.14,-43.35301533,-10.04237993,,193.14,-157.7860563,-36.54988041,,114.433041,26.50750048,,117.4630514,1.34316898,,,
193.32,-43.32126859,-10.17845867,,193.32,-157.6705121,-37.04514763,,114.3492435,26.86668896,,117.4630515,1.34002898,,,
193.5,-43.28909472,-10.31443705,,193.5,-132.5263512,-31.57688364,,89.23725648,21.26244659,,91.73537801,1.33688898,,,
193.68,-43.25649403,-10.45031374,,193.68,-131.9786674,-31.88465713,,88.72217337,21.43434339,,91.2746138,1.33374898,,,
193.86,-43.22346686,-10.58608739,,193.86,-131.4384084,-32.19127429,,88.21494154,21.6051869,,90.82213393,1.33060898,,,
194.04,-43.19001351,-10.72175666,,194.04,-131.1201451,-32.55007756,,87.93013159,21.8283209,,90.59902668,1.32746898,,,
194.22,-43.55742723,-10.95827842,,194.22,-131.0172916,-32.96163367,,87.45986437,22.00335525,,90.18522893,1.32432898,,,
194.4,-43.52280357,-11.0949945,,194.4,-130.4868819,-33.26419987,,86.96407833,22.16920537,,89.74533184,1.32118898,,,
194.58,-43.48775078,-11.23160118,,194.58,-130.3817892,-33.67376402,,86.89403842,22.44216284,,89.74533183,1.31804898,,,
194.76,-43.45226923,-11.36809713,,194.76,-132.4567438,-34.65368219,,89.00447457,23.28558506,,92.00008133,1.31490898,,,
194.94,-43.41635925,-11.50448098,,194.94,-132.1459109,-35.01606641,,88.72955165,23.51158543,,91.79176426,1.31176898,,,
195.12,-43.38002121,-11.64075141,,195.12,-132.0353092,-35.43083127,,88.65528799,23.79007986,,91.79176427,1.30862898,,,
195.3,-43.34325545,-11.77690707,,195.3,-131.9234056,-35.84524679,,88.58015015,24.06833972,,91.79176421,1.30548898,,,
195.48,-43.30606235,-11.91294661,,195.48,-131.7420052,-36.240549,,88.43594285,24.32760239,,91.72103481,1.30234898,,,
195.66,-43.26844227,-12.04886869,,195.66,-131.4358833,-36.6006636,,88.16744103,24.55179491,,91.5220645,1.29920898,,,
195.84,-43.23039558,-12.18467198,,195.84,-131.130876,-36.95979851,,87.90048042,24.77512653,,91.32525036,1.296068981,,,
196.02,-43.19192266,-12.32035513,,196.02,-131.0141759,-37.37136658,,87.82225324,25.05101145,,91.32525028,1.29292898,,,
196.2,-43.15302388,-12.45591681,,196.2,-130.7091702,-37.72858548,,87.55614632,25.27266867,,91.13060156,1.28978898,,,
196.38,-43.11369963,-12.59135568,,196.38,-130.4053023,-38.08486762,,87.29160267,25.49351194,,90.93812758,1.286648981,,,
196.56,-42.67711165,-12.60942007,,196.56,-130.102582,-38.44023284,,87.42547035,25.83081277,,91.16163532,1.28350898,,,
196.74,-42.63730775,-12.74336382,,196.74,-129.8010189,-38.79470107,,87.16371115,26.05133725,,90.97353854,1.28036898,,,
196.92,-42.59708346,-12.87718193,,196.92,-129.6785638,-39.20208435,,87.08148034,26.32490242,,90.97353849,1.27722898,,,
197.1,-42.55643918,-13.01087307,,197.1,-129.5548302,-39.60908111,,86.99839102,26.59820804,,90.97353852,1.27408898,,,
197.28,-42.9036191,-13.26446887,,197.28,-129.0767318,-39.90652367,,86.1731127,26.6420548,,90.19758554,1.27094898,,,
197.46,-42.86175723,-13.39912062,,197.46,-128.9507892,-40.31162721,,86.08903197,26.91250659,,90.19758554,1.26780898,,,
197.64,-42.04814494,-13.28985227,,197.64,-128.6505494,-40.66164627,,86.60240446,27.371794,,90.82506023,1.26466898,,,
197.82,-42.00620759,-13.42181772,,197.82,-149.5301834,-47.77786378,,107.5239758,34.35604606,,112.8793306,1.26152898,,,
198,-41.96385607,-13.55365082,,198,-149.379424,-48.24715224,,107.4155679,34.69350142,,112.8793306,1.25838898,,,
198.18,-41.9210908,-13.6853503,,198.18,-128.0914307,-41.81608986,,86.1703399,28.13073956,,90.64582719,1.25524898,,,
198.36,-41.49934297,-13.69201227,,198.36,-127.7914145,-42.16263415,,86.29207153,28.47062188,,90.86747448,1.25210898,,,
198.54,-41.45614554,-13.82225249,,198.54,-127.658394,-42.56369068,,86.20224846,28.74143819,,90.86747443,1.24896898,,,
198.72,-41.4414436,-13.9620946,,198.72,-127.5241149,-42.96432754,,86.0826713,29.00223294,,90.83697382,1.24582898,,,
198.9,-41.3973984,-14.09215169,,198.9,-127.2231532,-43.30822812,,85.8257548,29.21607643,,90.66222647,1.24268898,,,
199.08,-41.35294503,-14.22206984,,199.08,-126.9234241,-43.65139653,,85.57047907,29.42932669,,90.4897351,1.23954898,,,
199.26,-40.94285452,-14.2249545,,199.26,-126.6249351,-43.99385344,,85.68208058,29.76889894,,90.70615347,1.23640898,,,
199.44,-40.53719515,-14.22682243,,199.44,-126.4861704,-44.39123821,,85.94897525,30.16441578,,91.08851918,1.23326898,,,
199.62,-40.49232316,-14.35403888,,199.62,-126.3461586,-44.78818529,,85.85383544,30.43414641,,91.08851919,1.23012898,,,
199.8,-40.44705193,-14.4811138,,199.8,-125.5264951,-44.9418035,,85.07944317,30.4606897,,90.3679438,1.22698898,,,
199.98,-40.04593225,-14.47952497,,199.98,-125.3847592,-45.33573449,,85.33882695,30.85620952,,90.74591479,1.22384898,,,
200.16,-40.0002692,-14.60519761,,200.16,-125.085519,-45.67216071,,85.0852498,31.0669631,,90.5795558,1.22070898,,,
200.34,-39.95421176,-14.73072625,,200.34,-124.941492,-46.06470344,,84.98728024,31.33397719,,90.5795558,1.21756898,,,
200.52,-39.55776635,-14.72582046,,200.52,-124.6424803,-46.39955577,,85.08471395,31.67373531,,90.78895338,1.21442898,,,
200.7,-39.51133234,-14.84995904,,200.7,-124.4961715,-46.79070377,,84.98483916,31.94074473,,90.78895341,1.211288981,,,
200.88,-39.46450876,-14.97395121,,200.88,-124.1974015,-47.1240081,,84.73289274,32.15005689,,90.62719939,1.20814898,,,
201.06,-39.00585787,-14.94020478,,201.06,-124.04882,-47.51375498,,85.04296213,32.5735502,,91.06778564,1.20500898,,,
201.24,-38.61108402,-14.92819002,,201.24,-124.4163561,-48.1030526,,85.80527208,33.17486258,,91.99519674,1.20186898,,,
201.42,-38.22118766,-14.91556727,,201.42,-124.4891416,-48.58106926,,86.26795394,33.66550199,,92.60413544,1.19872898,,,
201.6,-38.17416444,-15.03550807,,201.6,-124.3359836,-48.97172503,,86.16181916,33.93621696,,92.60413545,1.19558898,,,
201.78,-37.71305318,-14.9908512,,201.78,-114.9063164,-45.67499437,,77.19326322,30.68414317,,83.06814389,1.19244898,,,
201.96,-37.32502608,-14.97250018,,201.96,-114.608357,-45.97380967,,77.28333092,31.00130949,,83.26940872,1.189308981,,,
202.14,-36.86449749,-14.92231522,,202.14,-83.69351379,-33.87815051,,46.8290163,18.95583529,,50.52009956,1.18616898,,,
202.32,-36.47837256,-14.8994967,,202.32,-81.41036557,-33.25185275,,44.93199301,18.35235605,,48.53548154,1.18302898,,,
202.5,-36.43140839,-15.01396515,,202.5,-80.32538056,-33.103372,,43.89397217,18.08940685,,47.475335,1.17988898,,,
202.68,-35.97166505,-14.95680381,,202.68,-80.22104016,-33.35543009,,44.24937511,18.39862628,,47.921985,1.17674898,,,
202.86,-35.92452343,-15.06968091,,202.86,-79.90511672,-33.51873588,,43.98059329,18.44905497,,47.69339803,1.17360898,,,
203.04,-35.12851198,-14.86565324,,203.04,-79.79947415,-33.76947229,,44.67096217,18.90381905,,48.5061773,1.17046898,,,
203.22,-35.08166072,-14.97588331,,203.22,-60.28572371,-25.73515463,,25.20406299,10.75927132,,27.40450165,1.16732898,,,
203.4,-35.03446358,-15.08596571,,203.4,-53.69437938,-23.1209924,,18.6599158,8.03502669,,20.31635084,1.16418898,,,
203.58,-34.98692102,-15.19589938,,203.58,-49.88538321,-21.66676122,,14.89846219,6.47086184,,16.24303631,1.161048981,,,
203.76,-34.60525824,-15.15946686,,203.76,-49.81710377,-21.82329426,,15.21184553,6.6638274,,16.60743328,1.157908981,,,
203.94,-34.14749936,-15.08691334,,203.94,-49.74833315,-21.97961212,,15.60083379,6.89269878,,17.05565336,1.154768981,,,
204.12,-34.09995819,-15.19406193,,204.12,-44.80455844,-19.96375573,,10.70460025,4.7696938,,11.71914867,1.15162898,,,
204.3,-33.64651374,-15.11882204,,204.3,-42.55593748,-19.12220834,,8.90942374,4.0033863,,9.767544893,1.14848898,,,
204.48,-33.26384969,-15.07259004,,204.48,-41.75383168,-18.91958968,,8.48998199,3.84699964,,9.320901267,1.145348981,,,
204.66,-32.81123969,-14.99186056,,204.66,-41.69421842,-19.05060323,,8.88297873,4.05874267,,9.766304479,1.14220898,,,
204.84,-32.76400358,-15.09481378,,204.84,-41.63419408,-19.18142894,,8.8701905,4.08661516,,9.766304469,1.139068981,,,
205.02,-32.71644442,-15.19761817,,205.02,-41.57375925,-19.31206554,,8.85731483,4.11444737,,9.766304478,1.135928981,,,
205.2,-32.33633851,-15.14467601,,205.2,-41.17238153,-19.28302361,,8.83604302,4.1383476,,9.757129553,1.13278898,,,
205.38,-31.88513396,-15.05561576,,205.38,-40.77544858,-19.2534705,,8.89031462,4.19785474,,9.831565413,1.129648981,,,
205.56,-31.83770222,-15.15566069,,205.56,-40.71479177,-19.38141029,,8.87708955,4.2257496,,9.831565418,1.12650898,,,
205.74,-31.39114588,-15.06417252,,205.74,-40.65373352,-19.50915897,,9.26258764,4.44498645,,10.27392011,1.123368981,,,
205.92,-31.01012149,-15.001301,,205.92,-40.26153068,-19.47671636,,9.25140919,4.47541536,,10.27705768,1.12022898,,,
206.1,-30.56456961,-14.9043758,,206.1,-40.20017541,-19.60304135,,9.6356058,4.69866555,,10.72018456,1.11708898,,,
206.28,-30.51761927,-15.00027492,,206.28,-40.13842379,-19.72917305,,9.62080452,4.72889813,,10.72018457,1.113948981,,,
206.46,-30.47036803,-15.09602614,,206.46,-39.75106094,-19.69398776,,9.28069291,4.59796162,,10.35724442,1.11080898,,,
206.64,-30.03001965,-14.99548553,,206.64,-39.68902596,-19.8187088,,9.65900631,4.82322327,,10.79629036,1.10766898,,,
206.82,-29.98278586,-15.08970572,,206.82,-39.22521336,-19.74122515,,9.2424275,4.65151943,,10.3469367,1.104528981,,,
207,-29.54748347,-14.98709069,,207,-38.84013817,-19.70051608,,9.2926547,4.71342539,,10.41968379,1.10138898,,,
207.18,-29.50027842,-15.07979575,,207.18,-38.77808717,-19.82237679,,9.27780875,4.74258104,,10.41968378,1.09824898,,,
207.36,-29.45278251,-15.17235214,,207.36,-38.71565384,-19.94404207,,9.26287133,4.77168993,,10.41968378,1.09510898,,,
207.54,-29.4049962,-15.26475892,,207.54,-38.25337728,-19.85814173,,8.84838108,4.59338281,,9.969604474,1.09196898,,,
207.72,-28.97555768,-15.15751926,,207.72,-38.19083424,-19.97815925,,9.21527656,4.82063999,,10.39999481,1.08882898,,,
207.9,-28.92782031,-15.24842764,,207.9,-37.40962842,-19.71935686,,8.48180811,4.47092922,,9.58802779,1.085688981,,,
208.08,-28.87979772,-15.33918568,,208.08,-37.34752531,-19.83672569,,8.46772759,4.49754001,,9.588027778,1.082548981,,,
208.26,-28.83149038,-15.42979247,,208.26,-36.49839063,-19.53289912,,7.66690025,4.10310665,,8.695794594,1.07940898,,,
208.44,-28.78289878,-15.52024714,,208.44,-35.66321305,-19.23023405,,6.88031427,3.70998691,,7.816823353,1.076268981,,,
208.62,-28.35987237,-15.40728094,,208.62,-34.88702353,-18.9533354,,6.52715116,3.54605446,,7.428203316,1.073128979,,,
208.8,-28.31135378,-15.49625484,,208.8,-34.82733817,-19.06278703,,6.51598439,3.56653219,,7.428203311,1.069988981,,,
208.98,-28.26255605,-15.58507595,,208.98,-34.38660025,-18.96211283,,6.1240442,3.37703688,,6.993446608,1.06684898,,,
209.16,-27.84543236,-15.46927805,,209.16,-34.3268898,-19.0699931,,6.48145744,3.60071505,,7.414474993,1.06370898,,,
209.34,-27.79672163,-15.55663631,,209.34,-34.26684089,-19.17768535,,6.47011926,3.62104904,,7.414474991,1.06056898,,,
209.52,-27.74773684,-15.64384118,,209.52,-33.8309766,-19.07349878,,6.08323976,3.4296576,,6.983434487,1.057428981,,,
209.7,-27.69847847,-15.73089181,,209.7,-33.77091913,-19.17963384,,6.07244066,3.44874203,,6.983434482,1.054288981,,,
209.88,-27.28780613,-15.61118093,,209.88,-33.7105287,-19.2855798,,6.42272257,3.67439887,,7.399498109,1.051148981,,,
210.06,-27.23865258,-15.69678754,,210.06,-33.64980589,-19.39133562,,6.41115331,3.69454808,,7.39949811,1.04800898,,,
210.24,-27.18923046,-15.78223939,,210.24,-33.58875131,-19.49690024,,6.39952085,3.71466085,,7.399498114,1.044868981,,,
210.42,-27.13954028,-15.86753563,,210.42,-33.52736556,-19.60227263,,6.38782528,3.734737,,7.399498109,1.04172898,,,
210.6,-26.7355152,-15.74417015,,210.6,-33.46564924,-19.70745175,,6.73013404,3.9632816,,7.810397252,1.03858898,,,
210.78,-26.68594679,-15.82804191,,210.78,-33.40360296,-19.81243656,,6.71765617,3.98439465,,7.810397246,1.03544898,,,
210.96,-26.63611526,-15.91175762,,210.96,-33.34122734,-19.91722603,,6.70511208,4.00546841,,7.810397249,1.03230898,,,
211.14,-26.58602111,-15.99531644,,211.14,-33.27852299,-20.02181912,,6.69250188,4.02650268,,7.810397253,1.029168981,,,
211.32,-26.18883894,-15.86856583,,211.32,-33.21549052,-20.12621481,,7.02665158,4.25764898,,8.215924005,1.02602898,,,
211.5,-26.13888262,-15.95072042,,211.5,-33.15213057,-20.23041206,,7.01324795,4.27969164,,8.21592401,1.02288898,,,
211.68,-26.08866858,-16.03271775,,211.68,-33.08844375,-20.33440985,,6.99977517,4.3016921,,8.215924011,1.019748981,,,
211.86,-26.03819732,-16.11455699,,211.86,-33.02443068,-20.43820715,,6.98623336,4.32365016,,8.215924006,1.016608979,,,
212.04,-25.98746933,-16.19623736,,212.04,-32.96009202,-20.54180293,,6.97262269,4.34556557,,8.215924008,1.013468981,,,
212.22,-25.93648511,-16.27775803,,212.22,-32.89542837,-20.64519618,,6.95894326,4.36743815,,8.215924007,1.01032898,,,
212.4,-25.88524518,-16.35911822,,212.4,-32.8304404,-20.74838588,,6.94519522,4.38926766,,8.215924004,1.007188981,,,
212.58,-25.49634154,-16.22559402,,212.58,-32.76512872,-20.85137101,,7.26878718,4.62577699,,8.615862106,1.00404898,,,
212.76,-25.44526757,-16.30557242,,212.76,-32.699494,-20.95415055,,7.25422643,4.64857813,,8.6158621,1.000908981,,,
212.94,-25.39394271,-16.38539004,,212.94,-32.63353688,-21.05672349,,7.23959417,4.67133345,,8.615862113,0.997768981,,,
213.12,-25.34236749,-16.46504611,,213.12,-32.567258,-21.15908883,,7.22489051,4.69404272,,8.615862112,0.99462898,,,
213.3,-25.29054239,-16.54453985,,213.3,-32.50065802,-21.26124554,,7.21011563,4.71670569,,8.615862114,0.991488981,,,
213.48,-24.90932699,-16.40707455,,213.48,-32.43373759,-21.36319262,,7.5244106,4.95611807,,9.009986748,0.988348981,,,
213.66,-24.85768607,-16.48520883,,213.66,-32.36649739,-21.46492908,,7.50881132,4.97972025,,9.009986748,0.98520898,,,
213.84,-24.80580005,-16.56318056,,213.84,-32.29893806,-21.56645389,,7.49313801,5.00327333,,9.009986751,0.98206898,,,
214.02,-24.75366946,-16.640989,,214.02,-32.23106028,-21.66776607,,7.47739082,5.02677707,,9.009986747,0.978928981,,,
214.2,-24.70129481,-16.71863335,,214.2,-32.16286471,-21.76886462,,7.4615699,5.05023127,,9.009986751,0.97578898,,,
214.38,-24.64867662,-16.79611287,,214.38,-32.09435203,-21.86974853,,7.44567541,5.07363566,,9.009986744,0.97264898,,,
214.56,-24.27580341,-16.65388949,,214.56,-32.02552292,-21.97041682,,7.74971951,5.31652733,,9.398064446,0.96950898,,,
214.74,-24.22339061,-16.73003329,,214.74,-31.95637804,-22.07086849,,7.73298743,5.3408352,,9.39806444,0.96636898,,,
214.92,-24.17073898,-16.80601214,,214.92,-31.88691809,-22.17110254,,7.71617911,5.3650904,,9.398064431,0.963228981,,,
215.1,-24.11784903,-16.88182528,,215.1,-31.81714375,-22.271118,,7.69929472,5.38929272,,9.398064439,0.960088981,,,
215.28,-21.09032123,-14.86152809,,215.28,-31.7470557,-22.37091388,,10.65673447,7.50938579,,13.03675053,0.956948981,,,
215.46,-21.04355214,-14.92767832,,215.46,-31.67665464,-22.47048918,,10.6331025,7.54281086,,13.03675053,0.953808981,,,
215.64,-20.99657557,-14.99368138,,215.64,-31.60594126,-22.56984294,,10.60936569,7.57616156,,13.03675053,0.950668981,,,
215.82,-20.94939197,-15.0595366,,215.82,-31.53491626,-22.66897417,,10.58552429,7.60943757,,13.03675054,0.947528981,,,
216,-20.60154134,-14.90782215,,216,-31.46358034,-22.76788189,,10.862039,7.86005974,,13.40762583,0.94438898,,,
216.18,-20.55462929,-14.97243739,,216.18,-31.3919342,-22.86656513,,10.83730491,7.89412774,,13.40762583,0.94124898,,,
216.36,-20.50751458,-15.03690501,,216.36,-31.31997854,-22.96502291,,10.81246396,7.9281179,,13.40762583,0.938108981,,,
216.54,-20.46019768,-15.10122437,,216.54,-31.24771409,-23.06325427,,10.78751641,7.9620299,,13.40762583,0.93496898,,,
216.72,-20.41267905,-15.16539484,,216.72,-31.17514154,-23.16125824,,10.76246249,7.9958634,,13.40762583,0.93182898,,,
216.9,-20.36495916,-15.22941579,,216.9,-31.10226163,-23.25903384,,10.73730247,8.02961805,,13.40762583,0.928688981,,,
217.08,-20.31703848,-15.29328657,,217.08,-31.02907505,-23.35658012,,10.71203657,8.06329355,,13.40762583,0.92554898,,,
217.26,-20.26891748,-15.35700658,,217.26,-30.95558254,-23.45389611,,10.68666506,8.09688953,,13.40762582,0.92240898,,,
217.44,-20.22059663,-15.42057517,,217.44,-30.88178483,-23.55098086,,10.6611882,8.13040569,,13.40762583,0.919268981,,,
217.62,-20.17207642,-15.48399172,,217.62,-30.80768263,-23.6478334,,10.63560621,8.16384168,,13.40762583,0.916128981,,,
217.8,-20.12335732,-15.5472556,,217.8,-30.73327668,-23.74445279,,10.60991936,8.19719719,,13.40762584,0.912988981,,,
217.98,-20.07443982,-15.61036619,,217.98,-27.81670653,-21.6309386,,7.74226671,6.02057241,,9.807649359,0.90984898,,,
218.16,-20.02532439,-15.67332287,,218.16,-27.74864836,-21.71817628,,7.72332397,6.04485341,,9.807649356,0.90670898,,,
218.34,-19.97601151,-15.73612502,,218.34,-27.6803166,-21.80519982,,7.70430509,6.0690748,,9.807649354,0.903568981,,,
218.52,-19.92650168,-15.79877202,,218.52,-27.61171193,-21.89200838,,7.68521025,6.09323636,,9.807649358,0.900428981,,,
218.7,-19.87679539,-15.86126325,,218.7,-27.54283502,-21.97860109,,7.66603963,6.11733784,,9.807649354,0.897288981,,,
218.88,-19.82689311,-15.92359809,,218.88,-27.47368654,-22.0649771,,7.64679343,6.14137901,,9.807649357,0.894148981,,,
219.06,-19.77679536,-15.98577593,,219.06,-27.40426719,-22.15113556,,7.62747183,6.16535963,,9.807649356,0.89100898,,,
219.24,-19.72650261,-16.04779616,,219.24,-22.81046902,-18.55664759,,3.08396641,2.50885143,,3.975573457,0.887868981,,,
219.42,-19.67601536,-16.10965816,,219.42,-22.75208879,-18.62818087,,3.07607343,2.51852271,,3.975573466,0.88472898,,,
219.6,-19.07123989,-15.71478526,,219.6,-22.69348423,-18.69953048,,3.62224434,2.98474522,,4.693544299,0.881588979,,,
